,ritz_wl_vac(nm),unc_ritz_wl,Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
485,1717.94584,9e-05,19000.0,C,2s2.2p.3d,3F*,3,2s2.2p.(2P*<3/2>).4f,2[3/2],2,7,5
486,1719.88576,9e-05,40000.0,C,2s2.2p.3d,3F*,2,2s2.2p.(2P*<3/2>).4f,2[5/2],2,5,5
487,1719.93186,7e-05,48000.0,C,2s2.2p.3d,3F*,2,2s2.2p.(2P*<3/2>).4f,2[5/2],3,5,7
488,1723.24648,9e-05,150000.0,C,2s2.2p.4s,3P*,1,2s2.2p.(2P*<1/2>).4f,2[5/2],2,3,5
489,1723.91956,0.00012,4900000.0,C,2s2.2p.3d,3F*,3,2s2.2p.(2P*<3/2>).4f,2[9/2],4,7,9
490,1724.7651,9e-05,45000.0,C,2s2.2p.3d,3F*,3,2s2.2p.(2P*<3/2>).4f,2[5/2],2,7,5
491,1724.81146,6e-05,8100.0,C,2s2.2p.3d,3F*,3,2s2.2p.(2P*<3/2>).4f,2[5/2],3,7,7
492,1727.97204,3e-05,8800000.0,C,2s2.2p.3d,3F*,2,2s2.2p.(2P*<3/2>).4f,2[7/2],3,5,7
493,1730.66789,9e-05,59000.0,C,2s2.2p.4s,3P*,2,2s2.2p.(2P*<1/2>).4f,2[7/2],3,5,7
494,1732.60214,8e-05,40000.0,C,2s2.2p.4s,3P*,2,2s2.2p.(2P*<1/2>).4f,2[5/2],2,5,5
495,1732.63532,5e-05,440000.0,C,2s2.2p.4s,3P*,2,2s2.2p.(2P*<1/2>).4f,2[5/2],3,5,7
496,1732.81621,0.00015,4400000.0,C,2s2.2p.3d,3F*,3,2s2.2p.(2P*<3/2>).4f,2[7/2],4,7,9
497,1732.89743,6e-05,1500000.0,C,2s2.2p.3d,3F*,3,2s2.2p.(2P*<3/2>).4f,2[7/2],3,7,7
498,1734.2119,0.00012,400000.0,C,2s2.2p.3d,3F*,4,2s2.2p.(2P*<3/2>).4f,2[9/2],4,9,9
499,1734.33126,3e-05,16000000.0,C,2s2.2p.3d,3F*,4,2s2.2p.(2P*<3/2>).4f,2[9/2],5,9,11
500,1735.11447,5e-05,140000.0,C,2s2.2p.3d,3F*,4,2s2.2p.(2P*<3/2>).4f,2[5/2],3,9,7
501,1741.2706,0.00012,7000.0,C,2s2.2p.3d,3D*,1,2s2.2p.(2P*<3/2>).4f,2[3/2],2,3,5
502,1741.30499,0.00015,1600000.0,C,2s2.2p.3d,3D*,1,2s2.2p.(2P*<3/2>).4f,2[3/2],1,3,3
503,1743.21537,0.00015,1800000.0,C,2s2.2p.3d,3F*,4,2s2.2p.(2P*<3/2>).4f,2[7/2],4,9,9
504,1743.29756,7e-05,63000.0,C,2s2.2p.3d,3F*,4,2s2.2p.(2P*<3/2>).4f,2[7/2],3,9,7
505,1745.33395,5e-05,7500000.0,B+,2s2.2p.3p,1D,2,2s2.2p.4s,1P*,1,5,3
506,1745.56652,9e-05,920000.0,C,2s2.2p.3d,3D*,2,2s2.2p.(2P*<3/2>).4f,2[3/2],2,5,5
507,1745.60107,0.00012,680000.0,C,2s2.2p.3d,3D*,2,2s2.2p.(2P*<3/2>).4f,2[3/2],1,5,3
508,1746.07438,9e-05,6000000.0,C,2s2.2p.3d,3F*,2,2s2.2p.(2P*<1/2>).4f,2[7/2],3,5,7
509,1748.04323,9e-05,1000000.0,C,2s2.2p.3d,3F*,2,2s2.2p.(2P*<1/2>).4f,2[5/2],2,5,5
510,1748.07701,6e-05,470000.0,C,2s2.2p.3d,3F*,2,2s2.2p.(2P*<1/2>).4f,2[5/2],3,5,7
511,1748.27667,0.00012,100000.0,C,2s2.2p.3d,3D*,1,2s2.2p.(2P*<3/2>).4f,2[5/2],2,3,5
512,1748.80838,9e-05,240000.0,C,2s2.2p.3d,3D*,3,2s2.2p.(2P*<3/2>).4f,2[3/2],2,7,5
513,1751.04249,6e-05,6400000.0,C,2s2.2p.3d,3F*,3,2s2.2p.(2P*<1/2>).4f,2[7/2],4,7,9
514,1751.10365,9e-05,17000.0,C,2s2.2p.3d,3F*,3,2s2.2p.(2P*<1/2>).4f,2[7/2],3,7,7
515,1752.07117,6e-05,23000.0,C,2s2.2p.3p,1D,2,2s2.2p.3d,3D*,3,5,7
516,1752.60727,9e-05,1900000.0,C,2s2.2p.3d,3D*,2,2s2.2p.(2P*<3/2>).4f,2[5/2],2,5,5
517,1752.65514,6e-05,190000.0,C,2s2.2p.3d,3D*,2,2s2.2p.(2P*<3/2>).4f,2[5/2],3,5,7
518,1753.08388,9e-05,110000.0,C,2s2.2p.3d,3F*,3,2s2.2p.(2P*<1/2>).4f,2[5/2],2,7,5
519,1753.11785,6e-05,740000.0,C,2s2.2p.3d,3F*,3,2s2.2p.(2P*<1/2>).4f,2[5/2],3,7,7
520,1754.99905,0.00012,410000.0,C,2s2.2p.3d,3D*,3,2s2.2p.(2P*<3/2>).4f,2[9/2],4,7,9
521,1755.57249,9e-05,1000000.0,C,2s2.2p.4s,1P*,1,2s2.2p.(2P*<3/2>).4f,2[3/2],2,3,5
522,1755.60744,0.00015,230000.0,C,2s2.2p.4s,1P*,1,2s2.2p.(2P*<3/2>).4f,2[3/2],1,3,3
523,1755.87535,9e-05,280000.0,C,2s2.2p.3d,3D*,3,2s2.2p.(2P*<3/2>).4f,2[5/2],2,7,5
524,1755.9234,4e-05,2900000.0,C,2s2.2p.3d,3D*,3,2s2.2p.(2P*<3/2>).4f,2[5/2],3,7,7
525,1759.70294,9e-05,580000.0,C,2s2.2p.3p,1D,2,2s2.2p.3d,3D*,1,5,3
526,1761.00491,6e-05,2900000.0,C,2s2.2p.3d,3D*,2,2s2.2p.(2P*<3/2>).4f,2[7/2],3,5,7
527,1761.66223,5e-05,470000.0,C,2s2.2p.3d,3F*,4,2s2.2p.(2P*<1/2>).4f,2[7/2],4,9,9
528,1761.72414,9e-05,18000.0,C,2s2.2p.3d,3F*,4,2s2.2p.(2P*<1/2>).4f,2[7/2],3,9,7
529,1762.69435,9e-05,2000000.0,C,2s2.2p.4s,1P*,1,2s2.2p.(2P*<3/2>).4f,2[5/2],2,3,5
530,1763.76285,6e-05,26000.0,C,2s2.2p.3d,3F*,4,2s2.2p.(2P*<1/2>).4f,2[5/2],3,9,7
531,1764.22023,0.00016,5200000.0,C,2s2.2p.3d,3D*,3,2s2.2p.(2P*<3/2>).4f,2[7/2],4,7,9
532,1764.30442,7e-05,540000.0,C,2s2.2p.3d,3D*,3,2s2.2p.(2P*<3/2>).4f,2[7/2],3,7,7
533,1767.69562,5e-05,32000.0,B,2s.2p3,3D*,3,2s2.2p.3p,3D,3,7,7
534,1768.95388,9e-05,4500.0,B,2s.2p3,3D*,2,2s2.2p.3p,3D,3,5,7
535,1777.37929,3e-05,11000000.0,C,2s2.2p.3d,3D*,1,2s2.2p.(2P*<1/2>).4f,2[5/2],2,3,5
536,1778.18315,7e-05,6300.0,B,2s.2p3,3D*,3,2s2.2p.3p,3D,2,7,5
537,1778.61643,0.00022,290000.0,B,2s2.2p.4p,1P,1,2s2.2p.5d,1D*,2,3,5
538,1779.10989,0.00016,5600.0,B,2s.2p3,3D*,1,2s2.2p.3p,3D,2,3,5
539,1779.45639,9e-05,23900.0,B,2s.2p3,3D*,2,2s2.2p.3p,3D,2,5,5
540,1779.80974,0.0001,2700000.0,C,2s2.2p.3d,3D*,2,2s2.2p.(2P*<1/2>).4f,2[7/2],3,5,7
541,1781.85545,0.0001,1500000.0,C,2s2.2p.3d,3D*,2,2s2.2p.(2P*<1/2>).4f,2[5/2],2,5,5
542,1781.89055,3e-05,6200000.0,C,2s2.2p.3d,3D*,2,2s2.2p.(2P*<1/2>).4f,2[5/2],3,5,7
543,1783.11673,3e-05,7600000.0,C,2s2.2p.3d,3D*,3,2s2.2p.(2P*<1/2>).4f,2[7/2],4,7,9
544,1783.18016,0.0001,530000.0,C,2s2.2p.3d,3D*,3,2s2.2p.(2P*<1/2>).4f,2[7/2],3,7,7
545,1784.18345,7e-05,66000.0,C,2s2.2p.3p,1D,2,2s2.2p.3d,3F*,3,5,7
546,1785.23363,0.0001,26000.0,C,2s2.2p.3d,3D*,3,2s2.2p.(2P*<1/2>).4f,2[5/2],2,7,5
547,1785.26886,6e-05,230000.0,C,2s2.2p.3d,3D*,3,2s2.2p.(2P*<1/2>).4f,2[5/2],3,7,7
548,1785.84346,0.00019,26000.0,B,2s.2p3,3D*,1,2s2.2p.3p,3D,1,3,3
549,1786.1926,0.0001,9400.0,B,2s.2p3,3D*,2,2s2.2p.3p,3D,1,5,3
550,1789.43499,7e-05,4300.0,C,2s2.2p.3p,1D,2,2s2.2p.3d,3F*,2,5,5
551,1792.28303,0.0001,220000.0,C,2s2.2p.4s,1P*,1,2s2.2p.(2P*<1/2>).4f,2[5/2],2,3,5
552,1796.40428,0.0001,510000.0,C,2s2.2p.3p,3D,1,2s.2p3,3P*,0,3,1
553,1796.68697,7e-05,4000.0,C,2s2.2p.3p,3D,1,2s.2p3,3P*,2,3,5
554,1797.10415,0.0001,120000.0,C,2s2.2p.3p,3D,1,2s.2p3,3P*,1,3,3
555,1803.55452,6e-05,65000.0,C,2s2.2p.3p,3D,2,2s.2p3,3P*,2,5,5
556,1803.97489,0.0001,380000.0,C,2s2.2p.3p,3D,2,2s.2p3,3P*,1,5,3
557,1805.91051,7e-05,630.0,C,2s2.2p.3p,1D,2,2s2.2p.4s,3P*,2,5,5
558,1814.47317,4e-05,400000.0,C,2s2.2p.3p,3D,3,2s.2p3,3P*,2,7,5
559,1815.93703,0.0001,42000.0,C,2s2.2p.3d,1F*,3,2s2.2p.(2P*<3/2>).4f,2[3/2],2,7,5
560,1816.18795,7e-05,62000.0,C,2s2.2p.3p,1D,2,2s2.2p.4s,3P*,1,5,3
561,1822.61299,0.00013,9800000.0,C,2s2.2p.3d,1F*,3,2s2.2p.(2P*<3/2>).4f,2[9/2],4,7,9
562,1823.55814,0.0001,40000.0,C,2s2.2p.3d,1F*,3,2s2.2p.(2P*<3/2>).4f,2[5/2],2,7,5
563,1823.60996,8e-05,150000.0,C,2s2.2p.3d,1F*,3,2s2.2p.(2P*<3/2>).4f,2[5/2],3,7,7
564,1832.56039,0.00017,4300000.0,C,2s2.2p.3d,1F*,3,2s2.2p.(2P*<3/2>).4f,2[7/2],4,7,9
565,1832.65123,8e-05,340000.0,C,2s2.2p.3d,1F*,3,2s2.2p.(2P*<3/2>).4f,2[7/2],3,7,7
566,1845.657,0.008,290000.0,C,2s2.2p.4p,3S,1,2s2.2p.5d,3P*,0,3,1
567,1846.912,0.005,290000.0,C,2s2.2p.4p,3S,1,2s2.2p.5d,3P*,1,3,3
568,1851.2863,0.0007,290000.0,C,2s2.2p.4p,3S,1,2s2.2p.5d,3P*,2,3,5
569,1852.95769,8e-05,990000.0,C,2s2.2p.3d,1F*,3,2s2.2p.(2P*<1/2>).4f,2[7/2],4,7,9
570,1853.02618,0.0001,570000.0,C,2s2.2p.3d,1F*,3,2s2.2p.(2P*<1/2>).4f,2[7/2],3,7,7
571,1855.24377,0.0001,3600.0,C,2s2.2p.3d,1F*,3,2s2.2p.(2P*<1/2>).4f,2[5/2],2,7,5
572,1855.28182,6e-05,570000.0,C,2s2.2p.3d,1F*,3,2s2.2p.(2P*<1/2>).4f,2[5/2],3,7,7
573,1871.64924,0.00011,3600.0,C,2s2.2p.3p,1S,0,2s2.2p.3d,3P*,1,1,3
574,1883.63512,0.00011,5900.0,C,2s.2p3,3P*,1,2s2.2p.4p,1P,1,3,3
575,1884.40463,0.00011,1900.0,C,2s.2p3,3P*,0,2s2.2p.4p,1P,1,1,3
576,1884.96091,0.00011,4200000.0,C,2s2.2p.3d,1P*,1,2s2.2p.(2P*<3/2>).4f,2[3/2],2,3,5
577,1885.0012,0.00018,3300.0,C,2s2.2p.3d,1P*,1,2s2.2p.(2P*<3/2>).4f,2[3/2],1,3,3
578,1893.1737,0.00011,5100000.0,C,2s2.2p.3d,1P*,1,2s2.2p.(2P*<3/2>).4f,2[5/2],2,3,5
579,1899.495,0.006,360000.0,C,2s2.2p.4p,3S,1,2s2.2p.6s,3P*,2,3,5
580,1913.295,0.004,360000.0,C,2s2.2p.4p,3S,1,2s2.2p.6s,3P*,1,3,3
581,1916.845,0.007,350000.0,C,2s2.2p.4p,3S,1,2s2.2p.6s,3P*,0,3,1
582,1927.34742,0.00015,440000.0,C,2s2.2p.3d,1P*,1,2s2.2p.(2P*<1/2>).4f,2[5/2],2,3,5
583,1972.73763,4e-05,1880000.0,B+,2s2.2p.3p,1D,2,2s2.2p.3d,1D*,2,5,5
584,1974.874,0.007,210000.0,C,2s2.2p.4p,3P,1,2s2.2p.5d,3D*,2,3,5
585,1978.719,0.016,270000.0,C,2s2.2p.4p,3P,2,2s2.2p.5d,3D*,3,5,7
586,1979.616,0.012,150000.0,C,2s2.2p.4p,3P,0,2s2.2p.5d,3D*,1,1,3
587,1982.015,0.007,68000.0,C,2s2.2p.4p,3P,2,2s2.2p.5d,3D*,2,5,5
588,1985.415,0.012,110000.0,C,2s2.2p.4p,3P,1,2s2.2p.5d,3D*,1,3,3
589,1992.633,0.012,7500.0,C,2s2.2p.4p,3P,2,2s2.2p.5d,3D*,1,5,3
590,2013.552,0.016,78000.0,C+,2s2.2p.4d,1F*,3,2s2.2p.(2P*<3/2>).8p,2[5/2],2,7,5
591,2102.88679,0.00013,2010000.0,B,2s2.2p.3p,1S,0,2s2.2p.3d,1P*,1,1,3
592,2116.14362,0.00013,1100000.0,C,2s2.2p.3d,3P*,2,2s2.2p.(2P*<3/2>).4f,2[3/2],2,5,5
593,2116.1944,0.00018,220000.0,C,2s2.2p.3d,3P*,2,2s2.2p.(2P*<3/2>).4f,2[3/2],1,5,3
594,2117.94,0.006,180000.0,C+,2s2.2p.4p,1D,2,2s2.2p.5d,1P*,1,5,3
595,2119.70567,0.00018,3400000.0,C,2s2.2p.3d,3P*,1,2s2.2p.(2P*<3/2>).4f,2[3/2],2,3,5
596,2119.75663,0.00018,3200000.0,C,2s2.2p.3d,3P*,1,2s2.2p.(2P*<3/2>).4f,2[3/2],1,3,3
597,2121.7261,0.00018,4200000.0,C,2s2.2p.3d,3P*,0,2s2.2p.(2P*<3/2>).4f,2[3/2],1,1,3
598,2126.50001,0.00014,700000.0,C,2s2.2p.3d,3P*,2,2s2.2p.(2P*<3/2>).4f,2[5/2],2,5,5
599,2126.57048,4e-05,6600000.0,C,2s2.2p.3d,3P*,2,2s2.2p.(2P*<3/2>).4f,2[5/2],3,5,7
600,2130.09704,0.00014,2000000.0,C,2s2.2p.3d,3P*,1,2s2.2p.(2P*<3/2>).4f,2[5/2],2,3,5
601,2137.055,0.01,159000.0,B,2s2.2p.4p,1D,2,2s2.2p.5d,1F*,3,5,7
602,2152.063,0.008,460000.0,C+,2s2.2p.4p,1D,2,2s2.2p.6s,1P*,1,5,3
603,2169.71251,0.00014,74000.0,C,2s2.2p.3d,3P*,2,2s2.2p.(2P*<1/2>).4f,2[5/2],2,5,5
604,2169.76455,9e-05,750000.0,C,2s2.2p.3d,3P*,2,2s2.2p.(2P*<1/2>).4f,2[5/2],3,5,7
605,2173.45735,0.00014,210000.0,C,2s2.2p.3d,3P*,1,2s2.2p.(2P*<1/2>).4f,2[5/2],2,3,5
606,2191.179,0.014,89000.0,C+,2s2.2p.4d,1D*,2,2s2.2p.7p,1P,1,5,3
607,2216.21513,0.00015,36000.0,C,2s2.2p.3p,3S,1,2s.2p3,3P*,0,3,1
608,2216.64541,6e-05,67000.0,C,2s2.2p.3p,3S,1,2s.2p3,3P*,2,3,5
609,2217.28043,0.00012,45000.0,C,2s2.2p.3p,3S,1,2s.2p3,3P*,1,3,3
610,2264.8198,0.0004,20000.0,C,2s2.2p.4p,1D,2,2s2.2p.5d,1D*,2,5,5
611,2278.731,0.021,160.0,C,2s2.2p.4d,3F*,2,2s2.2p.7p,3D,3,5,7
612,2285.941,0.021,5700.0,C,2s2.2p.4d,3F*,3,2s2.2p.7p,3D,3,7,7
613,2287.187,0.016,22000.0,C,2s2.2p.4d,3D*,1,2s2.2p.7p,3P,1,3,3
614,2291.28146,9e-05,2600000.0,B,2s2.2p.3p,1S,0,2s2.2p.4s,1P*,1,1,3
615,2293.511,0.009,13000.0,C,2s2.2p.4d,3D*,2,2s2.2p.7p,3P,2,5,5
616,2296.598,0.016,67000.0,C,2s2.2p.4d,3D*,2,2s2.2p.7p,3P,1,5,3
617,2299.205,0.01,74000.0,C,2s2.2p.4d,3D*,3,2s2.2p.7p,3P,2,7,5
618,2299.576,0.016,7800.0,C,2s2.2p.4d,3F*,2,2s2.2p.7p,3D,2,5,5
619,2301.725,0.011,70000.0,C,2s2.2p.4d,3F*,2,2s2.2p.7p,3D,1,5,3
620,2304.268,0.016,88000.0,C,2s2.2p.4d,3D*,1,2s2.2p.7p,3P,0,3,1
621,2305.622,0.021,64000.0,C,2s2.2p.4d,3F*,4,2s2.2p.7p,3D,3,9,7
622,2306.919,0.016,61000.0,C,2s2.2p.4d,3F*,3,2s2.2p.7p,3D,2,7,5
623,2316.1097,0.00016,280000.0,C,2s2.2p.3p,1S,0,2s2.2p.3d,3D*,1,1,3
624,2318.487,0.016,125000.0,C+,2s2.2p.4d,1F*,3,2s2.2p.7p,1D,2,7,5
625,2401.102,0.01,25000.0,C,2s2.2p.4p,1S,0,2s2.2p.6s,1P*,1,1,3
626,2414.96573,0.00017,12000.0,C,2s2.2p.3p,1S,0,2s2.2p.4s,3P*,1,1,3
627,2418.35217,0.00018,38000.0,C,2s2.2p.4s,3P*,1,2s2.2p.4p,1S,0,3,1
628,2444.96519,0.0001,350000.0,B,2s2.2p.3d,1D*,2,2s2.2p.4p,1D,2,5,5
629,2526.3321,0.00019,560000.0,C,2s2.2p.3d,3D*,1,2s2.2p.4p,1S,0,3,1
630,2556.54921,0.00012,7000000.0,B,2s2.2p.4s,1P*,1,2s2.2p.4p,1S,0,3,1
631,2563.14417,0.0002,240000.0,C+,2s2.2p.3p,3P,0,2s.2p3,3P*,1,1,3
632,2569.8791,0.0002,710000.0,C+,2s2.2p.3p,3P,1,2s.2p3,3P*,0,3,1
633,2570.45768,0.00013,170000.0,C+,2s2.2p.3p,3P,1,2s.2p3,3P*,2,3,5
634,2571.31164,0.0002,180000.0,C+,2s2.2p.3p,3P,1,2s.2p3,3P*,1,3,3
635,2584.05691,9e-05,520000.0,C+,2s2.2p.3p,3P,2,2s.2p3,3P*,2,5,5
636,2584.91993,0.00017,280000.0,C+,2s2.2p.3p,3P,2,2s.2p3,3P*,1,5,3
637,2617.9647,0.0005,1400000.0,C,2s2.2p.(2P*<3/2>).4f,2[9/2],5,2s2.2p.(2P*<3/2>).6g,2[11/2]*,6,11,13
638,2687.675,0.004,56000.0,C+,2s2.2p.4d,1D*,2,2s2.2p.6p,1D,2,5,5
639,2737.40296,0.00017,19000.0,C,2s2.2p.4s,3P*,1,2s2.2p.4p,1D,2,3,5
640,2800.509,0.00024,930.0,C,2s2.2p.3d,3F*,2,2s2.2p.4p,1D,2,5,5
641,2813.46916,0.0002,6000.0,C,2s2.2p.3d,3F*,3,2s2.2p.4p,1D,2,7,5
642,2814.341,0.0004,8500.0,C,2s2.2p.4p,1P,1,2s2.2p.4d,3P*,1,3,3
643,2876.57349,0.00025,240000.0,C,2s2.2p.3d,3D*,1,2s2.2p.4p,1D,2,3,5
644,2882.4578,0.0005,3700000.0,B,2s2.2p.4p,1P,1,2s2.2p.4d,1P*,1,3,3
645,2897.203,0.0002,1300.0,C,2s2.2p.3d,3D*,3,2s2.2p.4p,1D,2,7,5
646,2915.81482,8e-05,3600000.0,B,2s2.2p.4s,1P*,1,2s2.2p.4p,1D,2,3,5
647,2927.998,0.021,160000.0,C+,2s2.2p.4d,1D*,2,2s2.2p.6p,1P,1,5,3
648,3036.67,0.011,1700.0,C,2s2.2p.4d,3D*,1,2s2.2p.6p,3P,2,3,5
649,3046.016,0.013,42000.0,C,2s2.2p.4d,3D*,1,2s2.2p.6p,3P,1,3,3
650,3053.2605,0.0004,1600.0,C,2s2.2p.4p,1P,1,2s2.2p.4d,3D*,2,3,5
651,3053.28,0.011,25000.0,C,2s2.2p.4d,3D*,2,2s2.2p.6p,3P,2,5,5
652,3057.121,0.006,230000.0,B,2s2.2p.4d,1F*,3,2s2.2p.6p,1D,2,7,5
653,3062.73,0.013,120000.0,C,2s2.2p.4d,3D*,2,2s2.2p.6p,3P,1,5,3
654,3063.379,0.011,140000.0,C,2s2.2p.4d,3D*,3,2s2.2p.6p,3P,2,7,5
655,3070.0536,0.0008,30000.0,C,2s2.2p.4p,1P,1,2s2.2p.4d,3D*,1,3,3
656,3070.08,0.02,160000.0,C,2s2.2p.4d,3D*,1,2s2.2p.6p,3P,0,3,1
657,3072.312,0.017,300.0,C,2s2.2p.4d,3F*,2,2s2.2p.6p,3D,3,5,7
658,3077.2091,0.0006,100000.0,C,2s2.2p.4p,3D,1,2s2.2p.4d,1P*,1,3,3
659,3085.433,0.017,10000.0,C,2s2.2p.4d,3F*,3,2s2.2p.6p,3D,3,7,7
660,3086.20602,0.00017,1750000.0,B,2s2.2p.3d,1F*,3,2s2.2p.4p,1D,2,7,5
661,3095.1528,0.0006,1400.0,C,2s2.2p.4p,3D,2,2s2.2p.4d,1P*,1,5,3
662,3097.6991,0.0004,1300.0,C,2s2.2p.4p,1P,1,2s2.2p.5s,3P*,2,3,5
663,3098.58314,0.00012,490000.0,B,2s2.2p.4s,3P*,1,2s2.2p.4p,3P,2,3,5
664,3104.8089,0.0003,560000.0,B,2s2.2p.4s,3P*,0,2s2.2p.4p,3P,1,1,3
665,3107.461,0.014,14000.0,C,2s2.2p.4d,3F*,2,2s2.2p.6p,3D,2,5,5
666,3116.19926,0.00017,420000.0,B,2s2.2p.4s,3P*,1,2s2.2p.4p,3P,1,3,3
667,3116.485,0.019,130000.0,C,2s2.2p.4d,3F*,2,2s2.2p.6p,3D,1,5,3
668,3120.884,0.015,110000.0,C,2s2.2p.4d,3F*,3,2s2.2p.6p,3D,2,7,5
669,3121.397,0.017,120000.0,C,2s2.2p.4d,3F*,4,2s2.2p.6p,3D,3,9,7
670,3128.96341,0.00011,1720000.0,B,2s2.2p.4s,3P*,2,2s2.2p.4p,3P,2,5,5
671,3130.5949,0.0003,2020000.0,B,2s2.2p.4s,3P*,1,2s2.2p.4p,3P,0,3,1
672,3135.2353,0.0005,110000.0,C,2s2.2p.4p,1P,1,2s2.2p.5s,3P*,1,3,3
673,3138.606,0.006,15000.0,C,2s2.2p.4d,1P*,1,2s2.2p.6p,1D,2,3,5
674,3140.1641,0.0003,1500.0,C,2s2.2p.4p,1P,1,2s2.2p.4d,3F*,2,3,5
675,3146.92766,0.00017,1070000.0,B,2s2.2p.4s,3P*,2,2s2.2p.4p,3P,1,5,3
676,3147.4146,0.001,9300.0,C,2s2.2p.4p,1P,1,2s2.2p.5s,3P*,0,3,1
677,3160.319,0.017,2100.0,C,2s2.2p.4d,3D*,2,2s2.2p.6p,3D,3,5,7
678,3169.78128,0.0002,560.0,C,2s2.2p.3d,1D*,2,2s2.2p.4p,3D,3,5,7
679,3171.14,0.017,16000.0,C,2s2.2p.4d,3D*,3,2s2.2p.6p,3D,3,7,7
680,3178.706,0.0004,60000.0,C,2s2.2p.4p,3D,2,2s2.2p.4d,1F*,3,5,7
681,3179.31,0.015,2700.0,C,2s2.2p.4d,3D*,1,2s2.2p.6p,3D,2,3,5
682,3188.757,0.02,13000.0,C,2s2.2p.4d,3D*,1,2s2.2p.6p,3D,1,3,3
683,3197.523,0.015,12000.0,C,2s2.2p.4d,3D*,2,2s2.2p.6p,3D,2,5,5
684,3198.24037,0.00021,27000.0,C,2s2.2p.3d,3F*,2,2s2.2p.4p,3P,1,5,3
685,3203.63342,0.0002,2200.0,C,2s2.2p.3d,1D*,2,2s2.2p.4p,3D,2,5,5
686,3207.078,0.021,4400.0,C,2s2.2p.4d,3D*,2,2s2.2p.6p,3D,1,5,3
687,3208.6,0.015,2700.0,C,2s2.2p.4d,3D*,3,2s2.2p.6p,3D,2,7,5
688,3212.7501,0.0004,3500.0,C,2s2.2p.4p,3D,3,2s2.2p.4d,1F*,3,7,7
689,3223.08653,0.00023,3700.0,C,2s2.2p.3d,1D*,2,2s2.2p.4p,3D,1,5,3
690,3231.168,0.005,2000.0,C,2s2.2p.4p,3D,1,2s2.2p.5s,1P*,1,3,3
691,3250.958,0.005,130000.0,C,2s2.2p.4p,3D,2,2s2.2p.5s,1P*,1,5,3
692,3272.6544,0.0004,1400.0,C+,2s2.2p.4p,3D,1,2s2.2p.4d,3D*,2,3,5
693,3278.1058,0.0003,8200.0,B,2s2.2p.3d,3D*,1,2s2.2p.4p,3P,2,3,5
694,3281.2908,0.0003,12300.0,C+,2s2.2p.4p,3D,2,2s2.2p.4d,3D*,3,5,7
695,3291.9552,0.0009,630000.0,C+,2s2.2p.4p,3D,1,2s2.2p.4d,3D*,1,3,3
696,3292.9574,0.0004,670000.0,C+,2s2.2p.4p,3D,2,2s2.2p.4d,3D*,2,5,5
697,3293.3644,0.00018,149000.0,B,2s2.2p.3d,3D*,2,2s2.2p.4p,3P,2,5,5
698,3297.8288,0.0003,330000.0,B,2s2.2p.3d,3D*,1,2s2.2p.4p,3P,1,3,3
699,3304.9233,0.0001,1170000.0,B,2s2.2p.3d,3D*,3,2s2.2p.4p,3P,2,7,5
700,3312.4991,0.0009,310000.0,C+,2s2.2p.4p,3D,2,2s2.2p.4d,3D*,1,5,3
701,3313.272,0.00018,1200000.0,B,2s2.2p.3d,3D*,2,2s2.2p.4p,3P,1,5,3
702,3313.9558,0.0003,1460000.0,B,2s2.2p.3d,3D*,1,2s2.2p.4p,3P,0,3,1
703,3315.472,0.0016,1220000.0,B,2s2.2p.4p,3S,1,2s2.2p.4d,3P*,0,3,1
704,3317.5803,0.0003,1240000.0,C+,2s2.2p.4p,3D,3,2s2.2p.4d,3D*,3,7,7
705,3321.0995,0.0006,1310000.0,B,2s2.2p.4p,3S,1,2s2.2p.4d,3P*,1,3,3
706,3322.132,0.013,24000.0,C,2s2.2p.4d,3P*,2,2s2.2p.6p,3P,2,5,5
707,3323.7622,0.0004,5200.0,B,2s2.2p.4p,3D,1,2s2.2p.5s,3P*,2,3,5
708,3329.1641,0.0003,900.0,C,2s2.2p.4s,1P*,1,2s2.2p.4p,3P,2,3,5
709,3329.5067,0.0004,560000.0,C+,2s2.2p.4p,3D,3,2s2.2p.4d,3D*,2,7,5
710,3333.2627,0.0003,580000.0,B,2s2.2p.4s,3P*,0,2s2.2p.4p,3S,1,1,3
711,3333.322,0.016,13000.0,C,2s2.2p.4d,3P*,2,2s2.2p.6p,3P,1,5,3
712,3335.4907,0.0004,1520000.0,B,2s2.2p.4p,3S,1,2s2.2p.4d,3P*,2,3,5
713,3336.532,0.013,7800.0,C,2s2.2p.4d,3P*,1,2s2.2p.6p,3P,2,3,5
714,3344.7063,0.0003,710000.0,B,2s2.2p.4p,3D,2,2s2.2p.5s,3P*,2,5,5
715,3346.39451,0.00013,1570000.0,B,2s2.2p.4s,3P*,1,2s2.2p.4p,3S,1,3,3
716,3347.82,0.016,7700.0,C,2s2.2p.4d,3P*,1,2s2.2p.6p,3P,1,3,3
717,3349.5082,0.0003,9800.0,C,2s2.2p.4s,1P*,1,2s2.2p.4p,3P,1,3,3
718,3353.558,0.016,10000.0,C,2s2.2p.4d,3P*,0,2s2.2p.6p,3P,1,1,3
719,3366.1459,0.0003,150000.0,C,2s2.2p.4s,1P*,1,2s2.2p.4p,3P,0,3,1
720,3367.0151,0.0006,720000.0,B,2s2.2p.4p,3D,1,2s2.2p.5s,3P*,1,3,3
