,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Leading percentages,Reference,nQua
23,5g,2G,7/2,8.0,52.24114370425,9e-11, 100                    ,L3620c107,5
24,5g,2G,9/2,10.0,52.24114835134,9e-11, 100                    ,L3620c107,5
25,6p,2P*,1/2,2.0,52.90618204173,2.5e-10, 100                    ,L3620c107,6
26,6p,2P*,3/2,4.0,52.90620893763,2.5e-10, 100                    ,L3620c107,6
27,6s,2S,1/2,2.0,52.90618421270,2.5e-10, 100                    ,L3620c107,6
28,6d,2D,3/2,4.0,52.9062088920,5e-10, 100                    ,L3620c107,6
29,6d,2D,5/2,6.0,52.9062178567,5e-10, 100                    ,L3620c107,6
30,6f,2F*,5/2,6.0,52.9062178403,4e-10, 100                    ,L3620c107,6
31,6f,2F*,7/2,8.0,52.9062223225,4e-10, 100                    ,L3620c107,6
32,6g,2G,7/2,8.0,52.90622231393,1.1e-10, 100                    ,L3620c107,6
33,6g,2G,9/2,10.0,52.90622500324,1.1e-10, 100                    ,L3620c107,6
34,6h,2H*,9/2,10.0,52.906224997969,2.5e-11, 100                    ,L3620c107,6
35,6h,2H*,11/2,12.0,52.906226790830,2.5e-11, 100                    ,L3620c107,6
36,7p,2P*,1/2,2.0,53.30721871169,2.5e-10, 100                    ,L3620c107,7
37,7p,2P*,3/2,4.0,53.30723564892,2.5e-10, 100                    ,L3620c107,7
38,7s,2S,1/2,2.0,53.30722007927,1.2e-10, 100                    ,L3620c107,7
39,7d,2D,3/2,4.0,53.3072356200,4e-10, 100                    ,L3620c107,7
40,7d,2D,5/2,6.0,53.3072412654,4e-10, 100                    ,L3620c107,7
41,7f,2F*,5/2,6.0,53.30724125511,2.5e-10, 100                    ,L3620c107,7
42,7f,2F*,7/2,8.0,53.30724407774,2.5e-10, 100                    ,L3620c107,7
43,7g,2G,7/2,8.0,53.30724407226,1e-10, 100                    ,L3620c107,7
44,7g,2G,9/2,10.0,53.30724576581,1e-10, 100                    ,L3620c107,7
45,7h,2H*,9/2,10.0,53.30724576249,4e-11, 100                    ,L3620c107,7
46,7h,2H*,11/2,12.0,53.30724689152,4e-11, 100                    ,L3620c107,7
47,7i,2I,11/2,12.0,53.307246889249,9e-12, 100                    ,L3620c107,7
48,7i,2I,13/2,14.0,53.307247695697,9e-12, 100                    ,L3620c107,7
49,8p,2P*,1/2,2.0,53.56750569760,1.2e-10, 100                    ,L3620c107,8
50,8p,2P*,3/2,4.0,53.56751704426,1.2e-10, 100                    ,L3620c107,8
51,8s,2S,1/2,2.0,53.56750661409,1e-10, 100                    ,L3620c107,8
52,8d,2D,3/2,4.0,53.56751702477,2.5e-10, 100                    ,L3620c107,8
53,8d,2D,5/2,6.0,53.56752080666,2.5e-10, 100                    ,L3620c107,8
54,8f,2F*,5/2,6.0,53.56752079984,2.5e-10, 100                    ,L3620c107,8
55,8f,2F*,7/2,8.0,53.56752269073,2.5e-10, 100                    ,L3620c107,8
56,8g,2G,7/2,8.0,53.56752268714,7e-11, 100                    ,L3620c107,8
57,8g,2G,9/2,10.0,53.56752382168,7e-11, 100                    ,L3620c107,8
58,8h,2H*,9/2,10.0,53.56752381945,4e-11, 100                    ,L3620c107,8
59,8h,2H*,11/2,12.0,53.56752457582,4e-11, 100                    ,L3620c107,8
60,8i,2I,11/2,12.0,53.567524574295,1.2e-11, 100                    ,L3620c107,8
61,8i,2I,13/2,14.0,53.567525114556,1.2e-11, 100                    ,L3620c107,8
62,8k,2K*,13/2,14.0,53.567525113450,4e-12, 100                    ,L3620c107,8
63,8k,2K*,15/2,16.0,53.567525518642,4e-12, 100                    ,L3620c107,8
64,9p,2P*,1/2,2.0,53.74595691910,1.2e-10, 100                    ,L3620c107,9
65,9p,2P*,3/2,4.0,53.74596488806,1.2e-10, 100                    ,L3620c107,9
66,9s,2S,1/2,2.0,53.74595756283,7e-11, 100                    ,L3620c107,9
67,9d,2D,3/2,4.0,53.74596487442,1.2e-10, 100                    ,L3620c107,9
68,9d,2D,5/2,6.0,53.74596753054,1.2e-10, 100                    ,L3620c107,9
69,9f,2F*,5/2,6.0,53.74596752570,1.2e-10, 100                    ,L3620c107,9
70,9f,2F*,7/2,8.0,53.74596885382,1.2e-10, 100                    ,L3620c107,9
71,9g,2G,7/2,8.0,53.74596885124,6e-11, 100                    ,L3620c107,9
72,9g,2G,9/2,10.0,53.74596964808,6e-11, 100                    ,L3620c107,9
73,9h,2H*,9/2,10.0,53.745969646502,2.5e-11, 100                    ,L3620c107,9
74,9h,2H*,11/2,12.0,53.745970177725,2.5e-11, 100                    ,L3620c107,9
75,9i,2I,11/2,12.0,53.745970176660,1.2e-11, 100                    ,L3620c107,9
76,9i,2I,13/2,14.0,53.745970556089,1.2e-11, 100                    ,L3620c107,9
77,9k,2K*,13/2,14.0,53.745970555319,5e-12, 100                    ,L3620c107,9
78,9k,2K*,15/2,16.0,53.745970839898,5e-12, 100                    ,L3620c107,9
79,9l,2L,15/2,16.0,53.7459708393087,1.2e-12, 100                    ,L3620c107,9
80,9l,2L,17/2,18.0,53.7459710606478,1.2e-12, 100                    ,L3620c107,9
81,10p,2P*,1/2,2.0,53.87360163104,1.1e-10, 100                    ,L3620c107,10
82,10p,2P*,3/2,4.0,53.87360744048,1.1e-10, 100                    ,L3620c107,10
83,10s,2S,1/2,2.0,53.87360210042,5e-11, 100                    ,L3620c107,10
84,10d,2D,3/2,4.0,53.87360743049,1.2e-10, 100                    ,L3620c107,10
85,10d,2D,5/2,6.0,53.87360936687,1.2e-10, 100                    ,L3620c107,10
86,10f,2F*,5/2,6.0,53.87360936328,1.1e-10, 100                    ,L3620c107,10
87,10f,2F*,7/2,8.0,53.87361033143,1.1e-10, 100                    ,L3620c107,10
88,10g,2G,7/2,8.0,53.87361032957,5e-11, 100                    ,L3620c107,10
89,10g,2G,9/2,10.0,53.87361091046,5e-11, 100                    ,L3620c107,10
90,10h,2H*,9/2,10.0,53.873610909311,2.5e-11, 100                    ,L3620c107,10
91,10h,2H*,11/2,12.0,53.873611296575,2.5e-11, 100                    ,L3620c107,10
92,10i,2I,11/2,12.0,53.873611295793,1.1e-11, 100                    ,L3620c107,10
93,10i,2I,13/2,14.0,53.873611572405,1.1e-11, 100                    ,L3620c107,10
94,10k,2K*,13/2,14.0,53.873611571839,6e-12, 100                    ,L3620c107,10
95,10k,2K*,15/2,16.0,53.873611779297,6e-12, 100                    ,L3620c107,10
96,10l,2L,15/2,16.0,53.8736117788663,2.5e-12, 100                    ,L3620c107,10
97,10l,2L,17/2,18.0,53.8736119402230,2.5e-12, 100                    ,L3620c107,10
98,10m,2M*,17/2,18.0,53.8736119398848,9e-13, 100                    ,L3620c107,10
99,10m,2M*,19/2,20.0,53.8736120689698,9e-13, 100                    ,L3620c107,10
100,11p,2P*,1/2,2.0,53.96804403808,1e-10, 100                    ,L3620c107,11
101,11p,2P*,3/2,4.0,53.96804840279,1e-10, 100                    ,L3620c107,11
102,11s,2S,1/2,2.0,53.96804439076,4e-11, 100                    ,L3620c107,11
103,11d,2D,3/2,4.0,53.96804839527,1e-10, 100                    ,L3620c107,11
104,11d,2D,5/2,6.0,53.96804985006,1e-10, 100                    ,L3620c107,11
105,11f,2F*,5/2,6.0,53.96804984739,9e-11, 100                    ,L3620c107,11
106,11f,2F*,7/2,8.0,53.96805057478,9e-11, 100                    ,L3620c107,11
107,11g,2G,7/2,8.0,53.96805057338,4e-11, 100                    ,L3620c107,11
108,11g,2G,9/2,10.0,53.96805100982,4e-11, 100                    ,L3620c107,11
109,11h,2H*,9/2,10.0,53.968051008951,2.5e-11, 100                    ,L3620c107,11
110,11h,2H*,11/2,12.0,53.968051299905,2.5e-11, 100                    ,L3620c107,11
111,11i,2I,11/2,12.0,53.968051299317,1e-11, 100                    ,L3620c107,11
112,11i,2I,13/2,14.0,53.968051507140,1e-11, 100                    ,L3620c107,11
113,11k,2K*,13/2,14.0,53.968051506714,5e-12, 100                    ,L3620c107,11
114,11k,2K*,15/2,16.0,53.968051662581,5e-12, 100                    ,L3620c107,11
115,11l,2L,15/2,16.0,53.9680516622575,2.5e-12, 100                    ,L3620c107,11
116,11l,2L,17/2,18.0,53.9680517834868,2.5e-12, 100                    ,L3620c107,11
117,11m,2M*,17/2,18.0,53.9680517832331,1.2e-12, 100                    ,L3620c107,11
118,11m,2M*,19/2,20.0,53.9680518802160,1.2e-12, 100                    ,L3620c107,11
119,11n,2N,19/2,20.0,53.9680518800112,5e-13, 100                    ,L3620c107,11
120,11n,2N,21/2,22.0,53.9680519593612,5e-13, 100                    ,L3620c107,11
121,12p,2P*,1/2,2.0,54.03987507720,7e-11, 100                    ,L3620c107,12
122,12s,2S,1/2,2.0,54.039875348897,2.5e-11, 100                    ,L3620c107,12
123,12o,2O*,23/2,24.0,54.03988122939559,2.5e-13, 100                    ,L3620c107,12
124,13p,2P*,1/2,2.0,54.09577641197,6e-11, 100                    ,L3620c107,13
125,13s,2S,1/2,2.0,54.095776625674,2.5e-11, 100                    ,L3620c107,13
126,13q,2Q,25/2,26.0,54.09578128463417,1.4e-13, 100                    ,L3620c107,13
127,14p,2P*,1/2,2.0,54.14013233837,5e-11, 100                    ,L3620c107,14
128,14s,2S,1/2,2.0,54.140132509478,2.5e-11, 100                    ,L3620c107,14
129,14r,2R*,27/2,28.0,54.14013626289080,1.1e-13, 100                    ,L3620c107,14
130,15p,2P*,1/2,2.0,54.17591638602,4e-11, 100                    ,L3620c107,15
131,15s,2S,1/2,2.0,54.175916525159,1.2e-11, 100                    ,L3620c107,15
132,15t,2T,29/2,30.0,54.17591959316175,9e-14, 100                    ,L3620c107,15
133,16p,2P*,1/2,2.0,54.20520297069,4e-11, 100                    ,L3620c107,16
134,16s,2S,1/2,2.0,54.205203085328,1.2e-11, 100                    ,L3620c107,16
135,16u,2U*,31/2,32.0,54.20520562507030,7e-14, 100                    ,L3620c107,16
136,17p,2P*,1/2,2.0,54.229474948871,2.5e-11, 100                    ,L3620c107,17
137,17s,2S,1/2,2.0,54.229475044442,1.1e-11, 100                    ,L3620c107,17
138,17v,2V,33/2,34.0,54.22947717050277,6e-14, 100                    ,L3620c107,17
139,18p,2P*,1/2,2.0,54.249815082726,2.5e-11, 100                    ,L3620c107,18
140,18s,2S,1/2,2.0,54.249815163247,1e-11, 100                    ,L3620c107,18
141,18w,2W*,35/2,36.0,54.24981696077436,6e-14, 100                    ,L3620c107,18
142,19p,2P*,1/2,2.0,54.267028922051,2.5e-11, 100                    ,L3620c107,19
143,19s,2S,1/2,2.0,54.267028990523,7e-12, 100                    ,L3620c107,19
144,19x,2X,37/2,38.0,54.26703052384394,6e-14, 100                    ,L3620c107,19
145,20p,2P*,1/2,2.0,54.281725807260,2.5e-11, 100                    ,L3620c107,20
146,20s,2S,1/2,2.0,54.281725865954,7e-12, 100                    ,L3620c107,20
147,20y,2Y*,39/2,40.0,54.28172718439514,6e-14, 100                    ,L3620c107,20
148,Limit,NaN,NaN,NaN,54.417765486,2.5e-08,NaN,NaN,NaN
