,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Reference,nQua
137,1s.9f,3F*,4,9.0,24.4194250206772,9e-13,L8948,9
138,1s.9f,3F*,2,5.0,24.4194251143717,9e-13,L8948,9
139,1s.9f,1F*,3,7.0,24.4194252634467,9e-13,L8948,9
140,1s.9g,3G,4,9.0,24.41943648105410,2.5e-13,L8948,9
141,1s.9g,3G,5,11.0,24.41943653980575,2.5e-13,L8948,9
142,1s.9g,3G,3,7.0,24.41943659334250,2.5e-13,L8948,9
143,1s.9g,1G,4,9.0,24.41943662954452,2.5e-13,L8948,9
144,1s.9h,3H*,5,11.0,24.41943926060352,1.2e-13,L8948,9
145,1s.9h,3H*,6,13.0,24.41943929896249,1.2e-13,L8948,9
146,1s.9h,3H*,4,9.0,24.41943933377775,1.2e-13,L8948,9
147,1s.9h,1H*,5,11.0,24.41943935975852,1.2e-13,L8948,9
148,1s.9i,3I,6,13.0,24.41944015122678,1.2e-13,L8948,9
149,1s.9i,3I,7,15.0,24.41944017813147,1.2e-13,L8948,9
150,1s.9i,3I,5,11.0,24.41944020264687,1.2e-13,L8948,9
151,1s.9i,1I,6,13.0,24.41944022212417,1.2e-13,L8948,9
152,1s.9k,3K*,7,15.0,24.41944049736809,1.2e-13,L8948,9
153,1s.9k,3K*,8,17.0,24.41944051726346,1.2e-13,L8948,9
154,1s.9k,3K*,6,13.0,24.41944053548629,1.2e-13,L8948,9
155,1s.9k,1K*,7,15.0,24.41944055057566,1.2e-13,L8948,9
156,1s.9p,1P*,1,3.0,24.41988963744,9e-11,L8948,9
157,1s.10s,3S,1,3.0,24.44289372042,1.6e-10,L8948,1
158,1s.10s,1S,0,1.0,24.44746034222,1.2e-10,L8948,1
159,1s.10p,3P*,2,5.0,24.44947721493,9e-11,L8948,1
160,1s.10p,3P*,1,3.0,24.44947728263,9e-11,L8948,1
161,1s.10p,3P*,0,1.0,24.44947811498,9e-11,L8948,1
162,1s.10d,3D,3,7.0,24.451274135127,4e-12,L8948,1
163,1s.10d,3D,2,5.0,24.451274145530,4e-12,L8948,1
164,1s.10d,3D,1,3.0,24.451274291635,4e-12,L8948,1
165,1s.10d,1D,2,5.0,24.4512944275430,2.5e-12,L8948,1
166,1s.10f,3F*,3,7.0,24.4513393678505,4e-13,L8948,1
167,1s.10f,3F*,4,9.0,24.4513394043085,4e-13,L8948,1
168,1s.10f,3F*,2,5.0,24.4513394726070,4e-13,L8948,1
169,1s.10f,1F*,3,7.0,24.4513395841480,4e-13,L8948,1
170,1s.10g,3G,4,9.0,24.45134781888615,1.6e-13,L8948,1
171,1s.10g,3G,5,11.0,24.45134786170360,1.6e-13,L8948,1
172,1s.10g,3G,3,7.0,24.45134790073097,1.6e-13,L8948,1
173,1s.10g,1G,4,9.0,24.45134792713613,1.6e-13,L8948,1
174,1s.10h,3H*,5,11.0,24.45134986834879,1.2e-13,L8948,1
175,1s.10h,3H*,6,13.0,24.45134989631256,1.2e-13,L8948,1
176,1s.10h,3H*,4,9.0,24.45134992169262,1.2e-13,L8948,1
177,1s.10h,1H*,5,11.0,24.45134994063270,1.2e-13,L8948,1
178,1s.10i,3I,6,13.0,24.45135052860618,1.2e-13,L8948,1
179,1s.10i,3I,7,15.0,24.45135054821986,1.2e-13,L8948,1
180,1s.10i,3I,5,11.0,24.45135056609144,1.2e-13,L8948,1
181,1s.10i,1I,6,13.0,24.45135058029048,1.2e-13,L8948,1
182,1s.10k,3K*,7,15.0,24.45135078680538,1.2e-13,L8948,1
183,1s.10k,3K*,8,17.0,24.45135080130905,1.2e-13,L8948,1
184,1s.10k,3K*,6,13.0,24.45135081459346,1.2e-13,L8948,1
185,1s.10k,1K*,7,15.0,24.45135082559359,1.2e-13,L8948,1
186,1s.10p,1P*,1,3.0,24.45167878250,9e-11,L8948,1
187,1s.11p,1P*,1,3.0,24.475209,3e-06,L366,1
188,1s.12p,1P*,1,3.0,24.493108,3e-06,L366,1
189,1s.13p,1P*,1,3.0,24.507043,3e-06,L366,1
190,1s.14p,1P*,1,3.0,24.518101,3e-06,L366,1
191,1s.15p,1P*,1,3.0,24.527024,3e-06,L366,1
192,2s.2p,3P*,"0,1,2",9.0, 58.311,0.006,L1368,2
193,2p2,3P,"0,1,2",9.0, 59.67378,0.00015,L1341,2
194,2p.3p,3D,"1,2,3",15.0, 63.120,0.006,L1368,3
195,2p.3d,3D*,"1,2,3",15.0, 63.78658,0.00015,L1368,3
196,2p.3d,3P*,"0,1,2",9.0, 64.0719,0.0006,L1368,3
197,Limit,NaN,NaN,NaN,24.587389011,2.5e-08,NaN,NaN
