,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Reference,nQua
355,2s.2p3.(5S*).11p,4P,1/2,2.0, 20.2093,,,11
356,2s.2p3.(5S*).11p,4P,5/2,6.0, 20.2093,,,11
357,2s.2p3.(5S*).12p,4P,1/2,2.0, 20.2296,,,12
358,2s.2p3.(5S*).12p,4P,5/2,6.0, 20.2296,,,12
359,2s.2p3.(5S*).12p,4P,3/2,4.0, 20.2296,,,12
360,2s.2p3.(5S*).13p,4P,1/2,2.0, 20.2464,,,13
361,2s.2p3.(5S*).13p,4P,5/2,6.0, 20.2464,,,13
362,2s.2p3.(5S*).13p,4P,3/2,4.0, 20.2464,,,13
363,2s.2p3.(5S*).14p,4P,1/2,2.0, 20.2589,,,14
364,2s.2p3.(5S*).14p,4P,5/2,6.0, 20.2589,,,14
365,2s.2p3.(5S*).14p,4P,3/2,4.0, 20.2589,,,14
366,Limit,NaN,NaN,NaN,14.53413,4e-05,NaN,NaN
