,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Lande,Leading percentages,Reference,nQua
102,3d6.(3P1).4s,c 2P,1/2,2.0,6.7030021,9e-07,,  62                                  :    37  3d6.(3P2).4s            2P    ,"L18349,L18361c138",4
103,3d6.(3P1).4s,c 2P,3/2,4.0,6.8070159,4e-07,,  61                                  :    38  3d6.(3P2).4s            2P    ,"L18349,L18361c138",4
104,3d5.4s2,b 4G,11/2,12.0,6.72393597,2.5e-07,,  98  3d5.4s2 4G                      :     2  3d5.(4G).4p2            4G    ,"L18349,L18361c138",4
105,3d5.4s2,b 4G,9/2,10.0,6.72907574,2.5e-07,,  98                                  :     2  3d5.(4G).4p2            4G    ,"L18349,L18361c138",4
106,3d5.4s2,b 4G,5/2,6.0,6.72932284,2.5e-07,,  97                                  :     2  3d5.(4G).4p2            4G    ,"L18349,L18361c138",4
107,3d5.4s2,b 4G,7/2,8.0,6.7302635,2.5e-07,,  98                                  :     2  3d5.(4G).4p2            4G    ,"L18349,L18361c138",4
108,3d6.(3F1).4s,d 2F,5/2,6.0,6.80308,4e-07,,  79                                  :    20  3d6.(3F2).4s            2F    ,"L18349,L18361c138",4
109,3d6.(3F1).4s,d 2F,7/2,8.0,6.8072583,4e-07,,  78                                  :    21  3d6.(3F2).4s            2F    ,"L18349,L18361c138",4
110,3d5.4s2,d 4P,5/2,6.0,7.11806748,2.5e-07,,  91                                  :     6  3d5.4s2                 4D    ,"L18349,L18361c138",4
111,3d5.4s2,d 4P,3/2,4.0,7.12826481,2.5e-07,,  93                                  :     5  3d5.4s2                 4D    ,"L18349,L18361c138",4
112,3d5.4s2,d 4P,1/2,2.0,7.1388229,4e-07,,  96                                  :     2  3d5.(4P).4p2            4P    ,"L18349,L18361c138",4
113,3d6.(1G1).4s,d 2G,9/2,10.0,7.2693948,6e-07,,  65                                  :    34  3d6.(1G2).4s            2G    ,"L18349,L18361c138",4
114,3d6.(1G1).4s,d 2G,7/2,8.0,7.2736817,5e-07,,  65                                  :    34  3d6.(1G2).4s            2G    ,"L18349,L18361c138",4
115,3d6.(3P2).4p,z 4S*,3/2,4.0,7.3973238,4e-07,1.89,  41                                  :    21  3d6.(3P2).4p            4P*   ,"L18349,L18361c138",4
116,3d5.4s2,c 4D,7/2,8.0,7.4725712,4e-07,,  97                                  :     2  3d5.(4D).4p2            4D    ,"L18349,L18361c138",4
117,3d5.4s2,c 4D,1/2,2.0,7.4867075,4e-07,,  96                                  :     2  3d5.(4D).4p2            4D    ,"L18349,L18361c138",4
118,3d5.4s2,c 4D,3/2,4.0,7.4937341,4e-07,,  93                                  :     5  3d5.4s2                 4P    ,"L18349,L18361c138",4
119,3d5.4s2,c 4D,5/2,6.0,7.4942595,4e-07,,  92                                  :     6  3d5.4s2                 4P    ,"L18349,L18361c138",4
120,3d6.(3P2).4p,y 4P*,5/2,6.0,7.4889348,4e-07,1.58,  46                                  :    37  3d6.(3P1).4p            4P*   ,"L18349,L18361c138",4
121,3d6.(3P2).4p,y 4P*,1/2,2.0,7.5674109,4e-07,2.613,  52                                  :    42  3d6.(3P1).4p            4P*   ,"L18349,L18361c138",4
122,3d6.(3P2).4p,y 4P*,3/2,4.0,7.6042922,4e-07,1.74,  25  3d6.(3P2).4p 4S*                :    23  3d6.(3P2).4p            4P*   ,"L18349,L18361c138",4
123,3d6.(3H).4p,z 4G*,11/2,12.0,7.5165973,4e-07,1.24,  68                                  :    23  3d6.(3F2).4p            4G*   ,"L18349,L18361c138",4
124,3d6.(3H).4p,z 4G*,9/2,10.0,7.5391368,4e-07,1.155,  57                                  :    29  3d6.(3F2).4p            4G*   ,"L18349,L18361c138",4
125,3d6.(3H).4p,z 4G*,7/2,8.0,7.5576776,4e-07,0.969,  53                                  :    34  3d6.(3F2).4p            4G*   ,"L18349,L18361c138",4
126,3d6.(3H).4p,z 4G*,5/2,6.0,7.5682105,4e-07,0.799,  31                                  :    23  3d6.(3F2).4p            4G*   ,"L18349,L18361c138",4
127,3d6.(3H).4p,z 4H*,13/2,14.0,7.5428961,4e-07,,  51                                  :    37  3d6.(3H).4p             4I*   ,"L18349,L18361c138",4
128,3d6.(3H).4p,z 4H*,11/2,12.0,7.549101,4e-07,,  47                                  :    40  3d6.(3H).4p             4I*   ,"L18349,L18361c138",4
129,3d6.(3H).4p,z 4H*,9/2,10.0,7.5617273,4e-07,,  51                                  :    34  3d6.(3H).4p             4I*   ,"L18349,L18361c138",4
130,3d6.(3H).4p,z 4H*,7/2,8.0,7.5824802,4e-07,0.72,  72                                  :     9  3d6.(3H).4p             2G*   ,"L18349,L18361c138",4
131,3d6.(3P2).4p,z 2D*,5/2,6.0,7.574617,4e-07,1.01,  26                                  :    21  3d6.(3H).4p             4G*   ,"L18349,L18361c138",4
132,3d6.(3P2).4p,z 2D*,3/2,4.0,7.7025932,4e-07,1.019,  33                                  :    22  3d6.(3P1).4p            2D*   ,"L18349,L18361c138",4
133,3d6.(3H).4p,z 4I*,15/2,16.0,7.6061288,4e-07,, 100                                                                         ,"L18349,L18361c138",4
134,3d6.(3H).4p,z 4I*,9/2,10.0,7.6265941,4e-07,,  61                                  :    26  3d6.(3H).4p             4H*   ,"L18349,L18361c138",4
135,3d6.(3H).4p,z 4I*,13/2,14.0,7.6284514,4e-07,,  52                                  :    39  3d6.(3H).4p             4H*   ,"L18349,L18361c138",4
136,3d6.(3H).4p,z 4I*,11/2,12.0,7.6358402,4e-07,,  54                                  :    39  3d6.(3H).4p             4H*   ,"L18349,L18361c138",4
137,3d6.(3P2).4p,y 4D*,7/2,8.0,7.6530572,4e-07,1.411,  55                                  :    33  3d6.(3P1).4p            4D*   ,"L18349,L18361c138",4
138,3d6.(3P2).4p,y 4D*,5/2,6.0,7.7725538,4e-07,1.349,  46                                  :    27  3d6.(3P1).4p            4D*   ,"L18349,L18361c138",4
139,3d6.(3P2).4p,y 4D*,1/2,2.0,7.789812,4e-07,,  60                                  :    33  3d6.(3P1).4p            4D*   ,"L18349,L18361c138",4
140,3d6.(3P2).4p,y 4D*,3/2,4.0,7.8063198,4e-07,1.14,  43                                  :    25  3d6.(3P1).4p            4D*   ,"L18349,L18361c138",4
141,3d5.(6S).4s.4p.(3P*),y 6P*,3/2,4.0,7.6839121,4e-07,,  48  3d5.4s.(5S).4p 6P*              :    47  3d5.4s.(7S).4p          6P*   ,"L18349,L18361c138",4
142,3d5.(6S).4s.4p.(3P*),y 6P*,5/2,6.0,7.6931007,4e-07,,  49  3d5.4s.(7S).4p 6P*              :    48  3d5.4s.(5S).4p          6P*   ,"L18349,L18361c138",4
143,3d5.(6S).4s.4p.(3P*),y 6P*,7/2,8.0,7.708299,4e-07,1.68,  49  3d5.4s.(7S).4p 6P*              :    45  3d5.4s.(5S).4p          6P*   ,"L18349,L18361c138",4
144,3d6.(3F2).4p,y 4F*,7/2,8.0,7.6951447,4e-07,1.198,  37                                  :    12  3d6.(3F1).4p            4F*   ,"L18349,L18361c138",4
145,3d6.(3F2).4p,y 4F*,5/2,6.0,7.7058106,4e-07,1.025,  59                                  :    19  3d6.(3F1).4p            4F*   ,"L18349,L18361c138",4
146,3d6.(3F2).4p,y 4F*,9/2,10.0,7.7066254,4e-07,1.33,  63                                  :    21  3d6.(3F1).4p            4F*   ,"L18349,L18361c138",4
147,3d6.(3F2).4p,y 4F*,3/2,4.0,7.7173363,4e-07,0.43,  66                                  :    20  3d6.(3F1).4p            4F*   ,"L18349,L18361c138",4
148,3d6.(3H).4p,z 2G*,9/2,10.0,7.6973256,4e-07,1.097,  64                                  :    14  3d6.(3G).4p             2G*   ,"L18349,L18361c138",4
149,3d6.(3H).4p,z 2G*,7/2,8.0,7.7269984,4e-07,,  47                                  :    15  3d6.(3F2).4p            4F*   ,"L18349,L18361c138",4
150,3d6.(3H).4p,z 2I*,13/2,14.0,7.7233696,4e-07,1.069,  88                                  :    10  3d6.(3H).4p             4I*   ,"L18349,L18361c138",4
151,3d6.(3H).4p,z 2I*,11/2,12.0,7.7691291,4e-07,0.91,  92                                  :     4  3d6.(3H).4p             4I*   ,"L18349,L18361c138",4
152,3d6.(3F2).4p,x 4D*,7/2,8.0,7.8041909,4e-07,1.385,  59                                  :    14  3d6.(3F1).4p            4D*   ,"L18349,L18361c138",4
153,3d6.(3F2).4p,x 4D*,5/2,6.0,7.8448498,4e-07,1.351,  66                                  :    14  3d6.(3F1).4p            4D*   ,"L18349,L18361c138",4
154,3d6.(3F2).4p,x 4D*,3/2,4.0,7.8686738,4e-07,1.21,  71                                  :    15  3d6.(3F1).4p            4D*   ,"L18349,L18361c138",4
155,3d6.(3F2).4p,x 4D*,1/2,2.0,7.8803734,4e-07,0.013,  72                                  :    15  3d6.(3F1).4p            4D*   ,"L18349,L18361c138",4
156,3d6.(3F2).4p,y 4G*,11/2,12.0,7.919655,4e-07,1.24,  52                                  :    26  3d6.(3H).4p             4G*   ,"L18349,L18361c138",4
157,3d6.(3F2).4p,y 4G*,9/2,10.0,7.9286411,4e-07,1.15,  42                                  :    29  3d6.(3H).4p             4G*   ,"L18349,L18361c138",4
158,3d6.(3F2).4p,y 4G*,7/2,8.0,7.9400585,4e-07,0.975,  39                                  :    33  3d6.(3H).4p             4G*   ,"L18349,L18361c138",4
159,3d6.(3F2).4p,y 4G*,5/2,6.0,7.9458259,4e-07,0.617,  37  3d6.(3H).4p 4G*                 :    35  3d6.(3F2).4p            4G*   ,"L18349,L18361c138",4
160,3d6.(3F2).4p,z 2F*,7/2,8.0,7.9704921,4e-07,1.135,  41                                  :    17  3d6.(3F1).4p            2F*   ,"L18349,L18361c138",4
161,3d6.(3F2).4p,z 2F*,5/2,6.0,7.9877322,4e-07,0.82,  45                                  :    18  3d6.(3F1).4p            2F*   ,"L18349,L18361c138",4
162,3d6.(3P2).4p,z 2P*,1/2,2.0,8.0349812,4e-07,,  47                                  :    32  3d6.(3P1).4p            2P*   ,"L18349,L18361c138",4
163,3d6.(3P2).4p,z 2P*,3/2,4.0,8.0384001,4e-07,1.329,  54                                  :    34  3d6.(3P1).4p            2P*   ,"L18349,L18361c138",4
164,3d6.(3F2).4p,y 2G*,9/2,10.0,8.0381375,4e-07,1.101,  62                                  :    16  3d6.(3F1).4p            2G*   ,"L18349,L18361c138",4
165,3d6.(3F2).4p,y 2G*,7/2,8.0,8.0725728,4e-07,0.896,  64                                  :    15  3d6.(3F1).4p            2G*   ,"L18349,L18361c138",4
166,3d6.(3H).4p,z 2H*,11/2,12.0,8.1040544,4e-07,1.066,  60                                  :    22  3d6.(3G).4p             2H*   ,"L18349,L18361c138",4
167,3d6.(3H).4p,z 2H*,9/2,10.0,8.1279417,4e-07,0.913,  63                                  :    22  3d6.(3G).4p             2H*   ,"L18349,L18361c138",4
168,3d6.(3G).4p,x 4G*,11/2,12.0,8.1308918,4e-07,,  83                                  :     7  3d6.(3G).4p             2H*   ,"L18349,L18361c138",4
169,3d6.(3G).4p,x 4G*,9/2,10.0,8.1452725,4e-07,,  55                                  :    32  3d6.(3G).4p             4F*   ,"L18349,L18361c138",4
170,3d6.(3G).4p,x 4G*,7/2,8.0,8.1744466,4e-07,1.0,  76                                  :    11  3d6.(3G).4p             4F*   ,"L18349,L18361c138",4
171,3d6.(3G).4p,x 4G*,5/2,6.0,8.1926616,4e-07,0.62,  83                                  :     4  3d6.(3F2).4p            4G*   ,"L18349,L18361c138",4
172,3d6.(3G).4p,x 4F*,9/2,10.0,8.184541,4e-07,,  52                                  :    34  3d6.(3G).4p             4G*   ,"L18349,L18361c138",4
173,3d6.(3G).4p,x 4F*,7/2,8.0,8.2297382,4e-07,1.21,  71                                  :    13  3d6.(3G).4p             4G*   ,"L18349,L18361c138",4
174,3d6.(3G).4p,x 4F*,5/2,6.0,8.2477153,4e-07,1.02,  62                                  :    13  3d6.(3F2).4p            2D*   ,"L18349,L18361c138",4
175,3d6.(3G).4p,x 4F*,3/2,4.0,8.2589171,4e-07,,  62                                  :    17  3d6.(3F2).4p            2D*   ,"L18349,L18361c138",4
176,3d6.(3P2).4p,z 2S*,1/2,2.0,8.2137854,4e-07,,  58                                  :    31  3d6.(3P1).4p            2S*   ,"L18349,L18361c138",4
177,3d6.(3G).4p,y 4H*,13/2,14.0,8.2340029,4e-07,,  90                                  :     8  3d6.(3H).4p             4H*   ,"L18349,L18361c138",4
178,3d6.(3G).4p,y 4H*,11/2,12.0,8.240429,4e-07,1.13,  77                                  :     7  3d6.(3H).4p             2H*   ,"L18349,L18361c138",4
179,3d6.(3G).4p,y 4H*,9/2,10.0,8.255989,4e-07,0.959,  83                                  :     8  3d6.(3H).4p             4H*   ,"L18349,L18361c138",4
180,3d6.(3G).4p,y 4H*,7/2,8.0,8.2663161,4e-07,0.69,  86                                  :    10  3d6.(3H).4p             4H*   ,"L18349,L18361c138",4
181,3d6.(3F2).4p,y 2D*,5/2,6.0,8.307007,4e-07,1.16,  59                                  :    15  3d6.(3G).4p             4F*   ,"L18349,L18361c138",4
182,3d6.(3F2).4p,y 2D*,3/2,4.0,8.3408923,4e-07,0.719,  54                                  :    19  3d6.(3G).4p             4F*   ,"L18349,L18361c138",4
