,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Lande,Leading percentages,Reference,nQua
510,3d6.(5D<2>).4f,2[5]*,11/2,12.0,12.8560572,5e-07,,  60  3d6.(5D).4f 6H*                 :    19  3d6.(5D).4f             4H*   ,"L18349,L18361c138",4
511,3d6.(5D).5d,4F,9/2,10.0,12.8550633,5e-07,,  58                                  :    28  3d6.(3H).4d             4F    ,"L18349,L18361c138",5
512,3d6.(5D).5d,4F,7/2,8.0,12.871364,5e-07,,  42  3d6.(3H).4d 4F                  :    27  3d6.(5D).5d             4F    ,"L18349,L18361c138",5
513,3d6.(5D).5d,4F,5/2,6.0,12.8973225,5e-07,,  29  3d6.(3H).4d 4F                  :    23  3d6.(3H).4d             2F    ,"L18349,L18361c138",5
514,3d6.(5D).5d,4F,3/2,4.0,13.2472961,5e-07,,  33  3d6.(3G).4d 4F                  :    14  3d6.(3H).4d             4F    ,"L18349,L18361c138",5
515,3d6.(5D<2>).4f,2[4]*,9/2,10.0,12.8573818,5e-07,,  40  3d6.(5D).4f 6H*                 :    20  3d6.(5D).4f             4G*   ,"L18349,L18361c138",4
516,3d6.(5D<2>).4f,2[4]*,7/2,8.0,12.8586008,5e-07,,  40  3d6.(5D).4f 4D*                 :    26  3d6.(5D).4f             4F*   ,"L18349,L18361c138",4
517,3d6.(5D<1>).4f,2[2]*,5/2,6.0,12.8767266,5e-07,,  31  3d6.(5D).4f 6D*                 :    24  3d6.(5D).4f             6P*   ,"L18349,L18361c138",4
518,3d6.(5D<1>).4f,2[2]*,3/2,4.0,12.8781204,5e-07,,  37  3d6.(5D).4f 4D*                 :    30  3d6.(5D).4f             4P*   ,"L18349,L18361c138",4
519,3d6.(5D<1>).4f,2[4]*,9/2,10.0,12.8787396,5e-07,,  46  3d6.(5D).4f 6H*                 :    29  3d6.(5D).4f             4H*   ,"L18349,L18361c138",4
520,3d6.(5D<1>).4f,2[4]*,7/2,8.0,12.8798182,5e-07,,  37  3d6.(5D).4f 6H*                 :    31  3d6.(5D).4f             4H*   ,"L18349,L18361c138",4
521,3d6.(3H).4d,4I,15/2,16.0,12.8792764,5e-07,,  70                                  :    21  3d6.(3H).4d             2K    ,"L18349,L18361c138",4
522,3d6.(3H).4d,4I,13/2,14.0,12.902374,5e-07,,  66                                  :    24  3d6.(3H).4d             4K    ,"L18349,L18361c138",4
523,3d6.(3H).4d,4I,11/2,12.0,12.9159652,5e-07,,  65                                  :    28  3d6.(3H).4d             4K    ,"L18349,L18361c138",4
524,3d6.(3H).4d,4I,9/2,10.0,12.918222,5e-07,,  89                                  :     3  3d6.(3H).4d             4H    ,"L18349,L18361c138",4
525,3d6.(5D).5d,6F,11/2,12.0,12.8864963,5e-07,,  94                                  :     6  3d6.(5D).5d             6G    ,"L18349,L18361c138",5
526,3d6.(5D).5d,6F,9/2,10.0,12.8882321,5e-07,,  51                                  :    47  3d6.(5D).5d             6D    ,"L18349,L18361c138",5
527,3d6.(5D).5d,6F,7/2,8.0,12.9415873,5e-07,,  39                                  :    35  3d6.(5D).5d             6P    ,"L18349,L18361c138",5
528,3d6.(5D).5d,6F,5/2,6.0,12.9472309,5e-07,,  16                                  :    16  3d6.(5D).5d             6P    ,"L18349,L18361c138",5
529,3d6.(5D).5d,6F,3/2,4.0,12.9725199,5e-07,,  48                                  :    25  3d6.(5D).5d             6P    ,"L18349,L18361c138",5
530,3d5.(4P).4s.4p.(3P*),2S*,1/2,2.0,12.890334,1.4e-06,,  91  3d5.(4P).4s.(3P).4p 2S*         :     2  3d6.(3P1).4p            2S*   ,"L18349,L18361c138",4
531,3d6.(5D<1>).4f,2[3]*,7/2,8.0,12.8906141,5e-07,,  35  3d6.(5D).4f 6H*                 :    33  3d6.(5D).4f             4H*   ,"L18349,L18361c138",4
532,3d6.(5D<1>).4f,2[3]*,5/2,6.0,12.892869,5e-07,,  87  3d6.(5D).4f 6H*                 :     5  3d6.(5D).4f             4P*   ,"L18349,L18361c138",4
533,3d6.(5D).5d,6P,7/2,8.0,12.8944571,5e-07,,  49  3d6.(5D).5d 6D                  :    24  3d6.(5D).5d             6F    ,"L18349,L18361c138",5
534,3d6.(5D).5d,6P,5/2,6.0,12.909265,5e-07,,  37  3d6.(5D).5d 6D                  :    26  3d6.(5D).5d             6P    ,"L18349,L18361c138",5
535,3d6.(5D).5d,6P,3/2,4.0,13.0013649,5e-07,,  48  3d6.(5D).5d 6D                  :    23  3d6.(5D).5d             6P    ,"L18349,L18361c138",5
536,3d6.(5D<0>).4f,2[3]*,7/2,8.0,12.8972034,5e-07,,  39  3d6.(5D).4f 6P*                 :    19  3d6.(5D).4f             6D*   ,"L18349,L18361c138",4
537,3d6.(5D<0>).4f,2[3]*,5/2,6.0,12.9001119,5e-07,,  54  3d6.(5D).4f 4P*                 :    26  3d6.(5D).4f             4D*   ,"L18349,L18361c138",4
538,3d6.(3H).4d,2K,15/2,16.0,12.9092025,5e-07,,  73                                  :    16  3d6.(3H).4d             4K    ,"L18349,L18361c138",4
539,3d6.(3H).4d,2K,13/2,14.0,12.9334579,5e-07,,  72                                  :    18  3d6.(3H).4d             2I    ,"L18349,L18361c138",4
540,3d6.(3H).4d,4F,3/2,4.0,12.917837,5e-07,,  51  3d6.(3H).4d 4F                  :    28  3d6.(5D).5d             4F    ,"L18349,L18361c138",4
541,3d6.(3H).4d,4F,5/2,6.0,12.9572238,5e-07,,  32  3d6.(5D).5d 6F                  :    16  3d6.(5D).5d             6P    ,"L18349,L18361c138",4
542,3d6.(3H).4d,4F,7/2,8.0,13.045693,5e-07,,  34  3d6.(3F2).4d 4D                 :    17  3d6.(3F2).4d            4F    ,"L18349,L18361c138",4
543,3d6.(3H).4d,4F,9/2,10.0,13.2318648,5e-07,,  21  3d6.(3G).4d 4F                  :    15  3d6.(3H).4d             2H    ,"L18349,L18361c138",4
544,3d6.(3H).4d,2F,5/2,6.0,12.920346,5e-07,,  14  3d6.(5D).5d 4F                  :    13  3d6.(3H).4d             2F    ,"L18349,L18361c138",4
545,3d6.(3H).4d,2F,7/2,8.0,12.9540682,5e-07,,  14                                  :    12  3d6.(3P2).4d            2F    ,"L18349,L18361c138",4
546,3d6.(5D).5d,6G,13/2,14.0,12.9398343,5e-07,, 100                                                                         ,"L18349,L18361c138",5
547,3d6.(5D).5d,6G,11/2,12.0,12.9679155,5e-07,,  61                                  :    36  3d6.(5D).5d             4G    ,"L18349,L18361c138",5
548,3d6.(5D).5d,6G,9/2,10.0,13.0020396,5e-07,,  55                                  :    16  3d6.(5D).5d             4G    ,"L18349,L18361c138",5
549,3d6.(5D).5d,6G,7/2,8.0,13.0264775,5e-07,,  80                                  :     9  3d6.(5D).5d             4G    ,"L18349,L18361c138",5
550,3d6.(5D).5d,6G,5/2,6.0,13.0438578,5e-07,,  88                                  :     5  3d6.(5D).5d             6F    ,"L18349,L18361c138",5
551,3d6.(5D).5d,6G,3/2,4.0,13.0541176,5e-07,,  89                                  :     2  3d6.(5D).5d             6F    ,"L18349,L18361c138",5
552,3d6.(5D).5d,6D,9/2,10.0,12.9453973,5e-07,,  50                                  :    40  3d6.(5D).5d             6F    ,"L18349,L18361c138",5
553,3d6.(5D).5d,6D,3/2,4.0,12.9673497,5e-07,,  48                                  :    24  3d6.(5D).5d             6P    ,"L18349,L18361c138",5
554,3d6.(5D).5d,6D,7/2,8.0,12.9818165,5e-07,,  35  3d6.(5D).5d 4D                  :    28  3d6.(5D).5d             6D    ,"L18349,L18361c138",5
555,3d6.(5D).5d,6D,1/2,2.0,12.9882304,5e-07,,  55  3d6.(5D).5d 6F                  :    42  3d6.(5D).5d             6D    ,"L18349,L18361c138",5
556,3d6.(5D).5d,6D,5/2,6.0,12.9970358,5e-07,,  42                                  :    15  3d6.(5D).5d             6P    ,"L18349,L18361c138",5
557,3d5.(2D3).4s.4p.(3P*),4F*,3/2,4.0,12.9570132,5e-07,,  40  3d5.(2D3).4s.(3D).4p 4F*        :    35  3d5.(2F1).4s.(3F).4p    4F*   ,"L18349,L18361c138",4
558,3d5.(2D3).4s.4p.(3P*),4F*,9/2,10.0,13.068899,4e-06,,  40  3d5.(2D3).4s.(3D).4p 4F*        :    35  3d5.(2F1).4s.(3F).4p    4F*   ,"L18349,L18361c138",4
559,3d6.(3H).4d,2I,13/2,14.0,12.971513,5e-07,,  77                                  :    18  3d6.(3H).4d             2K    ,"L18349,L18361c138",4
560,3d6.(3H).4d,2I,11/2,12.0,12.9892615,5e-07,,  80                                  :     8  3d6.(3F2).4d            4G    ,"L18349,L18361c138",4
561,3d5.(2I).4s.4p.(3P*),4H*,13/2,14.0,12.9760803,5e-07,,  89  3d5.4s.(3I).4p 4H*                                                     ,"L18349,L18361c138",4
562,3d5.(2I).4s.4p.(3P*),4H*,11/2,12.0,12.9956148,9e-07,,  87  3d5.4s.(3I).4p 4H*                                                     ,"L18349,L18361c138",4
563,3d5.(2I).4s.4p.(3P*),4H*,9/2,10.0,13.0106179,2.5e-06,,  87  3d5.4s.(3I).4p 4H*                                                     ,"L18349,L18361c138",4
564,3d5.(2I).4s.4p.(3P*),4H*,7/2,8.0,13.021879,5e-07,,  88  3d5.4s.(3I).4p 4H*              :     4  3d5.(2G2).4s.(3G).4p    4H*   ,"L18349,L18361c138",4
565,3d6.(3P2).4d,2P,1/2,2.0,12.9856663,5e-07,,  36                                  :    21  3d6.(3P1).4d            2P    ,"L18349,L18361c138",4
566,3d6.(3P2).4d,2P,3/2,4.0,13.0576934,5e-07,,  47  3d6.(3F2).4d 4D                 :    12  3d6.(3F1).4d            4D    ,"L18349,L18361c138",4
567,3d6.(3F2).4d,4P,5/2,6.0,12.985988,5e-07,,  23  3d6.(5D).5d 4D                  :    23  3d6.(5D).5d             4P    ,"L18349,L18361c138",4
568,3d6.(3F2).4d,4P,3/2,4.0,12.9985021,5e-07,,  34  3d6.(5D).5d 4P                  :    19  3d6.(5D).5d             4D    ,"L18349,L18361c138",4
569,3d6.(3F2).4d,4P,1/2,2.0,13.0290363,5e-07,,  40  3d6.(5D).5d 4P                  :    30  3d6.(5D).5d             4D    ,"L18349,L18361c138",4
570,3d6.(3H).4d,2G,9/2,10.0,12.9944385,5e-07,,  64                                  :     9  3d6.(3F2).4d            2G    ,"L18349,L18361c138",4
571,3d6.(3H).4d,2G,7/2,8.0,13.0335915,5e-07,,  48                                  :     8  3d6.(3F2).4d            4G    ,"L18349,L18361c138",4
572,3d6.(5D).5d,4G,11/2,12.0,13.0014086,5e-07,,  63                                  :    33  3d6.(5D).5d             6G    ,"L18349,L18361c138",5
573,3d6.(5D).5d,4G,9/2,10.0,13.0445113,5e-07,,  73                                  :    14  3d6.(5D).5d             6G    ,"L18349,L18361c138",5
574,3d6.(5D).5d,4G,7/2,8.0,13.0740788,5e-07,,  86                                  :     7  3d6.(5D).5d             6G    ,"L18349,L18361c138",5
575,3d6.(5D).5d,4G,5/2,6.0,13.0965456,5e-07,,  94                                  :     3  3d6.(5D).5d             6G    ,"L18349,L18361c138",5
576,3d6.(5D).5d,4D,7/2,8.0,13.0026236,5e-07,,  50                                  :    18  3d6.(5D).5d             6D    ,"L18349,L18361c138",5
577,3d6.(5D).5d,4D,5/2,6.0,13.0341827,5e-07,,  42                                  :    15  3d6.(3F2).4d            4D    ,"L18349,L18361c138",5
578,3d6.(5D).5d,4D,3/2,4.0,13.0468933,5e-07,,  60                                  :     8  3d6.(5D).5d             4S    ,"L18349,L18361c138",5
579,3d6.(3F2).4d,4F,9/2,10.0,13.0079946,5e-07,,  35  3d6.(3F2).4d 4F                 :    18  3d6.(5D).5d             6G    ,"L18349,L18361c138",4
580,3d6.(3F2).4d,4F,3/2,4.0,13.0825823,5e-07,,  20  3d6.(3F2).4d 4F                 :    10  3d6.(3F2).4d            4D    ,"L18349,L18361c138",4
581,3d6.(3F2).4d,4F,7/2,8.0,13.2374489,5e-07,,  39  3d6.(3F2).4d 2G                 :    13  3d6.(3G).4d             4F    ,"L18349,L18361c138",4
582,3d6.(3F2).4d,4F,5/2,6.0,13.2497908,5e-07,,  28  3d6.(3G).4d 4F                  :    15  3d6.(3H).4d             4F    ,"L18349,L18361c138",4
583,3d6.(3F2).4d,4D,7/2,8.0,13.0175819,5e-07,,  31                                  :    25  3d6.(3H).4d             2G    ,"L18349,L18361c138",4
584,3d6.(3F2).4d,4D,5/2,6.0,13.0653835,5e-07,,  30  3d6.(3F2).4d 4G                 :    24  3d6.(3F2).4d            4D    ,"L18349,L18361c138",4
585,3d6.(3F2).4d,4D,3/2,4.0,13.0754025,5e-07,,  27  3d6.(3F2).4d 4F                 :    13  3d6.(3F2).4d            4D    ,"L18349,L18361c138",4
586,3d6.(3F2).4d,4D,1/2,2.0,13.0775959,6e-07,,  78                                  :    20  3d6.(3F1).4d            4D    ,"L18349,L18361c138",4
587,3d6.(3F2).4d,4G,11/2,12.0,13.0262214,5e-07,,  57                                  :    18  3d6.(3F1).4d            4G    ,"L18349,L18361c138",4
588,3d6.(3F2).4d,4G,9/2,10.0,13.0375699,5e-07,,  55                                  :    17  3d6.(3F1).4d            4G    ,"L18349,L18361c138",4
589,3d6.(3F2).4d,4G,7/2,8.0,13.054422,5e-07,,  51                                  :    15  3d6.(3F1).4d            4G    ,"L18349,L18361c138",4
590,3d6.(3F2).4d,4G,5/2,6.0,13.0696934,5e-07,,  27                                  :    20  3d6.(3F2).4d            4F    ,"L18349,L18361c138",4
591,3d6.(3P2).4d,4P,5/2,6.0,13.0473836,5e-07,,  11  3d6.(3P2).4d 2F                 :    11  3d6.(3F2).4d            4D    ,"L18349,L18361c138",4
592,3d6.(3P2).4d,2D,5/2,6.0,13.0479501,5e-07,,  19  3d6.(3F2).4d 4D                 :    17  3d6.(3F2).4d            4F    ,"L18349,L18361c138",4
593,3d6.(3F2).4d,4H,13/2,14.0,13.0541566,5e-07,,  73                                  :    20  3d6.(3F1).4d            4H    ,"L18349,L18361c138",4
594,3d6.(3F2).4d,4H,11/2,12.0,13.0677952,5e-07,,  64                                  :    17  3d6.(3F1).4d            4H    ,"L18349,L18361c138",4
595,3d6.(3F2).4d,4H,9/2,10.0,13.0833683,5e-07,,  68                                  :    17  3d6.(3F1).4d            4H    ,"L18349,L18361c138",4
596,3d6.(3F2).4d,4H,7/2,8.0,13.0914511,5e-07,,  69                                  :    17  3d6.(3F1).4d            4H    ,"L18349,L18361c138",4
597,3d6.(3F2).4d,2H,11/2,12.0,13.1129762,5e-07,,  45                                  :    28  3d6.(3H).4d             2H    ,"L18349,L18361c138",4
598,3d6.(3F2).4d,2H,9/2,10.0,13.1544172,5e-07,,  54  3d6.(3F2).4d 2H                 :    22  3d6.(3H).4d             2H    ,"L18349,L18361c138",4
599,3d6.(3F2).4d,2F,7/2,8.0,13.1144927,5e-07,,  59                                  :    18  3d6.(3F1).4d            2F    ,"L18349,L18361c138",4
600,3d6.(3F2).4d,2F,5/2,6.0,13.1681849,5e-07,,  58                                  :    17  3d6.(3F1).4d            2F    ,"L18349,L18361c138",4
601,3d6.(3H).4d,2H,9/2,10.0,13.1446413,5e-07,,  33  3d6.(3H).4d 2H                  :    21  3d6.(3F2).4d            2H    ,"L18349,L18361c138",4
602,3d6.(3H).4d,2H,11/2,12.0,13.1479926,5e-07,,  49                                  :    24  3d6.(3F2).4d            2H    ,"L18349,L18361c138",4
603,3d5.(4D).4s.4p.(3P*),2P*,1/2,2.0,13.1572589,2.5e-06,,  60  3d5.(4D).4s.(3D).4p 2P*         :    13  3d5.(4P).4s.(3P).4p     2P*   ,L18349c137,4
604,3d5.(4D).4s.4p.(3P*),2P*,3/2,4.0,13.191721,6e-07,,  59  3d5.(4D).4s.(3D).4p 2P*         :    15  3d5.(4P).4s.(3P).4p     2P*   ,L18349c137,4
605,3d5.(2I).4s.4p.(3P*),2K*,13/2,14.0,13.1650424,5e-07,,  72  3d5.(2I).4s.(1I).4p 2K*         :    26  3d5.(2I).4s.(3I).4p     2K*   ,L18349c137,4
606,3d5.(4F).4s.4p.(3P*),6F*,5/2,6.0,13.1769574,5e-07,,  56  3d5.4s.(5F).4p 6F*              :    17  3d5.(2D3).4s.(3D).4p    4P*   ,L18349c137,4
607,3d5.(4F).4s.4p.(3P*),6F*,1/2,2.0,13.2013658,1.1e-06,,  59  3d5.4s.(5F).4p 6F*              :    14  3d5.(4D).4s.(3D).4p     2P*   ,L18349c137,4
608,3d5.(4F).4s.4p.(3P*),6F*,7/2,8.0,13.2015978,5e-07,,  66  3d5.4s.(5F).4p 6F*              :     9  3d5.4s.(5F).4p          6D*   ,L18349c137,4
609,3d5.(4F).4s.4p.(3P*),6F*,3/2,4.0,13.2020022,1.2e-06,,  58  3d5.4s.(5F).4p 6F*              :    11  3d5.(2D3).4s.(3D).4p    4D*   ,L18349c137,4
610,3d5.(4F).4s.4p.(3P*),6F*,9/2,10.0,13.2197694,5e-07,,  59  3d5.4s.(5F).4p 6F*              :    20  3d6.(5D).6p             6D*   ,L18349c137,4
611,3d5.(4F).4s.4p.(3P*),6F*,11/2,12.0,13.2228468,5e-07,,  66  3d5.4s.(5F).4p 6F*              :    28  3d6.(5D).6p             6F*   ,L18349c137,4
612,3d6.(5D).6p,6D*,9/2,10.0,13.1871128,5e-07,,  67  3d6.(5D).6p 6D*                 :    17  3d5.4s.(5F).4p          6F*   ,L18349c137,6
613,3d6.(5D).6p,6D*,7/2,8.0,13.2177775,5e-07,,  63  3d6.(5D).6p 6D*                 :    11  3d6.(5D).6p             6P*   ,L18349c137,6
614,3d6.(5D).6p,6D*,5/2,6.0,13.2432705,5e-07,,  60  3d6.(5D).6p 6D*                 :     7  3d5.4s.(5F).4p          6D*   ,L18349c137,6
615,3d6.(5D).6p,6D*,3/2,4.0,13.2717918,5e-07,,  27  3d6.(5D).6p 6D*                 :    13  3d6.(5D).6p             4F*   ,L18349c137,6
616,3d6.(5D).6p,6D*,1/2,2.0,13.3014922,5e-07,,  64  3d6.(5D).6p 6D*                 :    10  3d5.(2D3).4s.(3D).4p    4D*   ,L18349c137,6
617,3d5.(6S).4p2,8P,5/2,6.0,13.1925791,6e-07,, 100                                                                         ,"L18349,L18361c138",4
618,3d5.(6S).4p2,8P,7/2,8.0,13.2459994,6e-07,, 100                                                                         ,"L18349,L18361c138",4
619,3d5.(6S).4p2,8P,9/2,10.0,13.2935582,6e-07,,  99                                                                         ,"L18349,L18361c138",4
620,3d5.4s.(7S).4d,6D,9/2,10.0,13.2044447,5e-07,,  58  3d5.4s.(7S).4d 6D               :    33  3d5.(6S).4p2            6D    ,"L18349,L18361c138",4
621,3d5.4s.(7S).4d,6D,7/2,8.0,13.2068727,5e-07,,  56  3d5.4s.(7S).4d 6D               :    33  3d5.(6S).4p2            6D    ,"L18349,L18361c138",4
622,3d5.4s.(7S).4d,6D,3/2,4.0,13.2207434,5e-07,,  58  3d5.4s.(7S).4d 6D               :    34  3d5.(6S).4p2            6D    ,"L18349,L18361c138",4
623,3d5.4s.(7S).4d,6D,1/2,2.0,13.2212958,6e-07,,  60  3d5.4s.(7S).4d 6D               :    35  3d5.(6S).4p2            6D    ,"L18349,L18361c138",4
624,3d5.4s.(7S).4d,6D,5/2,6.0,13.2235251,5e-07,,  57  3d5.4s.(7S).4d 6D               :    33  3d5.(6S).4p2            6D    ,"L18349,L18361c138",4
625,3d5.(2D3).4s.4p.(3P*),4P*,5/2,6.0,13.2157601,5e-07,,  35  3d5.(2D3).4s.(3D).4p 4P*        :    18  3d5.4s.(5F).4p          6F*   ,L18349c137,4
626,3d5.(2D3).4s.4p.(3P*),4P*,3/2,4.0,13.246681,1.2e-06,,  31  3d5.(2D3).4s.(3D).4p 4P*        :    19  3d5.4s.(5F).4p          6F*   ,L18349c137,4
627,3d5.4s.(7S).5s,6S,5/2,6.0,13.2159291,5e-07,,                                                                             ,L18349,5
628,3d5.(2I).4s.4p.(3P*),2H*,11/2,12.0,13.2279185,5e-07,,  56  3d5.(2I).4s.(1I).4p 2H*         :    25  3d5.(2I).4s.(3I).4p     2H*   ,L18349c137,4
629,3d5.(2I).4s.4p.(3P*),2H*,9/2,10.0,13.2671379,7e-07,,  56  3d5.(2I).4s.(1I).4p 2H*         :    27  3d5.(2I).4s.(3I).4p     2H*   ,L18349c137,4
630,3d6.(5D).6p,4F*,9/2,10.0,13.2302308,5e-07,,  77  3d6.(5D).6p 4F*                 :     5  3d6.(5D).6p             6F*   ,L18349c137,6
631,3d6.(5D).6p,4F*,7/2,8.0,13.2868609,5e-07,,  36  3d6.(5D).6p 4F*                 :    27  3d6.(5D).6p             4D*   ,L18349c137,6
632,3d6.(5D).6p,4F*,3/2,4.0,13.3576014,5e-07,,  30  3d6.(5D).6p 4P*                 :    13  3d6.(5D).6p             4F*   ,L18349c137,6
633,3d6.(5D).5d,4P,5/2,6.0,13.2411006,5e-07,,  32                                  :    26  3d6.(3F2).4d            4P    ,"L18349,L18361c138",5
634,3d6.(5D).5d,4P,3/2,4.0,13.2744861,5e-07,,  37                                  :    34  3d6.(3F2).4d            4P    ,"L18349,L18361c138",5
635,3d6.(5D).5d,4P,1/2,2.0,13.288142,5e-07,,  39  3d6.(3F2).4d 4P                 :    36  3d6.(5D).5d             4P    ,"L18349,L18361c138",5
636,3d6.(5D).6p,4D*,7/2,8.0,13.2494003,5e-07,,  27  3d6.(5D).6p 4F*                 :    20  3d6.(5D).6p             4D*   ,L18349c137,6
637,3d6.(5D).6p,4D*,3/2,4.0,13.3281166,5e-07,,  46  3d6.(5D).6p 4D*                 :    22  3d6.(5D).6p             4P*   ,L18349c137,6
638,3d6.(5D).6p,4D*,5/2,6.0,13.3475914,5e-07,,  42  3d6.(5D).6p 4D*                 :    22  3d6.(5D).6p             6P*   ,L18349c137,6
639,3d6.(5D).6p,4D*,1/2,2.0,13.3593643,5e-07,,  81  3d6.(5D).6p 4D*                 :     9  3d6.(5D).6p             4P*   ,L18349c137,6
640,3d6.(5D).6p,6F*,11/2,12.0,13.2530078,5e-07,,  72  3d6.(5D).6p 6F*                 :    26  3d5.4s.(5F).4p          6F*   ,L18349c137,6
641,3d6.(5D).6p,6F*,9/2,10.0,13.2933197,5e-07,,  81  3d6.(5D).6p 6F*                 :     6  3d6.(5D).6p             6D*   ,L18349c137,6
642,3d6.(5D).6p,6F*,7/2,8.0,13.3320021,5e-07,,  53  3d6.(5D).6p 6F*                 :    11  3d5.(2F1).4s.(3F).4p    4G*   ,L18349c137,6
643,3d6.(5D).6p,6F*,5/2,6.0,13.3372628,5e-07,,  69  3d6.(5D).6p 6F*                 :    14  3d6.(5D).6p             6P*   ,L18349c137,6
644,3d6.(5D).6p,6F*,3/2,4.0,13.3413354,5e-07,,  75  3d6.(5D).6p 6F*                 :     4  3d6.(5D).6p             4F*   ,L18349c137,6
645,3d6.(5D).6p,6F*,1/2,2.0,13.3559746,5e-07,,  93  3d6.(5D).6p 6F*                 :     3  3d5.4s.(5F).4p          6F*   ,L18349c137,6
646,3d6.(3F2).4d,2G,7/2,8.0,13.2539571,5e-07,,  20  3d6.(3G).4d 4F                  :    20  3d6.(3F2).4d            2G    ,"L18349,L18361c138",4
647,3d6.(3F2).4d,2G,9/2,10.0,13.2569411,5e-07,,  23                                  :    12  3d6.(3G).4d             4F    ,"L18349,L18361c138",4
648,3d5.(2D3).4s.4p.(3P*),4D*,5/2,6.0,13.2685325,5e-07,,  27  3d5.(2F1).4s.(3F).4p 4G*        :     9  3d6.(5D).6p             4F*   ,L18349c137,4
649,3d5.(2D3).4s.4p.(3P*),4D*,7/2,8.0,13.2710671,5e-07,,  33  3d6.(5D).6p 4D*                 :    18  3d5.(2D3).4s.(3D).4p    4D*   ,L18349c137,4
650,3d5.(2D3).4s.4p.(3P*),4D*,1/2,2.0,13.3226665,5e-07,,  38  3d5.(2D3).4s.(3D).4p 4D*        :    16  3d6.(5D).6p             6D*   ,L18349c137,4
651,3d6.(5D).6p,4P*,5/2,6.0,13.2866266,5e-07,,  23  3d5.(2F1).4s.(3F).4p 4G*        :    22  3d6.(5D).6p             4D*   ,L18349c137,6
652,3d6.(5D).6p,4P*,3/2,4.0,13.3837539,5e-07,,  32  3d6.(5D).6p 6P*                 :    15  3d5.4s.(5F).4p          6D*   ,L18349c137,6
653,3d6.(5D).6p,4P*,1/2,2.0,13.4010394,5e-07,,  52  3d6.(5D).6p 4P*                 :    26  3d5.4s.(5F).4p          6D*   ,L18349c137,6
654,3d6.(5D).6p,6P*,7/2,8.0,13.2907474,5e-07,,  64  3d6.(5D).6p 6P*                 :    11  3d6.(5D).6p             6D*   ,L18349c137,6
655,3d6.(5D).6p,6P*,5/2,6.0,13.3314241,5e-07,,  44  3d6.(5D).6p 6P*                 :    10  3d6.(5D).6p             4P*   ,L18349c137,6
656,3d6.(5D).6p,6P*,3/2,4.0,13.3688367,5e-07,,  23  3d6.(5D).6p 6P*                 :    20  3d6.(5D).6p             4D*   ,L18349c137,6
657,3d5.(2F1).4s.4p.(3P*),4G*,5/2,6.0,13.3032894,5e-07,,  31  3d6.(5D).6p 4P*                 :    18  3d5.(2F1).4s.(3F).4p    4G*   ,L18349c137,4
658,3d5.(2F1).4s.4p.(3P*),4G*,7/2,8.0,13.3233147,5e-07,,  47  3d5.(2F1).4s.(3F).4p 4G*        :    18  3d6.(5D).6p             6F*   ,L18349c137,4
659,3d5.(2F1).4s.4p.(3P*),4G*,9/2,10.0,13.3498919,5e-07,,  64  3d5.(2F1).4s.(3F).4p 4G*        :    14  3d5.(2F1).4s.(3F).4p    4F*   ,L18349c137,4
660,3d5.(2F1).4s.4p.(3P*),4G*,11/2,12.0,13.3556868,5e-07,,  74  3d5.(2F1).4s.(3F).4p 4G*        :     8  3d5.(4G).4s.(3G).4p     4G*   ,L18349c137,4
661,3d5.(2D1).4s.4p.(3P*),4D*,5/2,6.0,13.3123923,5e-07,,  39  3d6.(5D).6p 4F*                 :    19  3d5.(2D3).4s.(3D).4p    4D*   ,L18349c137,4
662,3d6.(3F2).4d,2D,5/2,6.0,13.3168722,5e-07,,  58                                  :    12  3d6.(3P2).4d            2D    ,"L18349,L18361c138",4
663,3d6.(3F2).4d,2D,3/2,4.0,13.3197144,6e-07,,  51                                  :    11  3d6.(3P2).4d            2D    ,"L18349,L18361c138",4
664,3d5.(2D3).4s.4p.(3P*),2D*,5/2,6.0,13.3566857,5e-07,,  14  3d5.(2D3).4s.(1D).4p 2D*        :    13  3d5.(2D3).4s.(3D).4p    4D*   ,L18349c137,4
665,3d5.(4F).4s.4p.(3P*),6D*,7/2,8.0,13.3762669,5e-07,,  66  3d5.4s.(5F).4p 6D*              :     9  3d5.4s.(5F).4p          6F*   ,L18349c137,4
666,3d5.(4F).4s.4p.(3P*),6D*,9/2,10.0,13.3861576,5e-07,,  79  3d5.4s.(5F).4p 6D*              :    11  3d5.4s.(5F).4p          6F*   ,L18349c137,4
667,3d5.(4F).4s.4p.(3P*),6D*,5/2,6.0,13.4064786,5e-07,,  46  3d5.4s.(5F).4p 6D*              :    11  3d6.(5D).6p             6D*   ,L18349c137,4
668,3d5.(4F).4s.4p.(3P*),6D*,3/2,4.0,13.4140853,5e-07,,  39  3d5.4s.(5F).4p 6D*              :    33  3d6.(5D).6p             6P*   ,L18349c137,4
669,3d6.(3F2).4d,2P,3/2,4.0,13.4034281,6e-07,,  33                                  :    24  3d6.(3G).4d             4D    ,"L18349,L18361c138",4
670,3d6.(3G).4d,4H,13/2,14.0,13.406842,5e-07,,  98                                                                         ,"L18349,L18361c138",4
671,3d6.(3G).4d,4H,11/2,12.0,13.4383911,5e-07,,  92                                  :     3  3d6.(3G).4d             4G    ,"L18349,L18361c138",4
672,3d6.(3G).4d,4H,9/2,10.0,13.4619063,5e-07,,  88                                  :     6  3d6.(3G).4d             4G    ,"L18349,L18361c138",4
