,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Reference,nQua
29,1s2.7p,2P*,1/2,2.0,5.1103,1.2e-05,,7
30,1s2.7d,2D,5/2,6.0,5.11391,0.00012,,7
31,1s2.7d,2D,3/2,4.0,5.11391,0.00012,,7
32,1s2.8s,2S,1/2,2.0,5.15614,0.00012,,8
33,1s2.8p,2P*,3/2,4.0,5.176542,1.2e-05,,8
34,1s2.8p,2P*,1/2,2.0,5.176542,1.2e-05,,8
35,1s2.8d,2D,5/2,6.0,5.17898,0.00012,,8
36,1s2.8d,2D,3/2,4.0,5.17898,0.00012,,8
37,1s2.9s,2S,1/2,2.0,5.20775,0.00012,,9
38,1s2.9p,2P*,3/2,4.0,5.222,1.2e-05,,9
39,1s2.9p,2P*,1/2,2.0,5.222,1.2e-05,,9
40,1s2.9d,2D,5/2,6.0,5.22362,0.00012,,9
41,1s2.9d,2D,3/2,4.0,5.22362,0.00012,,9
42,1s2.10s,2S,1/2,2.0,5.2443,0.0012,,10
43,1s2.10p,2P*,3/2,4.0,5.254346,1.2e-05,,10
44,1s2.10p,2P*,1/2,2.0,5.254346,1.2e-05,,10
45,1s2.10d,2D,3/2,4.0,5.2556,0.0012,,10
46,1s2.10d,2D,5/2,6.0,5.2556,0.0012,,10
47,1s2.11s,2S,1/2,2.0,5.2706,0.0012,,11
48,1s2.11p,2P*,3/2,4.0,5.2779,0.00012,,11
49,1s2.11p,2P*,1/2,2.0,5.2779,0.00012,,11
50,1s2.11d,2D,5/2,6.0,5.279,0.0012,,11
51,1s2.11d,2D,3/2,4.0,5.279,0.0012,,11
52,1s2.12p,2P*,3/2,4.0,5.296498,1.2e-05,,12
53,1s2.12p,2P*,1/2,2.0,5.296498,1.2e-05,,12
54,1s2.12d,2D,5/2,6.0,5.2972,0.0012,,12
55,1s2.12d,2D,3/2,4.0,5.2972,0.0012,,12
56,1s2.13p,2P*,1/2,2.0,5.310605,1.2e-05,,13
57,1s2.13p,2P*,3/2,4.0,5.310605,1.2e-05,,13
58,1s2.14p,2P*,1/2,2.0,5.321822,1.2e-05,,14
59,1s2.14p,2P*,3/2,4.0,5.321822,1.2e-05,,14
60,1s2.15p,2P*,3/2,4.0,5.330764,1.2e-05,,15
61,1s2.15p,2P*,1/2,2.0,5.330764,1.2e-05,,15
62,1s2.16p,2P*,3/2,4.0,5.338182,1.2e-05,,16
63,1s2.16p,2P*,1/2,2.0,5.338182,1.2e-05,,16
64,1s2.17p,2P*,1/2,2.0,5.344391,1.2e-05,,17
65,1s2.17p,2P*,3/2,4.0,5.344391,1.2e-05,,17
66,1s2.18p,2P*,1/2,2.0,5.349541,1.2e-05,,18
67,1s2.18p,2P*,3/2,4.0,5.349541,1.2e-05,,18
68,1s2.19p,2P*,3/2,4.0,5.353866,1.2e-05,,19
69,1s2.19p,2P*,1/2,2.0,5.353866,1.2e-05,,19
70,1s2.20p,2P*,3/2,4.0,5.35753,1.2e-05,,20
71,1s2.20p,2P*,1/2,2.0,5.35753,1.2e-05,,20
72,1s2.21p,2P*,1/2,2.0,5.360725,1.2e-05,,21
73,1s2.21p,2P*,3/2,4.0,5.360725,1.2e-05,,21
74,1s2.22p,2P*,1/2,2.0,5.36345,1.2e-05,,22
75,1s2.22p,2P*,3/2,4.0,5.36345,1.2e-05,,22
76,1s2.23p,2P*,3/2,4.0,5.365907,1.2e-05,,23
77,1s2.23p,2P*,1/2,2.0,5.365907,1.2e-05,,23
78,1s2.24p,2P*,3/2,4.0,5.368024,1.2e-05,,24
79,1s2.24p,2P*,1/2,2.0,5.368024,1.2e-05,,24
80,1s2.25p,2P*,1/2,2.0,5.369935,1.2e-05,,25
81,1s2.25p,2P*,3/2,4.0,5.369935,1.2e-05,,25
82,1s2.26p,2P*,1/2,2.0,5.371592,1.2e-05,,26
83,1s2.26p,2P*,3/2,4.0,5.371592,1.2e-05,,26
84,1s2.27p,2P*,3/2,4.0,5.373029,1.2e-05,,27
85,1s2.27p,2P*,1/2,2.0,5.373029,1.2e-05,,27
86,1s2.28p,2P*,3/2,4.0,5.374267,1.2e-05,,28
87,1s2.28p,2P*,1/2,2.0,5.374267,1.2e-05,,28
88,1s2.29p,2P*,1/2,2.0,5.375324,1.2e-05,,29
89,1s2.29p,2P*,3/2,4.0,5.375324,1.2e-05,,29
90,1s2.30p,2P*,1/2,2.0,5.376415,1.2e-05,,30
91,1s2.30p,2P*,3/2,4.0,5.376415,1.2e-05,,30
92,1s2.31p,2P*,3/2,4.0,5.37745,1.2e-05,,31
93,1s2.31p,2P*,1/2,2.0,5.37745,1.2e-05,,31
94,1s2.32p,2P*,3/2,4.0,5.378225,1.2e-05,,32
95,1s2.32p,2P*,1/2,2.0,5.378225,1.2e-05,,32
96,1s2.33p,2P*,3/2,4.0,5.37904,0.00012,,33
97,1s2.33p,2P*,1/2,2.0,5.37904,0.00012,,33
98,1s2.34p,2P*,1/2,2.0,5.37971,0.00012,,34
99,1s2.34p,2P*,3/2,4.0,5.37971,0.00012,,34
100,1s2.35p,2P*,3/2,4.0,5.38034,0.00012,,35
101,1s2.35p,2P*,1/2,2.0,5.38034,0.00012,,35
102,1s2.36p,2P*,3/2,4.0,5.38098,0.00012,,36
103,1s2.36p,2P*,1/2,2.0,5.38098,0.00012,,36
104,1s2.37p,2P*,3/2,4.0,5.3815,0.00012,,37
105,1s2.37p,2P*,1/2,2.0,5.3815,0.00012,,37
106,1s2.38p,2P*,1/2,2.0,5.38198,0.00012,,38
107,1s2.38p,2P*,3/2,4.0,5.38198,0.00012,,38
108,1s2.39p,2P*,3/2,4.0,5.38245,0.00012,,39
109,1s2.39p,2P*,1/2,2.0,5.38245,0.00012,,39
110,1s2.40p,2P*,3/2,4.0,5.38301,0.00012,,40
111,1s2.40p,2P*,1/2,2.0,5.38301,0.00012,,40
112,1s2.41p,2P*,1/2,2.0,5.38351,0.00012,,41
113,1s2.41p,2P*,3/2,4.0,5.38351,0.00012,,41
114,1s2.42p,2P*,1/2,2.0,5.38393,0.00012,,42
115,1s2.42p,2P*,3/2,4.0,5.38393,0.00012,,42
116,1s.2s.2p,4P*,1/2,2.0,57.469,0.012,,2
117,1s.2s.2p,4P*,5/2,6.0,57.469,0.012,,2
118,1s.2s.2p,4P*,3/2,4.0,57.469,0.012,,2
119,1s.2p.(1P*).2s,2P*,1/2,2.0,58.911,0.012,,2
120,1s.2p.(1P*).2s,2P*,3/2,4.0,58.911,0.012,,2
121,1s.2p2,4P,1/2,2.0,60.807,0.012,,1
122,1s.2p2,4P,5/2,6.0,60.807,0.012,,1
123,1s.2p2,4P,3/2,4.0,60.807,0.012,,1
124,1s.2s.3p,4P*,3/2,4.0,61.319,0.012,,3
125,1s.2s.3p,4P*,1/2,2.0,61.319,0.012,,3
126,1s.2s.3p,4P*,5/2,6.0,61.319,0.012,,3
127,1s.2p2,2P,3/2,4.0,61.599,0.012,,1
128,1s.2p2,2P,1/2,2.0,61.599,0.012,,1
129,1s.2s.3s,4S,3/2,4.0,61.69,0.12,,3
130,1s.2p.3s,4P*,3/2,4.0,62.769,0.012,,3
131,1s.2p.3s,4P*,1/2,2.0,62.769,0.012,,3
132,1s.2p.3s,4P*,5/2,6.0,62.769,0.012,,3
133,1s.2s.3d,4D,5/2,6.0,62.773,0.012,,3
134,1s.2s.3d,4D,3/2,4.0,62.773,0.012,,3
135,1s.2s.3d,4D,7/2,8.0,62.773,0.012,,3
136,1s.2s.3d,4D,1/2,2.0,62.773,0.012,,3
137,1s.2s.4s,4S,3/2,4.0,63.18,0.012,,4
138,1s.2s.5s,4S,3/2,4.0,63.729,0.012,,5
139,1s.2s.4p,4P*,5/2,6.0,63.929,0.012,,4
140,1s.2s.4p,4P*,3/2,4.0,63.929,0.012,,4
141,1s.2s.4p,4P*,1/2,2.0,63.929,0.012,,4
142,1s.2s.6s,4S,3/2,4.0,63.989,0.012,,6
143,1s.2p.4s,4P*,1/2,2.0,64.232,0.012,,4
144,1s.2p.4s,4P*,5/2,6.0,64.232,0.012,,4
145,1s.2p.4s,4P*,3/2,4.0,64.232,0.012,,4
146,1s.2s.7s,4S,3/2,4.0,64.329,0.012,,7
147,1s.2p.3p,4P,3/2,4.0,64.872,0.012,,3
148,1s.2p.3p,4P,1/2,2.0,64.872,0.012,,3
149,1s.2p.3p,4P,5/2,6.0,64.872,0.012,,3
150,1s.2p.3d,4D*,7/2,8.0,65.126,0.012,,3
151,1s.2p.3d,4D*,1/2,2.0,65.126,0.012,,3
152,1s.2p.3d,4D*,5/2,6.0,65.126,0.012,,3
153,1s.2p.3d,4D*,3/2,4.0,65.126,0.012,,3
154,1s.2p.(1P*).3s,2P*,3/2,4.0,65.267,0.012,,3
155,1s.2p.(1P*).3s,2P*,1/2,2.0,65.267,0.012,,3
156,1s.2p.4p,4P,3/2,4.0,65.78,0.012,,4
157,1s.2p.4p,4P,1/2,2.0,65.78,0.012,,4
158,1s.2p.4p,4P,5/2,6.0,65.78,0.012,,4
159,1s.2p.5p,4P,1/2,2.0,66.169,0.012,,5
160,1s.2p.5p,4P,5/2,6.0,66.169,0.012,,5
161,1s.2p.5p,4P,3/2,4.0,66.169,0.012,,5
162,1s.2p.6p,4P,1/2,2.0,66.379,0.012,,6
163,1s.2p.6p,4P,5/2,6.0,66.379,0.012,,6
164,1s.2p.6p,4P,3/2,4.0,66.379,0.012,,6
165,1s.2p.(1P*).4s,2P*,3/2,4.0,66.454,0.012,,4
166,1s.2p.(1P*).4s,2P*,1/2,2.0,66.454,0.012,,4
167,1s.2p.(1P*).5s,2P*,3/2,4.0,66.93,0.12,,5
168,1s.2p.(1P*).5s,2P*,1/2,2.0,66.93,0.12,,5
169,1s.2p.(1P*).6s,2P*,1/2,2.0,67.165,0.012,,6
170,1s.2p.(1P*).6s,2P*,3/2,4.0,67.165,0.012,,6
171,1s.2p.(1P*).7s,2P*,3/2,4.0,67.292,0.012,,7
172,1s.2p.(1P*).7s,2P*,1/2,2.0,67.292,0.012,,7
173,1s.2p.(1P*).8s,2P*,3/2,4.0,67.378,0.012,,8
174,1s.2p.(1P*).8s,2P*,1/2,2.0,67.378,0.012,,8
175,1s.2p.(1P*).9s,2P*,3/2,4.0,67.433,0.012,,9
176,1s.2p.(1P*).9s,2P*,1/2,2.0,67.433,0.012,,9
177,1s.2p.(1P*).10s,2P*,3/2,4.0,67.476,0.012,,10
178,1s.2p.(1P*).10s,2P*,1/2,2.0,67.476,0.012,,10
179,1s.2p.(1P*).11s,2P*,3/2,4.0,67.499,0.012,,11
180,1s.2p.(1P*).11s,2P*,1/2,2.0,67.499,0.012,,11
181,Limit,NaN,NaN,NaN,5.391714996,2.2e-08,NaN,NaN
