,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Reference,nQua
33,2s2.2p3.(4S*).5s,3S*,1,3.0,12.6974691,,,5
34,2s2.2p3.(2D*).3s,1D*,2,5.0,12.728469,,,3
35,2s2.2p3.(4S*).4d,5D*,4,9.0,12.7536973,,,4
36,2s2.2p3.(4S*).4d,5D*,3,7.0,12.7537024,,,4
37,2s2.2p3.(4S*).4d,5D*,2,5.0,12.7537097,,,4
38,2s2.2p3.(4S*).4d,5D*,1,3.0,12.7537158,,,4
39,2s2.2p3.(4S*).4d,5D*,0,1.0,12.7537188,,,4
40,2s2.2p3.(4S*).4d,3D*,3,7.0,12.7590123,,,4
41,2s2.2p3.(4S*).4d,3D*,2,5.0,12.7590208,,,4
42,2s2.2p3.(4S*).4d,3D*,1,3.0,12.7590265,,,4
43,2s2.2p3.(4S*).4f,5F,4,9.0,12.7664358,,,4
44,2s2.2p3.(4S*).4f,5F,2,5.0,12.7664358,,,4
45,2s2.2p3.(4S*).4f,5F,5,11.0,12.7664358,,,4
46,2s2.2p3.(4S*).4f,5F,3,7.0,12.7664358,,,4
47,2s2.2p3.(4S*).4f,5F,1,3.0,12.7664358,,,4
48,2s2.2p3.(4S*).4f,3F,3,7.0,12.7664475,,,4
49,2s2.2p3.(4S*).4f,3F,4,9.0,12.7664475,,,4
50,2s2.2p3.(4S*).4f,3F,2,5.0,12.7664475,,,4
51,2s2.2p3.(4S*).5p,5P,1,3.0,12.847956,,,5
52,2s2.2p3.(4S*).5p,5P,2,5.0,12.8480003,,,5
53,2s2.2p3.(4S*).5p,5P,3,7.0,12.8480623,,,5
54,2s2.2p3.(4S*).5p,3P,2,5.0,12.8782347,,,5
55,2s2.2p3.(4S*).5p,3P,1,3.0,12.8782422,,,5
56,2s2.2p3.(4S*).5p,3P,0,1.0,12.8782699,,,5
57,2s2.2p3.(4S*).6s,5S*,2,5.0,13.0207346,,,6
58,2s2.2p3.(4S*).6s,3S*,1,3.0,13.038827,,,6
59,2s2.2p3.(4S*).5d,5D*,4,9.0,13.0661186,,,5
60,2s2.2p3.(4S*).5d,5D*,3,7.0,13.0661215,,,5
61,2s2.2p3.(4S*).5d,5D*,2,5.0,13.0661255,,,5
62,2s2.2p3.(4S*).5d,5D*,1,3.0,13.0661288,,,5
63,2s2.2p3.(4S*).5d,5D*,0,1.0,13.0661304,,,5
64,2s2.2p3.(4S*).5d,3D*,2,5.0,13.0690514,,,5
65,2s2.2p3.(4S*).5d,3D*,3,7.0,13.0690514,,,5
66,2s2.2p3.(4S*).5d,3D*,1,3.0,13.0690514,,,5
67,2s2.2p3.(4S*).5f,5F,4,9.0,13.0730978,,,5
68,2s2.2p3.(4S*).5f,5F,2,5.0,13.0730978,,,5
69,2s2.2p3.(4S*).5f,5F,5,11.0,13.0730978,,,5
70,2s2.2p3.(4S*).5f,5F,3,7.0,13.0730978,,,5
71,2s2.2p3.(4S*).5f,5F,1,3.0,13.0730978,,,5
72,2s2.2p3.(4S*).5f,3F,3,7.0,13.0731076,,,5
73,2s2.2p3.(4S*).5f,3F,4,9.0,13.0731076,,,5
74,2s2.2p3.(4S*).5f,3F,2,5.0,13.0731076,,,5
75,2s2.2p3.(4S*).6p,5P,1,3.0,13.1160938,,,6
76,2s2.2p3.(4S*).6p,5P,2,5.0,13.1161142,,,6
77,2s2.2p3.(4S*).6p,5P,3,7.0,13.1161465,,,6
78,2s2.2p3.(4S*).6p,3P,1,3.0,13.1314183,,,6
79,2s2.2p3.(4S*).6p,3P,2,5.0,13.1314183,,,6
80,2s2.2p3.(4S*).6p,3P,0,1.0,13.1314183,,,6
81,2s2.2p3.(4S*).7s,5S*,2,5.0,13.2099403,,,7
82,2s2.2p3.(4S*).7s,3S*,1,3.0,13.2201789,,,7
83,2s2.2p3.(4S*).6d,5D*,4,9.0,13.2354926,,,6
84,2s2.2p3.(4S*).6d,5D*,3,7.0,13.235494,,,6
85,2s2.2p3.(4S*).6d,5D*,2,5.0,13.2354959,,,6
86,2s2.2p3.(4S*).6d,5D*,1,3.0,13.2354975,,,6
87,2s2.2p3.(4S*).6d,5D*,0,1.0,13.2354984,,,6
88,2s2.2p3.(4S*).6d,3D*,2,5.0,13.2372725,,,6
89,2s2.2p3.(4S*).6d,3D*,3,7.0,13.2372725,,,6
90,2s2.2p3.(4S*).6d,3D*,1,3.0,13.2372725,,,6
91,2s2.2p3.(4S*).6f,5F,4,9.0,13.2396725,,,6
92,2s2.2p3.(4S*).6f,5F,2,5.0,13.2396725,,,6
93,2s2.2p3.(4S*).6f,5F,5,11.0,13.2396725,,,6
94,2s2.2p3.(4S*).6f,5F,3,7.0,13.2396725,,,6
95,2s2.2p3.(4S*).6f,5F,1,3.0,13.2396725,,,6
96,2s2.2p3.(4S*).6f,3F,3,7.0,13.2396776,,,6
97,2s2.2p3.(4S*).6f,3F,4,9.0,13.2396776,,,6
98,2s2.2p3.(4S*).6f,3F,2,5.0,13.2396776,,,6
99,2s2.2p3.(4S*).6g,5G*,5,11.0,13.2400126,,,6
100,2s2.2p3.(4S*).6g,5G*,3,7.0,13.2400126,,,6
101,2s2.2p3.(4S*).6g,5G*,6,13.0,13.2400126,,,6
102,2s2.2p3.(4S*).6g,5G*,4,9.0,13.2400126,,,6
103,2s2.2p3.(4S*).6g,5G*,2,5.0,13.2400126,,,6
104,2s2.2p3.(4S*).6g,3G*,4,9.0,13.2400126,,,6
105,2s2.2p3.(4S*).6g,3G*,5,11.0,13.2400126,,,6
106,2s2.2p3.(4S*).6g,3G*,3,7.0,13.2400126,,,6
107,2s2.2p3.(4S*).8s,5S*,2,5.0,13.3216106,,,8
108,2s2.2p3.(4S*).8s,3S*,1,3.0,13.3279572,,,8
109,2s2.2p3.(4S*).7d,5D*,4,9.0,13.3374112,,,7
110,2s2.2p3.(4S*).7d,5D*,3,7.0,13.3374122,,,7
111,2s2.2p3.(4S*).7d,5D*,2,5.0,13.3374136,,,7
112,2s2.2p3.(4S*).7d,5D*,1,3.0,13.3374147,,,7
113,2s2.2p3.(4S*).7d,5D*,0,1.0,13.3374152,,,7
114,2s2.2p3.(4S*).7d,3D*,1,3.0,13.3385644,,,7
115,2s2.2p3.(4S*).7d,3D*,2,5.0,13.3385644,,,7
116,2s2.2p3.(4S*).7d,3D*,3,7.0,13.3385644,,,7
117,2s2.2p3.(4S*).7f,5F,1,3.0,13.3400972,,,7
118,2s2.2p3.(4S*).7f,5F,4,9.0,13.3400972,,,7
119,2s2.2p3.(4S*).7f,5F,2,5.0,13.3400972,,,7
120,2s2.2p3.(4S*).7f,5F,5,11.0,13.3400972,,,7
121,2s2.2p3.(4S*).7f,5F,3,7.0,13.3400972,,,7
122,2s2.2p3.(4S*).7f,3F,2,5.0,13.3400981,,,7
123,2s2.2p3.(4S*).7f,3F,3,7.0,13.3400981,,,7
124,2s2.2p3.(4S*).7f,3F,4,9.0,13.3400981,,,7
125,2s2.2p3.(4S*).9s,5S*,2,5.0,13.3929467,,,9
126,2s2.2p3.(4S*).9s,3S*,1,3.0,13.3972365,,,9
127,2s2.2p3.(4S*).8d,5D*,4,9.0,13.4034447,,,8
128,2s2.2p3.(4S*).8d,5D*,3,7.0,13.4034453,,,8
129,2s2.2p3.(4S*).8d,5D*,2,5.0,13.4034463,,,8
130,2s2.2p3.(4S*).8d,5D*,1,3.0,13.403447,,,8
131,2s2.2p3.(4S*).8d,5D*,0,1.0,13.4034474,,,8
132,2s2.2p3.(4S*).8d,3D*,3,7.0,13.40443,,,8
133,2s2.2p3.(4S*).8d,3D*,1,3.0,13.40443,,,8
134,2s2.2p3.(4S*).8d,3D*,2,5.0,13.40443,,,8
135,2s2.2p3.(4S*).10s,5S*,2,5.0,13.44137,,,10
136,2s2.2p3.(4S*).10s,3S*,1,3.0,13.44439,,,10
137,2s2.2p3.(4S*).9d,5D*,1,3.0,13.448595,,,9
138,2s2.2p3.(4S*).9d,5D*,4,9.0,13.448595,,,9
139,2s2.2p3.(4S*).9d,5D*,2,5.0,13.448595,,,9
140,2s2.2p3.(4S*).9d,5D*,0,1.0,13.448595,,,9
141,2s2.2p3.(4S*).9d,5D*,3,7.0,13.448595,,,9
142,2s2.2p3.(4S*).9d,3D*,3,7.0,13.4494,,,9
143,2s2.2p3.(4S*).9d,3D*,1,3.0,13.4494,,,9
144,2s2.2p3.(4S*).9d,3D*,2,5.0,13.4494,,,9
145,2s2.2p3.(4S*).11s,3S*,1,3.0,13.47776,,,11
146,2s2.2p3.(4S*).10d,5D*,0,1.0,13.480992,,,10
147,2s2.2p3.(4S*).10d,5D*,3,7.0,13.480992,,,10
148,2s2.2p3.(4S*).10d,5D*,1,3.0,13.480992,,,10
149,2s2.2p3.(4S*).10d,5D*,4,9.0,13.480992,,,10
150,2s2.2p3.(4S*).10d,5D*,2,5.0,13.480992,,,10
151,2s2.2p3.(4S*).10d,3D*,2,5.0,13.48156,,,10
152,2s2.2p3.(4S*).10d,3D*,3,7.0,13.48156,,,10
153,2s2.2p3.(4S*).10d,3D*,1,3.0,13.48156,,,10
154,2s2.2p3.(4S*).12s,3S*,1,3.0,13.50264,,,12
155,2s2.2p3.(4S*).11d,3D*,1,3.0,13.50525,,,11
156,2s2.2p3.(4S*).11d,3D*,2,5.0,13.50525,,,11
157,2s2.2p3.(4S*).11d,3D*,3,7.0,13.50525,,,11
158,2s2.2p3.(4S*).13s,3S*,1,3.0,13.52122,,,13
159,2s2.2p3.(4S*).12d,3D*,2,5.0,13.52337,,,12
160,2s2.2p3.(4S*).12d,3D*,3,7.0,13.52337,,,12
161,2s2.2p3.(4S*).12d,3D*,1,3.0,13.52337,,,12
162,2s2.2p3.(4S*).14s,3S*,1,3.0,13.53557,,,14
163,2s2.2p3.(4S*).13d,3D*,1,3.0,13.53738,,,13
164,2s2.2p3.(4S*).13d,3D*,2,5.0,13.53738,,,13
165,2s2.2p3.(4S*).13d,3D*,3,7.0,13.53738,,,13
166,2s2.2p3.(4S*).15s,3S*,1,3.0,13.54725,,,15
167,2s2.2p3.(4S*).14d,3D*,3,7.0,13.54877,,,14
168,2s2.2p3.(4S*).14d,3D*,2,5.0,13.54877,,,14
169,2s2.2p3.(4S*).14d,3D*,1,3.0,13.54937,,,14
170,2s2.2p3.(4S*).16s,3S*,1,3.0,13.55656,,,16
171,2s2.2p3.(4S*).15d,3D*,1,3.0,13.55754,,,15
172,2s2.2p3.(4S*).15d,3D*,2,5.0,13.55754,,,15
173,2s2.2p3.(4S*).15d,3D*,3,7.0,13.55754,,,15
174,2s2.2p3.(4S*).17s,3S*,1,3.0,13.56417,,,17
175,2s2.2p3.(4S*).16d,3D*,2,5.0,13.56505,,,16
176,2s2.2p3.(4S*).16d,3D*,3,7.0,13.56505,,,16
177,2s2.2p3.(4S*).16d,3D*,1,3.0,13.56505,,,16
178,2s2.2p3.(4S*).18s,3S*,1,3.0,13.57065,,,18
179,2s2.2p3.(4S*).17d,3D*,1,3.0,13.57101,,,17
180,2s2.2p3.(4S*).17d,3D*,2,5.0,13.57101,,,17
181,2s2.2p3.(4S*).17d,3D*,3,7.0,13.57101,,,17
182,2s2.2p3.(4S*).18d,3D*,1,3.0,13.57539,,,18
183,2s2.2p3.(4S*).18d,3D*,2,5.0,13.57602,,,18
184,2s2.2p3.(4S*).18d,3D*,3,7.0,13.57615,,,18
185,2s2.2p3.(4S*).19s,3S*,1,3.0,13.57615,,,19
186,2s2.2p3.(4S*).19d,3D*,1,3.0,13.58039,,,19
187,2s2.2p3.(4S*).19d,3D*,2,5.0,13.58039,,,19
188,2s2.2p3.(4S*).19d,3D*,3,7.0,13.58039,,,19
189,2s2.2p3.(4S*).20s,3S*,1,3.0,13.5804,,,20
190,2s2.2p3.(4S*).20d,3D*,2,5.0,13.58389,,,20
191,2s2.2p3.(4S*).20d,3D*,3,7.0,13.58389,,,20
192,2s2.2p3.(4S*).20d,3D*,1,3.0,13.58389,,,20
193,2s2.2p3.(4S*).21s,3S*,1,3.0,13.58399,,,21
194,2s2.2p3.(4S*).22s,3S*,1,3.0,13.5873,,,22
195,2s2.2p3.(4S*).21d,3D*,1,3.0,13.58734,,,21
196,2s2.2p3.(4S*).21d,3D*,2,5.0,13.58734,,,21
197,2s2.2p3.(4S*).21d,3D*,3,7.0,13.58734,,,21
198,2s2.2p3.(4S*).22d,3D*,2,5.0,13.58997,,,22
199,2s2.2p3.(4S*).22d,3D*,3,7.0,13.58997,,,22
200,2s2.2p3.(4S*).22d,3D*,1,3.0,13.58997,,,22
201,2s2.2p3.(4S*).23s,3S*,1,3.0,13.58997,,,23
202,2s2.2p3.(4S*).23d,3D*,1,3.0,13.59239,,,23
203,2s2.2p3.(4S*).23d,3D*,2,5.0,13.59239,,,23
204,2s2.2p3.(4S*).23d,3D*,3,7.0,13.59239,,,23
205,2s2.2p3.(4S*).24s,3S*,1,3.0,13.59239,,,24
206,2s2.2p3.(4S*).24d,3D*,2,5.0,13.59458,,,24
207,2s2.2p3.(4S*).24d,3D*,3,7.0,13.59458,,,24
208,2s2.2p3.(4S*).24d,3D*,1,3.0,13.59458,,,24
209,2s2.2p3.(4S*).25s,3S*,1,3.0,13.59458,,,25
210,2s2.2p3.(4S*).25d,3D*,1,3.0,13.59628,,,25
211,2s2.2p3.(4S*).25d,3D*,2,5.0,13.59628,,,25
212,2s2.2p3.(4S*).25d,3D*,3,7.0,13.59628,,,25
213,2s2.2p3.(4S*).26s,3S*,1,3.0,13.59628,,,26
214,2s2.2p3.(4S*).26d,3D*,2,5.0,13.59778,,,26
215,2s2.2p3.(4S*).26d,3D*,3,7.0,13.59778,,,26
216,2s2.2p3.(4S*).26d,3D*,1,3.0,13.59778,,,26
217,2s2.2p3.(4S*).27s,3S*,1,3.0,13.59778,,,27
218,2s2.2p3.(4S*).27d,3D*,1,3.0,13.59936,,,27
219,2s2.2p3.(4S*).27d,3D*,2,5.0,13.59936,,,27
220,2s2.2p3.(4S*).27d,3D*,3,7.0,13.59936,,,27
221,2s2.2p3.(4S*).28s,3S*,1,3.0,13.59936,,,28
222,2s2.2p3.(4S*).28d,3D*,2,5.0,13.60056,,,28
223,2s2.2p3.(4S*).28d,3D*,3,7.0,13.60056,,,28
224,2s2.2p3.(4S*).28d,3D*,1,3.0,13.60056,,,28
225,2s2.2p3.(4S*).29s,3S*,1,3.0,13.60056,,,29
226,2s2.2p3.(4S*).29d,3D*,1,3.0,13.60174,,,29
227,2s2.2p3.(4S*).29d,3D*,2,5.0,13.60174,,,29
228,2s2.2p3.(4S*).29d,3D*,3,7.0,13.60174,,,29
229,2s2.2p3.(4S*).30s,3S*,1,3.0,13.60174,,,30
230,2s2.2p3.(4S*).30d,3D*,2,5.0,13.60277,,,30
231,2s2.2p3.(4S*).30d,3D*,3,7.0,13.60277,,,30
232,2s2.2p3.(4S*).30d,3D*,1,3.0,13.60277,,,30
233,2s2.2p3.(4S*).31s,3S*,1,3.0,13.60277,,,31
234,2s2.2p3.(2D*).3p,1P,1,3.0,14.0355624,,,3
235,2s2.2p3.(2D*).3p,3D,3,7.0,14.0467669,,,3
236,2s2.2p3.(2D*).3p,3D,2,5.0,14.0467717,,,3
237,2s2.2p3.(2D*).3p,3D,1,3.0,14.0472014,,,3
238,2s2.2p3.(2D*).3p,3F,4,9.0,14.0987942,,,3
239,2s2.2p3.(2D*).3p,3F,3,7.0,14.0996582,,,3
240,2s2.2p3.(2D*).3p,3F,2,5.0,14.1003714,,,3
241,2s2.2p3.(2P*).3s,3P*,2,5.0,14.1231587,,,3
242,2s2.2p3.(2P*).3s,3P*,1,3.0,14.1244523,,,3
243,2s2.2p3.(2P*).3s,3P*,0,1.0,14.125214,,,3
244,2s2.2p3.(2D*).3p,1F,3,7.0,14.1337323,,,3
245,2s2.2p3.(2P*).3s,1P*,1,3.0,14.372018,,,3
246,2s2.2p3.(2D*).3p,1D,2,5.0,14.4604127,,,3
247,2s2.2p3.(2D*).4s,3D*,3,7.0,15.17811,,,4
248,2s2.2p3.(2D*).4s,3D*,2,5.0,15.17978,,,4
249,2s2.2p3.(2D*).4s,3D*,1,3.0,15.18075,,,4
250,2s2.2p3.(2D*<3/2>).4s,1D*,2,5.0,15.2249696,,,4
251,2s2.2p3.(2D*<3/2>).3d,3P*,2,5.0,15.2868521,,,3
252,2s2.2p3.(2D*<3/2>).3d,3P*,1,3.0,15.2941343,,,3
253,2s2.2p3.(2D*<3/2>).3d,3P*,0,1.0,15.2980803,,,3
254,2s2.2p3.(2D*<5/2>).3d,3F*,4,9.0,15.4005245,,,3
255,2s2.2p3.(2D*<5/2>).3d,3F*,3,7.0,15.4011962,,,3
256,2s2.2p3.(2D*<5/2>).3d,3F*,2,5.0,15.4018277,,,3
257,2s2.2p3.(2D*).3d,3G*,4,9.0,15.4036294,,,3
258,2s2.2p3.(2D*).3d,3G*,5,11.0,15.4038114,,,3
259,2s2.2p3.(2D*).3d,3G*,3,7.0,15.4053994,,,3
260,2s2.2p3.(2D*<5/2>).3d,1S*,0,1.0,15.4041162,,,3
261,2s2.2p3.(2D*<5/2>).3d,3D*,3,7.0,15.40468,,,3
262,2s2.2p3.(2D*<5/2>).3d,3D*,2,5.0,15.40599,,,3
263,2s2.2p3.(2D*<5/2>).3d,3D*,1,3.0,15.40677,,,3
264,2s2.2p3.(2D*<3/2>).3d,1G*,4,9.0,15.4061252,,,3
265,2s2.2p3.(2D*<5/2>).3d,1P*,1,3.0,15.408,,,3
266,2s2.2p3.(2D*<3/2>).3d,1D*,2,5.0,15.4136133,,,3
267,2s2.2p3.(2D*<3/2>).3d,1F*,3,7.0,15.414556,,,3
268,2s2.2p3.(2D*<3/2>).3d,3S*,1,3.0,15.41574,,,3
269,2s2.2p3.(2D*).4p,3D,3,7.0,15.5941737,,,4
270,2s2.2p3.(2D*).4p,3D,2,5.0,15.5950907,,,4
271,2s2.2p3.(2D*).4p,3D,1,3.0,15.5957253,,,4
272,2s.2p5,3P*,2,5.0,15.6550999,,,2
273,2s.2p5,3P*,1,3.0,15.6641915,,,2
274,2s.2p5,3P*,0,1.0,15.6695881,,,2
275,2s2.2p3.(2P*).3p,3D,3,7.0,15.7810344,,,3
276,2s2.2p3.(2P*).3p,3D,2,5.0,15.7817439,,,3
277,2s2.2p3.(2P*).3p,3D,1,3.0,15.7821517,,,3
278,2s2.2p3.(2P*).3p,1P,1,3.0,15.8287841,,,3
279,2s2.2p3.(2P*).3p,1D,2,5.0,15.9437376,,,3
280,2s2.2p3.(2D*).5s,3D*,3,7.0,15.99133,,,5
281,2s2.2p3.(2D*).5s,3D*,2,5.0,15.99275,,,5
282,2s2.2p3.(2D*).5s,3D*,1,3.0,15.99374,,,5
283,2s2.2p3.(2D*<3/2>).5s,1D*,2,5.0,16.0103676,,,5
284,2s2.2p3.(2D*<5/2>).4d,3F*,4,9.0,16.0766475,,,4
285,2s2.2p3.(2D*).4d,3G*,4,9.0,16.0782511,,,4
286,2s2.2p3.(2D*).4d,3G*,5,11.0,16.0783356,,,4
287,2s2.2p3.(2D*).4d,3G*,3,7.0,16.0799432,,,4
288,2s2.2p3.(2D*<5/2>).4d,1S*,0,1.0,16.0785843,,,4
289,2s2.2p3.(2D*<5/2>).4d,1P*,1,3.0,16.0786,,,4
290,2s2.2p3.(2D*<5/2>).4d,3D*,3,7.0,16.0798,,,4
291,2s2.2p3.(2D*<5/2>).4d,3D*,2,5.0,16.08044,,,4
292,2s2.2p3.(2D*<5/2>).4d,3D*,1,3.0,16.08112,,,4
293,2s2.2p3.(2D*<3/2>).4d,1G*,4,9.0,16.0806911,,,4
294,2s2.2p3.(2D*<3/2>).4d,1D*,2,5.0,16.0846,,,4
295,2s2.2p3.(2D*<3/2>).4d,3S*,1,3.0,16.08529,,,4
296,2s2.2p3.(2D*<3/2>).4d,1F*,3,7.0,16.0853444,,,4
297,2s2.2p3.(2D*).4f,3G,5,11.0,16.0904139,,,4
298,2s2.2p3.(2D*).4f,3H,5,11.0,16.0906592,,,4
299,2s2.2p3.(2D*).4f,3H,6,13.0,16.0906605,,,4
300,2s2.2p3.(2D*).4f,1H,5,11.0,16.093128,,,4
301,2s2.2p3.(2D*<3/2>).4d,3P*,2,5.0,16.1142263,,,4
302,2s2.2p3.(2D*<3/2>).4d,3P*,1,3.0,16.1153897,,,4
303,2s2.2p3.(2D*<3/2>).4d,3P*,0,1.0,16.1160306,,,4
304,2s2.2p3.(2P*).3p,1S,0,1.0,16.2348533,,,3
305,2s2.2p3.(2D*).6s,3D*,3,7.0,16.34787,,,6
306,2s2.2p3.(2D*).6s,3D*,2,5.0,16.34924,,,6
307,2s2.2p3.(2D*).6s,3D*,1,3.0,16.35055,,,6
308,2s2.2p3.(2D*<3/2>).6s,1D*,2,5.0,16.358,,,6
309,2s2.2p3.(2D*<5/2>).5d,3F*,4,9.0,16.3895544,,,5
310,2s2.2p3.(2D*).5d,3G*,4,9.0,16.3904688,,,5
311,2s2.2p3.(2D*).5d,3G*,5,11.0,16.3905122,,,5
312,2s2.2p3.(2D*<5/2>).5d,1P*,1,3.0,16.3911,,,5
313,2s2.2p3.(2D*<5/2>).5d,3D*,3,7.0,16.39113,,,5
314,2s2.2p3.(2D*<5/2>).5d,3D*,2,5.0,16.39242,,,5
315,2s2.2p3.(2D*<5/2>).5d,3D*,1,3.0,16.39296,,,5
316,2s2.2p3.(2D*<3/2>).5d,1G*,4,9.0,16.3929029,,,5
317,2s2.2p3.(2D*<3/2>).5d,3S*,1,3.0,16.39475,,,5
318,2s2.2p3.(2D*<3/2>).5d,1D*,2,5.0,16.3951,,,5
319,2s2.2p3.(2D*<3/2>).5d,1F*,3,7.0,16.396,,,5
320,2s2.2p3.(2D*<3/2>).5d,3P*,2,5.0,16.40449,,,5
321,2s2.2p3.(2D*<3/2>).5d,3P*,1,3.0,16.40512,,,5
322,2s2.2p3.(2D*).7s,3D*,3,7.0,16.53575,,,7
323,2s2.2p3.(2D*).7s,3D*,2,5.0,16.53686,,,7
324,2s2.2p3.(2D*).7s,3D*,1,3.0,16.53828,,,7
325,2s2.2p3.(2D*<3/2>).7s,1D*,2,5.0,16.5421,,,7
326,2s2.2p3.(2D*<5/2>).6d,3D*,3,7.0,16.56017,,,6
327,2s2.2p3.(2D*<5/2>).6d,3D*,1,3.0,16.56017,,,6
328,2s2.2p3.(2D*<5/2>).6d,3D*,2,5.0,16.56017,,,6
329,2s2.2p3.(2D*<5/2>).6d,1P*,1,3.0,16.5604,,,6
330,2s2.2p3.(2D*<3/2>).6d,3S*,1,3.0,16.56155,,,6
331,2s2.2p3.(2D*<3/2>).6d,1D*,2,5.0,16.5627,,,6
332,2s2.2p3.(2D*<3/2>).6d,1F*,3,7.0,16.5632,,,6
333,2s2.2p3.(2D*<3/2>).6d,3P*,2,5.0,16.56702,,,6
334,2s2.2p3.(2D*<3/2>).6d,3P*,1,3.0,16.56757,,,6
335,2s2.2p3.(2D*).8s,3D*,3,7.0,16.64678,,,8
336,2s2.2p3.(2D*).8s,3D*,2,5.0,16.64778,,,8
337,2s2.2p3.(2D*).8s,3D*,1,3.0,16.64923,,,8
338,2s2.2p3.(2D*<3/2>).8s,1D*,2,5.0,16.6517,,,8
339,2s2.2p3.(2D*<5/2>).7d,3D*,1,3.0,16.66162,,,7
340,2s2.2p3.(2D*<5/2>).7d,3D*,2,5.0,16.66162,,,7
341,2s2.2p3.(2D*<5/2>).7d,3D*,3,7.0,16.66162,,,7
342,2s2.2p3.(2D*<5/2>).7d,1P*,1,3.0,16.6619,,,7
343,2s2.2p3.(2D*<3/2>).7d,3S*,1,3.0,16.66379,,,7
344,2s2.2p3.(2D*<3/2>).7d,1F*,3,7.0,16.6646,,,7
345,2s2.2p3.(2D*<3/2>).7d,1D*,2,5.0,16.6646,,,7
346,2s2.2p3.(2D*<3/2>).7d,3P*,2,5.0,16.66613,,,7
347,2s2.2p3.(2D*<3/2>).7d,3P*,1,3.0,16.66676,,,7
348,2s2.2p3.(2D*).9s,3D*,3,7.0,16.71791,,,9
349,2s2.2p3.(2D*).9s,3D*,2,5.0,16.71849,,,9
350,2s2.2p3.(2D*<3/2>).9s,1D*,2,5.0,16.7216,,,9
351,2s2.2p3.(2D*<3/2>).8d,3S*,1,3.0,16.72785,,,8
352,2s2.2p3.(2D*<5/2>).8d,3D*,3,7.0,16.72785,,,8
353,2s2.2p3.(2D*<5/2>).8d,3D*,1,3.0,16.72785,,,8
354,2s2.2p3.(2D*<5/2>).8d,3D*,2,5.0,16.72785,,,8
355,2s2.2p3.(2D*<5/2>).8d,1P*,1,3.0,16.7281,,,8
356,2s2.2p3.(2D*<3/2>).8d,1D*,2,5.0,16.73,,,8
357,2s2.2p3.(2D*<3/2>).8d,1F*,3,7.0,16.73,,,8
358,2s2.2p3.(2D*<3/2>).8d,3P*,2,5.0,16.7309,,,8
359,2s2.2p3.(2D*<3/2>).8d,3P*,1,3.0,16.73131,,,8
360,2s2.2p3.(2D*).10s,3D*,3,7.0,16.76597,,,10
361,2s2.2p3.(2D*).10s,3D*,2,5.0,16.76597,,,10
362,2s2.2p3.(2D*<3/2>).10s,1D*,2,5.0,16.7691,,,10
363,2s2.2p3.(2D*<5/2>).9d,3D*,1,3.0,16.77304,,,9
364,2s2.2p3.(2D*<5/2>).9d,3D*,2,5.0,16.77304,,,9
