,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Lande,Leading percentages,Reference,nQua
423,3d7.(4F<9/2>).5g,2[9/2],5,11.0,14.9040783,9e-07,,                                                                  ,L11793,5
424,3d7.(4F<9/2>).5g,2[9/2],4,9.0,14.9041117,1.5e-06,,                                                                  ,L11793,5
425,3d7.(4F<9/2>).5g,2[15/2],7,15.0,14.9042107,4e-07,,                                                                  ,L11793,5
426,3d7.(4F<9/2>).5g,2[15/2],8,17.0,14.904219,4e-07,,                                                                  ,L11793,5
427,3d7.(4F<9/2>).5g,2[7/2],4,9.0,14.9049201,1.5e-06,,                                                                  ,L11793,5
428,3d7.(4F<9/2>).5g,2[7/2],3,7.0,14.9049536,1e-06,,                                                                  ,L11793,5
429,3d7.(4F<9/2>).5g,2[5/2],3,7.0,14.9057895,6e-07,,                                                                  ,L11793,5
430,3d7.(4F<9/2>).5g,2[5/2],2,5.0,14.9058024,7e-07,,                                                                  ,L11793,5
431,3d7.(4F<9/2>).5g,2[17/2],8,17.0,14.9059844,4e-07,,                                                                  ,L11793,5
432,3d7.(4F<9/2>).5g,2[17/2],9,19.0,14.905986,5e-07,,                                                                  ,L11793,5
433,3d7.(4F<9/2>).5g,2[3/2],2,5.0,14.906455,2.5e-06,,                                                                  ,L11793,5
434,3d7.(4F<9/2>).5g,2[3/2],1,3.0,14.9064699,1.2e-06,,                                                                  ,L11793,5
435,3d7.(4F<9/2>).5g,2[1/2],1,3.0,14.906869,1.9e-06,,                                                                  ,L11793,5
436,3d7.(4F<9/2>).5g,2[1/2],0,1.0,14.9068901,1.9e-06,,                                                                  ,L11793,5
437,3d7.(4F).6d,5G,6,13.0,14.962621,6e-06,,                                                                  ,L7185c115,6
438,3d7.(4F).6d,5H,7,15.0,14.972371,1.1e-05,,                                                                  ,L7185c115,6
439,3d7.(4F).6d,5H,6,13.0,14.982697,9e-06,,                                                                  ,L7185c115,6
440,3d7.(4F).6d,5H,5,11.0,15.082866,1.1e-05,,                                                                  ,L7185c115,6
441,3d7.(4F).6d,5H,4,9.0,15.147032,7e-06,,                                                                  ,L7185c115,6
442,3d7.(4F<7/2>).5g,2[11/2],6,13.0,15.0080464,6e-07,,                                                                  ,L11793,5
443,3d7.(4F<7/2>).5g,2[11/2],5,11.0,15.0080526,7e-07,,                                                                  ,L11793,5
444,3d7.(4F<7/2>).5g,2[9/2],5,11.0,15.0082597,6e-07,,                                                                  ,L11793,5
445,3d7.(4F<7/2>).5g,2[9/2],4,9.0,15.0082678,4e-07,,                                                                  ,L11793,5
446,3d7.(4F<7/2>).5g,2[13/2],7,15.0,15.00845398,2.5e-07,,                                                                  ,L11793,5
447,3d7.(4F<7/2>).5g,2[13/2],6,13.0,15.0084547,4e-07,,                                                                  ,L11793,5
448,3d7.(4F<7/2>).5g,2[7/2],4,9.0,15.0088236,7e-07,,                                                                  ,L11793,5
449,3d7.(4F<7/2>).5g,2[7/2],3,7.0,15.0088248,1e-06,,                                                                  ,L11793,5
450,3d7.(4F<7/2>).5g,2[5/2],2,5.0,15.0094946,1.2e-06,,                                                                  ,L11793,5
451,3d7.(4F<7/2>).5g,2[5/2],3,7.0,15.0095129,6e-07,,                                                                  ,L11793,5
452,3d7.(4F<7/2>).5g,2[15/2],7,15.0,15.00987695,2.5e-07,,                                                                  ,L11793,5
453,3d7.(4F<7/2>).5g,2[15/2],8,17.0,15.00987769,2.5e-07,,                                                                  ,L11793,5
454,3d7.(4F<7/2>).5g,2[3/2],2,5.0,15.0101616,1.1e-06,,                                                                  ,L11793,5
455,3d7.(4F<7/2>).5g,2[3/2],1,3.0,15.0101819,1.5e-06,,                                                                  ,L11793,5
456,3d7.(4F<7/2>).5g,2[1/2],1,3.0,15.0106651,9e-07,,                                                                  ,L11793,5
457,3d7.(4F).6d,3H,6,13.0,15.077949,6e-06,,                                                                  ,L7185c115,6
458,3d7.(4F<5/2>).5g,2[9/2],5,11.0,15.0839144,5e-07,,                                                                  ,L11793,5
459,3d7.(4F<5/2>).5g,2[9/2],4,9.0,15.0839214,6e-07,,                                                                  ,L11793,5
460,3d7.(4F<5/2>).5g,2[11/2],6,13.0,15.0840054,9e-07,,                                                                  ,L11793,5
461,3d7.(4F<5/2>).5g,2[11/2],5,11.0,15.0840095,6e-07,,                                                                  ,L11793,5
462,3d7.(4F<5/2>).5g,2[7/2],3,7.0,15.0842982,2.5e-06,,                                                                  ,L11793,5
463,3d7.(4F<5/2>).5g,2[7/2],4,9.0,15.0843014,1.9e-06,,                                                                  ,L11793,5
464,3d7.(4F<5/2>).5g,2[5/2],2,5.0,15.084979,3e-06,,                                                                  ,L11793,5
465,3d7.(4F<5/2>).5g,2[5/2],3,7.0,15.0849835,9e-07,,                                                                  ,L11793,5
466,3d7.(4F<5/2>).5g,2[13/2],6,13.0,15.085285,4e-07,,                                                                  ,L11793,5
467,3d7.(4F<5/2>).5g,2[13/2],7,15.0,15.08528922,2.5e-07,,                                                                  ,L11793,5
468,3d7.(4F<3/2>).5g,2[9/2],4,9.0,15.1350957,4e-07,,                                                                  ,L11793,5
469,3d7.(4F<3/2>).5g,2[9/2],5,11.0,15.1350959,4e-07,,                                                                  ,L11793,5
470,3d7.(4F<3/2>).5g,2[7/2],3,7.0,15.1356577,7e-07,,                                                                  ,L11793,5
471,3d7.(4F<3/2>).5g,2[7/2],4,9.0,15.1356598,5e-07,,                                                                  ,L11793,5
472,3d7.(4F<3/2>).5g,2[11/2],5,11.0,15.1368802,4e-07,,                                                                  ,L11793,5
473,3d7.(4F<3/2>).5g,2[11/2],6,13.0,15.136881,7e-07,,                                                                  ,L11793,5
474,3d7.(4F<3/2>).5g,2[5/2],3,7.0,15.137371,4e-06,,                                                                  ,L11793,5
475,3d7.(4F<3/2>).5g,2[5/2],2,5.0,15.137378,4e-06,,                                                                  ,L11793,5
476,3d7.(4F).7d,5H,7,15.0,15.612177,1.1e-05,,                                                                  ,L7185c115,7
477,3d7.(4F).7d,5H,6,13.0,15.61823,6e-05,,                                                                  ,L7185,7
478,Limit,NaN,NaN,NaN,17.0844,0.0012,NaN,NaN,NaN,NaN
