,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Lande,Leading percentages,Reference,nQua
47,3d7.(2F).4s,a 1F,3,7.0,5.466559,1e-05,,                                                                  ,L7185c115,4
48,3d7.(4F).4p,z 5F*,5,11.0,5.60380197,1.2e-07,1.386,  96                        :     3  3d7.(4F).4p         5G*      ,"L9429,L7185",4
49,3d7.(4F).4p,z 5F*,4,9.0,5.62624844,1.2e-07,1.42,  59                        :    36  3d7.(4F).4p         5D*      ,"L9429,L7185",4
50,3d7.(4F).4p,z 5F*,3,7.0,5.69980603,1.2e-07,1.3,  75                        :    21  3d7.(4F).4p         5D*      ,"L9429,L7185",4
51,3d7.(4F).4p,z 5F*,2,5.0,5.75940077,2.5e-07,1.062,  86                        :    11  3d7.(4F).4p         5D*      ,"L9429,L7185",4
52,3d7.(4F).4p,z 5F*,1,3.0,5.80077542,2.5e-07,0.0,  95                        :     4  3d7.(4F).4p         5D*      ,"L9429,L7185",4
53,3d7.(4F).4p,z 5D*,4,9.0,5.74305123,1.2e-07,1.447,  58                        :    35  3d7.(4F).4p         5F*      ,"L9429,L7185",4
54,3d7.(4F).4p,z 5D*,3,7.0,5.83210573,1.2e-07,1.442,  73                        :    20  3d7.(4F).4p         5F*      ,"L9429,L7185",4
55,3d7.(4F).4p,z 5D*,2,5.0,5.8938821,2.5e-07,1.468,  83                        :    11  3d7.(4F).4p         5F*      ,"L9429,L7185",4
56,3d7.(4F).4p,z 5D*,1,3.0,5.93249276,1.2e-07,1.436,  90                        :     5  3d7.(4P).4p         5D*      ,"L9429,L7185",4
57,3d7.(4F).4p,z 5D*,0,1.0,5.95069525,2.5e-07,,  94                        :     6  3d7.(4P).4p         5D*      ,L9429,4
58,3d7.(4F).4p,z 5G*,6,13.0,5.83698934,2.5e-07,1.33, 100                                                              ,"L9429,L7185",4
59,3d7.(4F).4p,z 5G*,5,11.0,5.87013664,1.2e-07,1.26,  76                        :    20  3d7.(4F).4p         3G*      ,"L9429,L7185",4
60,3d7.(4F).4p,z 5G*,4,9.0,5.9273737,2.5e-07,1.154,  85                        :    10  3d7.(4F).4p         3G*      ,"L9429,L7185",4
61,3d7.(4F).4p,z 5G*,3,7.0,5.9699557,1.2e-07,0.927,  92                        :     4  3d7.(4F).4p         3G*      ,"L9429,L7185",4
62,3d7.(4F).4p,z 5G*,2,5.0,5.99940219,1.2e-07,0.341,  97                        :     2  3d7.(4F).4p         5F*      ,"L9429,L7185",4
63,3d7.(4F).4p,z 3G*,5,11.0,6.02018319,1.2e-07,1.194,  78                        :    21  3d7.(4F).4p         5G*      ,"L9429,L7185",4
64,3d7.(4F).4p,z 3G*,4,9.0,6.11840992,1.2e-07,1.11,  65                        :    27  3d7.(4F).4p         3F*      ,"L9429,L7185",4
65,3d7.(4F).4p,z 3G*,3,7.0,6.2037165,1.2e-07,0.8,  82                        :    14  3d7.(4F).4p         3F*      ,"L9429,L7185",4
66,3d7.(4F).4p,z 3F*,4,9.0,6.16172739,1.2e-07,1.19,  68                        :    24  3d7.(4F).4p         3G*      ,"L9429,L7185",4
67,3d7.(4F).4p,z 3F*,3,7.0,6.24653767,1.2e-07,1.055,  76                        :    14  3d7.(4F).4p         3G*      ,"L9429,L7185",4
68,3d7.(4F).4p,z 3F*,2,5.0,6.31257177,1.2e-07,0.688,  93                        :     3  3d7.(2G).4p         3F*      ,"L9429,L7185",4
69,3d7.(4F).4p,z 3D*,3,7.0,6.38670726,1.2e-07,1.32,  91                        :     5  3d7.(4F).4p         3F*      ,"L9429,L7185",4
70,3d7.(4F).4p,z 3D*,2,5.0,6.47566059,1.2e-07,1.161,  93                        :     2  3d7.(4F).4p         3F*      ,"L9429,L7185",4
71,3d7.(4F).4p,z 3D*,1,3.0,6.53206212,1.2e-07,0.5,  95                                                              ,"L9429,L7185",4
72,3d7.(4P).4p,z 5S*,2,5.0,6.94441385,2.5e-07,2.01,  99                                                              ,"L9429,L7185",4
73,3d7.(2D1).4s,3D,1,3.0,7.484,0.004,,                                                                  ,L18301,4
74,3d7.(2D1).4s,3D,2,5.0,7.507,0.004,,                                                                  ,L18301,4
75,3d7.(2D1).4s,3D,3,7.0,7.547,0.004,,                                                                  ,L18301,4
76,3d7.(4P).4p,y 5D*,3,7.0,7.5928848,2.5e-07,1.505,  88                        :     4  3d7.(4F).4p         5D*      ,"L9429,L7185",4
77,3d7.(4P).4p,y 5D*,2,5.0,7.5953115,4e-07,1.502,  86                        :     5  3d7.(4F).4p         5D*      ,"L9429,L7185",4
78,3d7.(4P).4p,y 5D*,1,3.0,7.6064638,4e-07,1.51,  86                        :     5  3d7.(4F).4p         5D*      ,"L9429,L7185",4
79,3d7.(4P).4p,y 5D*,4,9.0,7.61117297,2.5e-07,1.51,  95                        :     4  3d7.(4F).4p         5D*      ,"L9429,L7185",4
80,3d7.(4P).4p,y 5D*,0,1.0,7.6198362,5e-07,,  91                        :     5  3d7.(4F).4p         5D*      ,L9429,4
81,3d7.(4P).4p,z 3S*,1,3.0,7.74158302,1.2e-07,2.06,  54                        :    19  3d7.(4P).4p         5P*      ,"L9429,L7185",4
82,3d7.(2G).4p,z 3H*,5,11.0,7.84902872,1.2e-07,1.03,  72                        :    17  3d7.(2G).4p         1H*      ,"L9429,L7185",4
83,3d7.(2G).4p,z 3H*,6,13.0,7.88507217,2.5e-07,1.16,  97                                                              ,"L9429,L7185",4
84,3d7.(2G).4p,z 3H*,4,9.0,7.90928888,1.2e-07,0.86,  83                        :    10  3d7.(2G).4p         3F*      ,"L9429,L7185",4
85,3d7.(4P).4p,z 5P*,3,7.0,7.85369635,1.2e-07,1.67,  93                        :     2  3d7.(2P).4p         3D*      ,"L9429,L7185",4
86,3d7.(4P).4p,z 5P*,2,5.0,7.85654799,2.5e-07,1.697,  74                        :    15  3d7.(4P).4p         3D*      ,"L9429,L7185",4
87,3d7.(4P).4p,z 5P*,1,3.0,7.8934778,1.2e-07,2.377,  74                        :    21  3d7.(4P).4p         3S*      ,"L9429,L7185",4
88,3d7.(2G).4p,y 3F*,4,9.0,7.87425876,1.2e-07,1.152,  58                        :    13  3d7.(2G).4p         3G*      ,"L9429,L7185",4
89,3d7.(2G).4p,y 3F*,3,7.0,7.97962921,2.5e-07,1.06,  81                        :    12  3d7.(2G).4p         3G*      ,"L9429,L7185",4
90,3d7.(2G).4p,y 3F*,2,5.0,8.06107009,2.5e-07,0.78,  77                        :    10  3d7.(4P).4p         3P*      ,"L9429,L7185",4
91,3d7.(4P).4p,y 3D*,3,7.0,7.88378161,1.2e-07,1.35,  88                        :     4  3d7.(4P).4p         5D*      ,"L9429,L7185",4
92,3d7.(4P).4p,y 3D*,2,5.0,7.88737753,1.2e-07,1.32,  63                        :    19  3d7.(4P).4p         5P*      ,"L9429,L7185",4
93,3d7.(4P).4p,y 3D*,1,3.0,7.91827191,2.5e-07,0.58,  80                        :     9  3d7.(2P).4p         3D*      ,"L9429,L7185",4
94,3d7.(2D1).4s,1D,2,5.0,7.923,0.004,,                                                                  ,L18301,4
95,3d7.(2G).4p,z 1G*,4,9.0,7.98475087,1.2e-07,1.07,  51                        :    25  3d7.(2G).4p         3F*      ,"L9429,L7185",4
96,3d7.(2G).4p,y 3G*,5,11.0,8.00959966,1.2e-07,1.16,  79                        :    17  3d7.(2G).4p         1H*      ,"L9429,L7185",4
97,3d7.(2G).4p,y 3G*,4,9.0,8.07807155,1.2e-07,1.06,  73                        :    13  3d7.(2G).4p         1G*      ,"L9429,L7185",4
98,3d7.(2G).4p,y 3G*,3,7.0,8.0806281,1.2e-07,0.78,  84                        :    12  3d7.(2G).4p         3F*      ,"L9429,L7185",4
99,3d7.(2P).4p,z 3P*,0,1.0,8.01006448,2.5e-07,,  58                        :    15  3d7.(4P).4p         3P*      ,L9429,4
100,3d7.(2P).4p,z 3P*,1,3.0,8.06250794,1.2e-07,1.49,  64                        :    12  3d7.(2D1).4p        3P*      ,"L9429,L7185",4
101,3d7.(2P).4p,z 3P*,2,5.0,8.10960371,1.2e-07,1.5,  31                        :    45  3d7.(4P).4p         3P*      ,"L9429,L7185",4
102,3d7.(4P).4p,y 3P*,2,5.0,8.04838837,1.2e-07,1.43,  35                        :    33  3d7.(2P).4p         3P*      ,"L9429,L7185",4
103,3d7.(4P).4p,y 3P*,0,1.0,8.1224517,4e-07,,  62                        :    22  3d7.(2P).4p         3P*      ,L9429,4
104,3d7.(4P).4p,y 3P*,1,3.0,8.14046139,1.2e-07,1.5,  88                        :     5  3d7.(2P).4p         3P*      ,"L9429,L7185",4
105,3d7.(2G).4p,z 1H*,5,11.0,8.05370134,1.2e-07,1.05,  63                        :    25  3d7.(2G).4p         3H*      ,"L9429,L7185",4
106,3d7.(2G).4p,z 1F*,3,7.0,8.18514505,1.2e-07,1.01,  75                        :    12  3d7.(2D1).4p        1F*      ,"L9429,L7185",4
107,3d7.(2P).4p,z 1D*,2,5.0,8.332886,4e-07,1.05,  47                        :    13  3d7.(2P).4p         3D*      ,"L9429,L7185",4
108,3d7.(2P).4p,x 3D*,3,7.0,8.37191162,2.5e-07,1.33,  84                        :     5  3d7.(2D1).4p        3F*      ,"L9429,L7185",4
109,3d7.(2P).4p,x 3D*,1,3.0,8.4091525,2.5e-07,0.56,  74                        :     9  3d7.(4P).4p         3D*      ,"L9429,L7185",4
110,3d7.(2P).4p,x 3D*,2,5.0,8.42340833,1.2e-07,1.15,  65                        :    18  3d7.(2P).4p         1D*      ,"L9429,L7185",4
111,3d7.(2P).4p,1S*,0,1.0,8.41988259,2.5e-07,,  79                        :    20  3d7.(4P).4p         3P*      ,L9429,4
112,3d7.(2H).4p,x 3G*,5,11.0,8.45609577,1.2e-07,1.18,  94                        :     3  3d7.(2F).4p         3G*      ,"L9429,L7185",4
113,3d7.(2H).4p,x 3G*,4,9.0,8.53549724,2.5e-07,1.05,  92                        :     3  3d7.(2F).4p         3G*      ,"L9429,L7185",4
114,3d7.(2H).4p,x 3G*,3,7.0,8.59907782,2.5e-07,0.78,  88                        :     3  3d7.(2F).4p         3G*      ,"L9429,L7185",4
115,3d7.(2H).4p,z 3I*,6,13.0,8.46949859,1.2e-07,1.02,  66                        :    32  3d7.(2H).4p         1I*      ,"L9429,L7185",4
116,3d7.(2H).4p,z 3I*,7,15.0,8.50707932,2.5e-07,1.14, 100                                                              ,"L9429,L7185",4
117,3d7.(2H).4p,z 3I*,5,11.0,8.53376431,2.5e-07,0.81,  97                        :     2  3d7.(2G).4p         1H*      ,"L9429,L7185",4
118,3d7.(2D2).4p,w 3D*,3,7.0,8.5623404,4e-07,1.31,  67                        :    20  3d7.(2D2).4p        3D*      ,"L9429,L7185",4
119,3d7.(2D2).4p,w 3D*,1,3.0,8.5942222,4e-07,0.75,  34                        :    39  3d7.(2P).4p         1P*      ,"L9429,L7185",4
120,3d7.(2D2).4p,w 3D*,2,5.0,8.63389048,2.5e-07,1.16,  58                        :    17  3d7.(2D2).4p        3D*      ,"L9429,L7185",4
121,3d7.(2H).4p,z 1I*,6,13.0,8.63146931,1.2e-07,1.02,  66                        :    32  3d7.(2H).4p         3I*      ,"L9429,L7185",4
122,3d7.(2D2).4p,x 3F*,4,9.0,8.70194937,2.5e-07,1.26,  77                        :    21  3d7.(2D2).4p        3F*      ,"L9429,L7185",4
123,3d7.(2D2).4p,x 3F*,3,7.0,8.7356214,5e-07,1.09,  60                        :    15  3d7.(2D2).4p        3F*      ,"L9429,L7185",4
124,3d7.(2D2).4p,x 3F*,2,5.0,8.7749654,2.5e-07,0.78,  64                        :    15  3d7.(2D2).4p        3F*      ,"L9429,L7185",4
125,3d7.(2P).4p,y 3S*,1,3.0,8.71186315,2.5e-07,,  75                        :    13  3d7.(4P).4p         3S*      ,L9429,4
126,3d7.(2P).4p,z 1P*,1,3.0,8.78515492,2.5e-07,0.9,  43                        :    26  3d7.(2D1).4p        3D*      ,"L9429,L7185",4
127,3d7.(2H).4p,y 3H*,6,13.0,8.85292357,1.2e-07,1.16,  98                                                              ,"L9429,L7185",4
128,3d7.(2H).4p,y 3H*,5,11.0,8.89003402,1.2e-07,,  96                        :     2  3d7.(2H).4p         1H*      ,L9429,4
129,3d7.(2H).4p,y 3H*,4,9.0,8.92796723,1.2e-07,0.7,  95                        :     2  3d7.(2H).4p         1G*      ,"L9429,L7185",4
130,3d7.(2D2).4p,x 3P*,2,5.0,8.9078234,4e-07,,  49                        :    14  3d7.(2D2).4p        3P*      ,L9429,4
131,3d7.(2D2).4p,x 3P*,1,3.0,9.0687421,4e-07,,  56                        :    14  3d7.(2D2).4p        3P*      ,L9429,4
132,3d7.(2D2).4p,x 3P*,0,1.0,9.1094329,6e-07,,  64                        :    17  3d7.(2P).4p         3P*      ,L9429,4
133,3d7.(2D2).4p,y 1F*,3,7.0,8.99320722,2.5e-07,1.04,  57                        :    16  3d7.(2D2).4p        1F*      ,"L9429,L7185",4
134,3d7.(2D2).4p,y 1D*,2,5.0,9.0079637,9e-07,,  44                        :    16  3d7.(2P).4p         1D*      ,L9429,4
135,3d7.(2H).4p,y 1G*,4,9.0,9.06907725,2.5e-07,1.04,  75                        :    22  3d7.(2G3).4p        1G*      ,"L9429,L7185",4
136,3d7.(2H).4p,y 1H*,5,11.0,9.22154694,1.2e-07,1.03,  97                        :     2  3d7.(2H).4p         3H*      ,"L9429,L7185",4
137,3d7.(2D2).4p,y 1P*,1,3.0,9.239664,5e-07,1.03,  72                        :    14  3d7.(2D2).4p        1P*      ,"L9429,L7185",4
138,3d6.(5D).4s.4p,x 5D*,4,9.0,9.955784,2.1e-05,,                                                                  ,L7185c115,4
139,3d6.(5D).4s.4p,x 5D*,3,7.0,9.98606,3e-05,,                                                                  ,L7185c115,4
140,3d6.(5D).4s.4p,x 5D*,2,5.0,10.016514,1.9e-05,,                                                                  ,L7185c115,4
141,3d6.(5D).4s.4p,x 5D*,1,3.0,10.03916,4e-05,,                                                                  ,L7185c115,4
142,3d6.(5D).4s.4p,x 5D*,0,1.0,10.05095,4e-05,,                                                                  ,L7185c115,4
143,3d6.(5D).4s.4p,y 5F*,5,11.0,10.163016,1.5e-05,,                                                                  ,L7185c115,4
144,3d6.(5D).4s.4p,y 5F*,4,9.0,10.209254,1.2e-05,,                                                                  ,L7185c115,4
145,3d6.(5D).4s.4p,y 5F*,3,7.0,10.244481,1.1e-05,,                                                                  ,L7185c115,4
146,3d6.(5D).4s.4p,y 5F*,2,5.0,10.269602,1.9e-05,,                                                                  ,L7185c115,4
147,3d6.(5D).4s.4p,y 5F*,1,3.0,10.28573,4e-05,,                                                                  ,L7185c115,4
148,3d7.(2F).4p,w 3G*,3,7.0,10.3044045,9e-07,,  87                        :     7  3d7.(2F).4p         3F*      ,L9429c117,4
149,3d7.(2F).4p,w 3G*,4,9.0,10.3401165,9e-07,,  84                        :    10  3d7.(2F).4p         3F*      ,L9429c117,4
150,3d7.(2F).4p,w 3G*,5,11.0,10.3995253,2.4e-06,,  96                        :     3  3d7.(2H).4p         3G*      ,L9429c117,4
151,3d7.(2F).4p,w 3F*,3,7.0,10.397663,1.1e-05,,  86                        :     7  3d7.(2F).4p         3G*      ,L9429c117,4
152,3d7.(2F).4p,w 3F*,4,9.0,10.4321071,1e-06,,  78                        :    11  3d7.(2F).4p         3G*      ,L9429c117,4
153,3d7.(4F).5s,e 5F,5,11.0,10.41643089,2.5e-07,, 100                                                              ,L9429,5
154,3d7.(4F).5s,e 5F,4,9.0,10.48743503,2.5e-07,1.32,  86                        :    14  3d7.(4F).5s         3F       ,"L9429,L7185",5
155,3d7.(4F).5s,e 5F,3,7.0,10.5594422,2.5e-07,1.29,  93                        :     7  3d7.(4F).5s         3F       ,"L9429,L7185",5
156,3d7.(4F).5s,e 5F,2,5.0,10.61257253,2.5e-07,1.0,  97                        :     2  3d7.(4F).5s         3F       ,"L9429,L7185",5
157,3d7.(4F).5s,e 5F,1,3.0,10.6473006,5e-07,, 100                                                              ,L9429,5
158,3d7.(2F).4p,v 3D*,3,7.0,10.4415404,1.9e-06,,  89                        :     4  3d7.(2F).4p         3F*      ,L9429c117,4
159,3d7.(2F).4p,v 3D*,2,5.0,10.4635935,1.1e-06,,  89                        :     6  3d7.(2F).4p         1D*      ,L9429c117,4
160,3d7.(2F).4p,v 3D*,1,3.0,10.4666902,1.9e-06,,  95                        :     3  3d7.(2D2).4p        3D*      ,L9429c117,4
161,3d6.(5D).4s.4p,y 5P*,3,7.0,10.544089,1.7e-05,,                                                                  ,L7185c115,4
162,3d6.(5D).4s.4p,y 5P*,2,5.0,10.626971,2.2e-05,,                                                                  ,L7185c115,4
163,3d6.(5D).4s.4p,y 5P*,1,3.0,10.67923,2.2e-05,,                                                                  ,L7185c115,4
164,3d7.(4F).5s,e 3F,4,9.0,10.59837869,2.5e-07,1.26,  86                        :    14  3d7.(4F).5s         5F       ,"L9429,L7185",5
165,3d7.(4F).5s,e 3F,3,7.0,10.70562701,2.5e-07,1.09,  93                        :     7  3d7.(4F).5s         5F       ,"L9429,L7185",5
166,3d7.(4F).5s,e 3F,2,5.0,10.7792048,4e-07,0.68,  97                        :     2  3d7.(4F).5s         5F       ,"L9429,L7185",5
167,3d6.(5D).4s.4p,u 3D*,3,7.0,10.784289,2.1e-05,,                                                                  ,L7185c115,4
168,3d6.(5D).4s.4p,u 3D*,2,5.0,10.847384,2e-05,,                                                                  ,L7185c115,4
169,3d6.(5D).4s.4p,u 3D*,1,3.0,10.8917,4e-05,,                                                                  ,L7185c115,4
170,3d6.(5D).4s.4p,v 3F*,4,9.0,10.80056,3e-05,,                                                                  ,L7185c115,4
171,3d6.(5D).4s.4p,v 3F*,3,7.0,10.89773,3e-05,,                                                                  ,L7185c115,4
172,3d6.(5D).4s.4p,v 3F*,2,5.0,10.96239,4e-05,,                                                                  ,L7185c115,4
173,3d7.(2F).4p,x 1F*,3,7.0,10.865099,1e-05,1.0,                                                                  ,"L4687c116,L9429,L7185",4
174,3d7.(4F).4d,f 5F,5,11.0,11.15008073,2.5e-07,,  86                        :    13  3d7.(4F).4d         5G       ,L9429,4
175,3d7.(4F).4d,f 5F,4,9.0,11.18327092,1.2e-07,,  69                        :    21  3d7.(4F).4d         5D       ,L9429,4
176,3d7.(4F).4d,f 5F,3,7.0,11.25197094,2.5e-07,,  45                        :    36  3d7.(4F).4d         5P       ,L9429,4
177,3d7.(4F).4d,f 5F,2,5.0,11.2785437,4e-07,,  57                        :    22  3d7.(4F).4d         5D       ,L9429,4
178,3d7.(4F).4d,f 5F,1,3.0,11.3270714,5e-07,,  85                        :    10  3d7.(4F).4d         5D       ,L9429,4
179,3d7.(4F).4d,e 5G,6,13.0,11.1961173,1.2e-07,,  93                        :     7  3d7.(4F).4d         5H       ,L9429,4
180,3d7.(4F).4d,e 5G,5,11.0,11.24505237,1.2e-07,,  49                        :    34  3d7.(4F).4d         3G       ,L9429,4
181,3d7.(4F).4d,e 5G,4,9.0,11.3263136,1.2e-07,,  27                        :    26  3d7.(4F).4d         5D       ,L9429,4
182,3d7.(4F).4d,e 5G,3,7.0,11.36530142,2.5e-07,,  50                        :    20  3d7.(4F).4d         3D       ,L9429,4
183,3d7.(4F).4d,e 5G,2,5.0,11.397742,4e-07,,  72                        :    13  3d7.(4F).4d         3D       ,L9429,4
184,3d7.(4F).4d,e 5P,3,7.0,11.2161796,4e-07,,  50                        :    24  3d7.(4F).4d         5D       ,L9429,4
185,3d7.(4F).4d,e 5P,2,5.0,11.3352272,2.5e-07,,  62                        :    23  3d7.(4F).4d         5F       ,L9429,4
186,3d7.(4F).4d,e 5P,1,3.0,11.3981257,5e-07,,  59                        :    31  3d7.(4F).4d         5D       ,L9429,4
187,3d7.(4F).4d,e 5H,7,15.0,11.24138616,2.5e-07,, 100                                                              ,L9429,4
188,3d7.(4F).4d,e 5H,6,13.0,11.2795294,1.2e-07,,  50                        :    47  3d7.(4F).4d         3H       ,L9429,4
189,3d7.(4F).4d,e 5H,5,11.0,11.36271127,2.5e-07,,  74                        :    16  3d7.(4F).4d         3H       ,L9429,4
190,3d7.(4F).4d,e 5H,4,9.0,11.42150371,2.5e-07,,  83                        :     7  3d7.(4F).4d         3G       ,L9429,4
191,3d7.(4F).4d,e 5H,3,7.0,11.45688372,2.5e-07,,  70                        :    17  3d7.(4F).4d         3G       ,L9429,4
192,3d7.(4F).4d,e 5D,4,9.0,11.28869072,1.2e-07,,  52                        :    36  3d7.(4F).4d         5G       ,L9429,4
193,3d7.(4F).4d,e 5D,3,7.0,11.40138467,2.5e-07,,  57                        :    12  3d7.(4F).4d         5F       ,L9429,4
194,3d7.(4F).4d,e 5D,0,1.0,11.441945,5e-07,,  99                                                              ,L9429,4
195,3d7.(4F).4d,e 5D,2,5.0,11.44589487,2.5e-07,,  57                        :    20  3d7.(4F).4d         3D       ,L9429,4
196,3d7.(4F).4d,e 5D,1,3.0,11.4565367,5e-07,,  50                        :    37  3d7.(4F).4d         5P       ,L9429,4
197,3d7.(4F).4d,e 3G,5,11.0,11.32309646,1.2e-07,,  56                        :    31  3d7.(4F).4d         5G       ,L9429,4
198,3d7.(4F).4d,e 3G,4,9.0,11.39640435,1.2e-07,,  63                        :    23  3d7.(4F).4d         5G       ,L9429,4
199,3d7.(4F).4d,e 3G,3,7.0,11.47101544,2.5e-07,,  72                        :    23  3d7.(4F).4d         5H       ,L9429,4
200,3d7.(4F).4d,e 3D,3,7.0,11.33320886,1.2e-07,,  56                        :    21  3d7.(4F).4d         5G       ,L9429,4
201,3d7.(4F).4d,e 3D,2,5.0,11.41211476,2.5e-07,,  52                        :    18  3d7.(4F).4d         5G       ,L9429,4
202,3d7.(4F).4d,e 3D,1,3.0,11.485877,4e-07,,  87                        :     9  3d7.(4F).4d         5D       ,L9429,4
203,3d7.(4F).4d,e 3H,6,13.0,11.35986063,1.2e-07,,  52                        :    44  3d7.(4F).4d         5H       ,L9429,4
204,3d7.(4F).4d,e 3H,5,11.0,11.4510789,2.5e-07,,  74                        :    18  3d7.(4F).4d         5H       ,L9429,4
