,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Leading percentages,Reference,nQua
18,2s2.2p5.(2P*<3/2>).3d,2[3/2]*,1,3.0,41.131145,1.2e-05,  52     or  :    59  2p5.3d            1P*     ,,3
19,2s2.2p5.(2P*<3/2>).3d,2[7/2]*,4,9.0,41.054025,1.2e-05, 100     or  :   100  2p5.3d            3F*     ,,3
20,2s2.2p5.(2P*<3/2>).3d,2[7/2]*,3,7.0,41.061918,1.2e-05,  99     or  :    53  2p5.3d            3F*     ,,3
21,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,2,5.0,41.100329,1.2e-05,  68     or  :    68  2p5.4s            3P*     ,,4
22,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,1,3.0,41.147123,1.2e-05,  63     or  :    48  2p5.4s            3P*     ,,4
23,2s2.2p5.(2P*<3/2>).3d,2[5/2]*,2,5.0,41.121292,1.2e-05,  88     or  :    57  2p5.3d            3F*     ,,3
24,2s2.2p5.(2P*<3/2>).3d,2[5/2]*,3,7.0,41.126538,1.2e-05,  89     or  :    46  2p5.3d            3D*     ,,3
25,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,0,1.0,41.250796,1.2e-05,  97     or  :    97  2p5.4s            3P*     ,,4
26,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,1,3.0,41.300096,1.2e-05,  79     or  :    58  2p5.4s            1P*     ,,4
27,2s2.2p5.(2P*<1/2>).3d,2[5/2]*,2,5.0,41.262215,1.2e-05,  88     or  :    43  2p5.3d            3F*     ,,3
28,2s2.2p5.(2P*<1/2>).3d,2[5/2]*,3,7.0,41.26714,1.2e-05,  89     or  :    54  2p5.3d            3D*     ,,3
29,2s2.2p5.(2P*<1/2>).3d,2[3/2]*,2,5.0,41.282097,1.2e-05,  85     or  :    51  2p5.3d            3D*     ,,3
30,2s2.2p5.(2P*<1/2>).3d,2[3/2]*,1,3.0,41.30694,1.2e-05,  83     or  :    61  2p5.3d            3D*     ,,3
31,2s2.2p5.(2P*<3/2>).4p,2[1/2],1,3.0,42.18436,6e-05,  87     or  :    94  2p5.4p            3S      ,,4
32,2s2.2p5.(2P*<3/2>).4p,2[5/2],3,7.0,42.3103,6e-05, 100     or  :   100  2p5.4p            3D      ,,4
33,2s2.2p5.(2P*<3/2>).4p,2[5/2],2,5.0,42.33536,6e-05,  81     or  :    70  2p5.4p            3D      ,,4
34,2s2.2p5.(2P*<3/2>).4p,2[3/2],2?,5.0,42.39107,6e-05,  83     or  :    67  2p5.4p            3P      ,,4
35,2s2.2p5.(2P*<1/2>).4p,2[3/2],1,3.0,42.49417,6e-05,  94     or  :    62  2p5.4p            3D      ,,4
36,2s2.2p5.(2P*<1/2>).4p,2[1/2],1,3.0,42.52298,6e-05,  87     or  :    64  2p5.4p            3P      ,,4
37,2s2.2p5.(2P*<3/2>).4d,2[1/2]*,0,1.0,43.76268,6e-05,                                                ,,4
38,2s2.2p5.(2P*<3/2>).4d,2[1/2]*,1,3.0,43.7705,6e-05,                                                ,,4
39,2s2.2p5.(2P*<3/2>).4d,2[3/2]*,2,5.0,43.78524,6e-05,                                                ,,4
40,2s2.2p5.(2P*<3/2>).4d,2[3/2]*,1,3.0,43.84089,6e-05,                                                ,,4
41,2s2.2p5.(2P*<3/2>).4d,2[7/2]*,4,9.0,43.79154,6e-05,                                                ,,4
42,2s2.2p5.(2P*<3/2>).4d,2[7/2]*,3,7.0,43.79623,6e-05,                                                ,,4
43,2s2.2p5.(2P*<3/2>).4d,2[5/2]*,2,5.0,43.82385,6e-05,                                                ,,4
44,2s2.2p5.(2P*<3/2>).4d,2[5/2]*,3,7.0,43.82641,6e-05,                                                ,,4
45,2s2.2p5.(2P*<3/2>).5s,2[3/2]*,2,5.0,43.83296,6e-05,                                                ,,5
46,2s2.2p5.(2P*<3/2>).5s,2[3/2]*,1,3.0,43.8556,6e-05,                                                ,,5
47,2s2.2p5.(2P*<3/2>).4f,2[3/2],1,3.0,43.870225,1.2e-05,                                                ,,4
48,2s2.2p5.(2P*<3/2>).4f,2[3/2],2,5.0,43.870375,1.2e-05,                                                ,,4
49,2s2.2p5.(2P*<3/2>).4f,2[9/2],5,11.0,43.875668,1.2e-05,                                                ,,4
50,2s2.2p5.(2P*<3/2>).4f,2[9/2],4,9.0,43.875672,1.2e-05,                                                ,,4
51,2s2.2p5.(2P*<3/2>).4f,2[5/2],3,7.0,43.881208,1.2e-05,                                                ,,4
52,2s2.2p5.(2P*<3/2>).4f,2[5/2],2,5.0,43.881317,1.2e-05,                                                ,,4
53,2s2.2p5.(2P*<3/2>).4f,2[7/2],3,7.0,43.886987,1.2e-05,                                                ,,4
54,2s2.2p5.(2P*<3/2>).4f,2[7/2],4,9.0,43.887013,1.2e-05,                                                ,,4
55,2s2.2p5.(2P*<1/2>).4d,2[5/2]*,2,5.0,43.95566,6e-05,                                                ,,4
56,2s2.2p5.(2P*<1/2>).4d,2[5/2]*,3,7.0,43.95974,6e-05,                                                ,,4
57,2s2.2p5.(2P*<1/2>).4d,2[3/2]*,2,5.0,43.97806,6e-05,                                                ,,4
58,2s2.2p5.(2P*<1/2>).4d,2[3/2]*,1,3.0,43.99908,6e-05,                                                ,,4
59,2s2.2p5.(2P*<1/2>).5s,2[1/2]*,0,1.0,43.99701,6e-05,                                                ,,5
60,2s2.2p5.(2P*<1/2>).5s,2[1/2]*,1,3.0,44.01412,6e-05,                                                ,,5
61,2s2.2p5.(2P*<1/2>).4f,2[7/2],3,7.0,44.049216,1.2e-05,                                                ,,4
62,2s2.2p5.(2P*<1/2>).4f,2[7/2],4,9.0,44.04925,1.2e-05,                                                ,,4
63,2s2.2p5.(2P*<1/2>).4f,2[5/2],3,7.0,44.049565,1.2e-05,                                                ,,4
64,2s2.2p5.(2P*<1/2>).4f,2[5/2],2,5.0,44.049668,1.2e-05,                                                ,,4
65,2s2.2p5.(2P*<3/2>).5d,2[1/2]*,0,1.0,45.04745,6e-05,                                                ,,5
66,2s2.2p5.(2P*<3/2>).5d,2[1/2]*,1,3.0,45.04934,6e-05,                                                ,,5
67,2s2.2p5.(2P*<3/2>).5d,2[3/2]*,2,5.0,45.06103,6e-05,                                                ,,5
68,2s2.2p5.(2P*<3/2>).5d,2[3/2]*,1,3.0,45.08461,6e-05,                                                ,,5
69,2s2.2p5.(2P*<3/2>).6s,2[3/2]*,2,5.0,45.08192,6e-05,                                                ,,6
70,2s2.2p5.(2P*<3/2>).6s,2[3/2]*,1,3.0,45.09625,6e-05,                                                ,,6
71,2s2.2p5.(2P*<3/2>).5f,2[3/2],1,3.0,45.10148,6e-05,                                                ,,5
72,2s2.2p5.(2P*<3/2>).5f,2[3/2],2,5.0,45.10161,6e-05,                                                ,,5
73,2s2.2p5.(2P*<3/2>).5f,2[9/2],5,11.0,45.10429,6e-05,                                                ,,5
74,2s2.2p5.(2P*<3/2>).5f,2[9/2],4,9.0,45.10429,6e-05,                                                ,,5
75,2s2.2p5.(2P*<3/2>).5f,2[5/2],3,7.0,45.10728,6e-05,                                                ,,5
76,2s2.2p5.(2P*<3/2>).5f,2[5/2],2,5.0,45.10736,6e-05,                                                ,,5
77,2s2.2p5.(2P*<3/2>).5f,2[7/2],3,7.0,45.11014,6e-05,                                                ,,5
78,2s2.2p5.(2P*<3/2>).5f,2[7/2],4,9.0,45.11016,6e-05,                                                ,,5
79,2s2.2p5.(2P*<1/2>).5d,2[3/2]*,2,5.0,45.2225,6e-05,                                                ,,5
80,2s2.2p5.(2P*<1/2>).5d,2[3/2]*,1,3.0,45.24569,6e-05,                                                ,,5
81,2s2.2p5.(2P*<1/2>).6s,2[1/2]*,0,1.0,45.25546,6e-05,                                                ,,6
82,2s2.2p5.(2P*<1/2>).6s,2[1/2]*,1,3.0,45.25963,6e-05,                                                ,,6
83,2s2.2p5.(2P*<1/2>).5f,2[7/2],3,7.0,45.275734,1.2e-05,                                                ,,5
84,2s2.2p5.(2P*<1/2>).5f,2[7/2],4,9.0,45.27577,6e-05,                                                ,,5
85,2s2.2p5.(2P*<1/2>).5f,2[5/2],3,7.0,45.275818,1.2e-05,                                                ,,5
86,2s2.2p5.(2P*<3/2>).6d,2[1/2]*,1,3.0,45.68745,6e-05,                                                ,,6
87,2s2.2p5.(2P*<3/2>).7s,2[3/2]*,1,3.0,45.75891,6e-05,                                                ,,7
88,2s2.2p5.(2P*<3/2>).6f,2[3/2],1,3.0,45.769847,1.2e-05,                                                ,,6
89,2s2.2p5.(2P*<3/2>).6f,2[3/2],2,5.0,45.76994,1.2e-05,                                                ,,6
90,2s2.2p5.(2P*<3/2>).6f,2[9/2],5,11.0,45.771486,1.2e-05,                                                ,,6
91,2s2.2p5.(2P*<3/2>).6f,2[9/2],4,9.0,45.771496,1.2e-05,                                                ,,6
92,2s2.2p5.(2P*<3/2>).6g,2[5/2]*,"2,3",12.0,45.772985,1.2e-05,                                                ,,6
93,2s2.2p5.(2P*<3/2>).6f,2[5/2],3,7.0,45.773292,1.2e-05,                                                ,,6
94,2s2.2p5.(2P*<3/2>).6f,2[5/2],2,5.0,45.773321,1.2e-05,                                                ,,6
95,2s2.2p5.(2P*<3/2>).6g,2[11/2]*,"5,6",24.0,45.77363,1.2e-05,                                                ,,6
96,2s2.2p5.(2P*<3/2>).6g,2[7/2]*,"3,4",16.0,45.7748,6e-05,                                                ,,6
97,2s2.2p5.(2P*<3/2>).6f,2[7/2],"3,4",16.0,45.77492,6e-05,                                                ,,6
98,2s2.2p5.(2P*<3/2>).6g,2[9/2]*,"4,5",20.0,45.77539,6e-05,                                                ,,6
99,2s2.2p5.(2P*<1/2>).6d,2[3/2]*,1,3.0,45.87857,6e-05,                                                ,,6
100,2s2.2p5.(2P*<1/2>).7s,2[1/2]*,1,3.0,45.92109,6e-05,                                                ,,7
101,2s2.2p5.(2P*<1/2>).6f,2[7/2],"3,4",16.0,45.94207,6e-05,                                                ,,6
102,2s2.2p5.(2P*<1/2>).6f,2[5/2],3,7.0,45.942104,1.2e-05,                                                ,,6
103,2s2.2p5.(2P*<1/2>).6f,2[5/2],2,5.0,45.942159,1.2e-05,                                                ,,6
104,2s2.2p5.(2P*<1/2>).6g,2[9/2]*,"4,5",20.0,45.94366,6e-05,                                                ,,6
105,2s2.2p5.(2P*<1/2>).6g,2[7/2]*,"3,4",16.0,45.94366,6e-05,                                                ,,6
106,2s2.2p5.(2P*<3/2>).7d,2[3/2]*,1,3.0,46.111,0.009,                                                ,,7
107,2s2.2p5.(2P*<3/2>).8s,2[3/2]*,1,3.0,46.111,0.009,                                                ,,8
108,2s2.2p5.(2P*<3/2>).7f,2[3/2],1,3.0,46.17266,6e-05,                                                ,,7
109,2s2.2p5.(2P*<3/2>).7f,2[3/2],2,5.0,46.17269,6e-05,                                                ,,7
110,2s2.2p5.(2P*<3/2>).7f,2[9/2],"4,5",20.0,46.17369,6e-05,                                                ,,7
111,2s2.2p5.(2P*<3/2>).7g,2[5/2]*,"2,3",12.0,46.17462,6e-05,                                                ,,7
112,2s2.2p5.(2P*<3/2>).7f,2[5/2],"2,3",12.0,46.17486,6e-05,                                                ,,7
113,2s2.2p5.(2P*<3/2>).7g,2[11/2]*,"5,6",24.0,46.17503,6e-05,                                                ,,7
114,2s2.2p5.(2P*<3/2>).7g,2[7/2]*,"3,4",16.0,46.17572,6e-05,                                                ,,7
115,2s2.2p5.(2P*<3/2>).7f,2[7/2],"3,4",16.0,46.17584,6e-05,                                                ,,7
116,2s2.2p5.(2P*<3/2>).7g,2[9/2]*,"4,5",20.0,46.1762,6e-05,                                                ,,7
117,2s2.2p5.(2P*<1/2>).7d,2[3/2]*,1,3.0,46.33,0.009,                                                ,,7
118,2s2.2p5.(2P*<1/2>).8s,2[3/2]*,1,3.0,46.33,0.009,                                                ,,8
119,2s2.2p5.(2P*<1/2>).7f,2[7/2],"3,4",16.0,46.34378,6e-05,                                                ,,7
120,2s2.2p5.(2P*<1/2>).7f,2[5/2],"2,3",12.0,46.34382,6e-05,                                                ,,7
121,2s2.2p5.(2P*<1/2>).7g,2[7/2]*,"3,4",16.0,46.34485,6e-05,                                                ,,7
122,2s2.2p5.(2P*<1/2>).7g,2[9/2]*,"4,5",20.0,46.34485,6e-05,                                                ,,7
123,2s2.2p5.(2P*<3/2>).9s,2[3/2]*,1,3.0,46.426,0.009,                                                ,,9
124,2s2.2p5.(2P*<3/2>).8d,2[3/2]*,1,3.0,46.426,0.009,                                                ,,8
125,2s2.2p5.(2P*<3/2>).8f,2[3/2],"1,2",8.0,46.43393,6e-05,                                                ,,8
126,2s2.2p5.(2P*<3/2>).8f,2[9/2],"4,5",20.0,46.4346,6e-05,                                                ,,8
127,2s2.2p5.(2P*<3/2>).8f,2[7/2],"3,4",16.0,46.43606,6e-05,                                                ,,8
128,2s2.2p5.(2P*<1/2>).8d,2[3/2]*,1,3.0,46.601,0.009,                                                ,,8
129,2s2.2p5.(2P*<1/2>).9s,2[3/2]*,1,3.0,46.601,0.009,                                                ,,9
130,2s2.2p5.(2P*<3/2>).9d,2[3/2]*,1,3.0,46.601,0.009,                                                ,,9
131,2s2.2p5.(2P*<3/2>).10s,2[3/2]*,1,3.0,46.601,0.009,                                                ,,10
132,2s2.2p5.(2P*<1/2>).8f,2[7/2],"3,4",16.0,46.60442,6e-05,                                                ,,8
133,2s2.2p5.(2P*<1/2>).8f,2[5/2],"2,3",12.0,46.60442,6e-05,                                                ,,8
134,2s2.2p5.(2P*<3/2>).11s,2[3/2]*,1,3.0,46.733,0.009,                                                ,,11
135,2s2.2p5.(2P*<3/2>).10d,2[3/2]*,1,3.0,46.733,0.009,                                                ,,10
136,2s2.2p5.(2P*<1/2>).9d,2[3/2]*,1,3.0,46.772,0.009,                                                ,,9
137,2s2.2p5.(2P*<1/2>).10s,2[3/2]*,1,3.0,46.772,0.009,                                                ,,10
138,2s2.2p5.(2P*<3/2>).11d,2[3/2]*,1,3.0,46.829,0.009,                                                ,,11
139,2s2.2p5.(2P*<3/2>).12s,2[3/2]*,1,3.0,46.829,0.009,                                                ,,12
140,2s2.2p5.(2P*<1/2>).11s,2[3/2]*,1,3.0,46.903,0.009,                                                ,,11
141,2s2.2p5.(2P*<1/2>).10d,2[3/2]*,1,3.0,46.903,0.009,                                                ,,10
142,2s2.2p5.(2P*<3/2>).12d,2[3/2]*,1,3.0,46.903,0.009,                                                ,,12
143,2s2.2p5.(2P*<3/2>).13s,2[3/2]*,1,3.0,46.903,0.009,                                                ,,13
144,2s2.2p5.(2P*<1/2>).12s,2[3/2]*,1,3.0,46.997,0.009,                                                ,,12
145,2s2.2p5.(2P*<1/2>).11d,2[3/2]*,1,3.0,46.997,0.009,                                                ,,11
146,2s2.2p5.(2P*<1/2>).13s,2[3/2]*,1,3.0,47.072,0.009,                                                ,,13
147,2s2.2p5.(2P*<1/2>).12d,2[3/2]*,1,3.0,47.072,0.009,                                                ,,12
148,2s2.2p5.(2P*<1/2>).13d,2[3/2]*,1,3.0,47.131,0.009,                                                ,,13
149,2s2.2p5.(2P*<1/2>).14s,2[3/2]*,1,3.0,47.131,0.009,                                                ,,14
150,2s.2p6.3s,3S,1,3.0,65.823,0.025,                                                ,,3
151,2s.2p6.3s,1S,0,1.0,66.245,0.025,                                                ,,3
152,2s.2p6.3p,3P*,"0,1,2",9.0,69.716,0.025,                                                ,,3
153,2s.2p6.3p,1P*,1,3.0,69.952,0.025,                                                ,,3
154,2s.2p6.4s,3S,1,3.0,73.895,0.025,                                                ,,4
155,2s.2p6.4s,1S,0,1.0,74.019,0.025,                                                ,,4
156,2s.2p6.4p,3P*,"0,1,2",9.0,75.11,0.025,                                                ,,4
157,2s.2p6.4p,1P*,1,3.0,75.196,0.025,                                                ,,4
158,2s.2p6.5p,1P*,1,3.0,77.168,0.025,                                                ,,5
159,2s.2p6.6p,1P*,1,3.0,78.135,0.025,                                                ,,6
160,2s.2p6.7p,1P*,1,3.0,78.693,0.025,                                                ,,7
161,2s.2p6.8p,1P*,1,3.0,79.028,0.025,                                                ,,8
162,Limit,NaN,NaN,NaN,47.28636,0.00025,NaN,NaN,NaN
