,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Lande,Reference,nQua
297,3s2.3p5.(2P*<3/2>).12d,2[1/2]*,0,1.0,15.656894,,,,12
298,3s2.3p5.(2P*<3/2>).12d,2[1/2]*,1,3.0,15.658293,,,,12
299,3s2.3p5.(2P*<1/2>).7f,2[7/2],3,7.0,15.658563,,,,7
300,3s2.3p5.(2P*<1/2>).7f,2[7/2],4,9.0,15.658565,,,,7
301,3s2.3p5.(2P*<1/2>).7f,2[5/2],3,7.0,15.658581,,,,7
302,3s2.3p5.(2P*<1/2>).7f,2[5/2],2,5.0,15.6586,,,,7
303,3s2.3p5.(2P*<3/2>).12d,2[7/2]*,4,9.0,15.658675,,,,12
304,3s2.3p5.(2P*<3/2>).12d,2[7/2]*,3,7.0,15.659853,,,,12
305,3s2.3p5.(2P*<1/2>).7h,2[11/2],5,11.0,15.659364,,,,7
306,3s2.3p5.(2P*<1/2>).7h,2[11/2],6,13.0,15.659364,,,,7
307,3s2.3p5.(2P*<1/2>).7h,2[9/2],4,9.0,15.659394,,,,7
308,3s2.3p5.(2P*<1/2>).7h,2[9/2],5,11.0,15.659394,,,,7
309,3s2.3p5.(2P*<3/2>).12d,2[3/2]*,2,5.0,15.659522,,,,12
310,3s2.3p5.(2P*<3/2>).12d,2[3/2]*,1,3.0,15.66344,,,,12
311,3s2.3p5.(2P*<3/2>).12d,2[5/2]*,2,5.0,15.660823,,,,12
312,3s2.3p5.(2P*<3/2>).12d,2[5/2]*,3,7.0,15.661188,,,,12
313,3s2.3p5.(2P*<3/2>).14s,2[3/2]*,2,5.0,15.662768,,,,14
314,3s2.3p5.(2P*<3/2>).14s,2[3/2]*,1,3.0,15.66317,,,,14
315,3s2.3p5.(2P*<3/2>).12f,2[3/2],2,5.0,15.66482,,,,12
316,3s2.3p5.(2P*<3/2>).12f,2[3/2],1,3.0,15.66482,,,,12
317,3s2.3p5.(2P*<3/2>).12f,2[5/2],2,5.0,15.6649,,,,12
318,3s2.3p5.(2P*<3/2>).12f,2[5/2],3,7.0,15.6649,,,,12
319,3s2.3p5.(2P*<3/2>).14p,2[5/2],2,5.0,15.66995,,,,14
320,3s2.3p5.(2P*<3/2>).14p,2[3/2],2,5.0,15.67036,,,,14
321,3s2.3p5.(2P*<3/2>).13d,2[1/2]*,1,3.0,15.673207,,,,13
322,3s2.3p5.(2P*<3/2>).13d,2[7/2]*,4,9.0,15.674054,,,,13
323,3s2.3p5.(2P*<3/2>).13d,2[7/2]*,3,7.0,15.674828,,,,13
324,3s2.3p5.(2P*<3/2>).13d,2[3/2]*,2,5.0,15.674169,,,,13
325,3s2.3p5.(2P*<3/2>).13d,2[3/2]*,1,3.0,15.67754,,,,13
326,3s2.3p5.(2P*<3/2>).13d,2[5/2]*,2,5.0,15.675583,,,,13
327,3s2.3p5.(2P*<3/2>).13d,2[5/2]*,3,7.0,15.675992,,,,13
328,3s2.3p5.(2P*<3/2>).15s,2[3/2]*,1,3.0,15.67754,,,,15
329,3s2.3p5.(2P*<3/2>).13f,2[3/2],2,5.0,15.67889,,,,13
330,3s2.3p5.(2P*<3/2>).13f,2[3/2],1,3.0,15.67889,,,,13
331,3s2.3p5.(2P*<3/2>).13f,2[5/2],3,7.0,15.67895,,,,13
332,3s2.3p5.(2P*<3/2>).13f,2[5/2],2,5.0,15.67895,,,,13
333,3s2.3p5.(2P*<3/2>).15p,2[5/2],2,5.0,15.68311,,,,15
334,3s2.3p5.(2P*<3/2>).15p,2[3/2],2,5.0,15.68358,,,,15
335,3s2.3p5.(2P*<3/2>).14d,2[1/2]*,0,1.0,15.684998,,,,14
336,3s2.3p5.(2P*<3/2>).14d,2[1/2]*,1,3.0,15.685198,,,,14
337,3s2.3p5.(2P*<3/2>).14d,2[3/2]*,2,5.0,15.68582,,,,14
338,3s2.3p5.(2P*<3/2>).14d,2[3/2]*,1,3.0,15.68884,,,,14
339,3s2.3p5.(2P*<3/2>).14d,2[7/2]*,4,9.0,15.686152,,,,14
340,3s2.3p5.(2P*<3/2>).14d,2[7/2]*,3,7.0,15.686933,,,,14
341,3s2.3p5.(2P*<1/2>).9p,2[1/2],0,1.0,15.687,,,,9
342,3s2.3p5.(2P*<3/2>).14d,2[5/2]*,3,7.0,15.68773,,,,14
343,3s2.3p5.(2P*<3/2>).16s,2[3/2]*,1,3.0,15.68891,,,,16
344,3s2.3p5.(2P*<3/2>).14f,2[3/2],2,5.0,15.69003,,,,14
345,3s2.3p5.(2P*<3/2>).14f,2[5/2],2,5.0,15.69008,,,,14
346,3s2.3p5.(2P*<3/2>).16p,2[5/2],2,5.0,15.69329,,,,16
347,3s2.3p5.(2P*<3/2>).15d,2[1/2]*,1,3.0,15.69495,,,,15
348,3s2.3p5.(2P*<3/2>).15d,2[3/2]*,1,3.0,15.69792,,,,15
349,3s2.3p5.(2P*<3/2>).17s,2[3/2]*,1,3.0,15.69812,,,,17
350,3s2.3p5.(2P*<3/2>).15f,2[5/2],2,5.0,15.69905,,,,15
351,3s2.3p5.(2P*<3/2>).15f,2[3/2],2,5.0,15.69905,,,,15
352,3s2.3p5.(2P*<3/2>).17p,2[5/2],2,5.0,15.70166,,,,17
353,3s2.3p5.(2P*<3/2>).16d,2[1/2]*,1,3.0,15.70278,,,,16
354,3s2.3p5.(2P*<3/2>).16d,2[3/2]*,1,3.0,15.70533,,,,16
355,3s2.3p5.(2P*<3/2>).18s,2[3/2]*,1,3.0,15.70562,,,,18
356,3s2.3p5.(2P*<3/2>).16f,2[5/2],2,5.0,15.70638,,,,16
357,3s2.3p5.(2P*<3/2>).16f,2[3/2],2,5.0,15.70638,,,,16
358,3s2.3p5.(2P*<3/2>).17d,2[1/2]*,1,3.0,15.70897,,,,17
359,3s2.3p5.(2P*<3/2>).17d,2[3/2]*,1,3.0,15.7113,,,,17
360,3s2.3p5.(2P*<3/2>).19s,2[3/2]*,1,3.0,15.71184,,,,19
361,3s2.3p5.(2P*<3/2>).17f,2[5/2],2,5.0,15.71255,,,,17
362,3s2.3p5.(2P*<3/2>).17f,2[3/2],2,5.0,15.71255,,,,17
363,3s2.3p5.(2P*<1/2>).8d,2[3/2]*,1,3.0,15.71347,,,,8
364,3s2.3p5.(2P*<1/2>).10s,2[1/2]*,1,3.0,15.71605,,,,10
365,3s2.3p5.(2P*<3/2>).18d,2[1/2]*,1,3.0,15.71682,,,,18
366,3s2.3p5.(2P*<3/2>).20s,2[3/2]*,1,3.0,15.71727,,,,20
367,3s2.3p5.(2P*<3/2>).18d,2[3/2]*,1,3.0,15.71754,,,,18
368,3s2.3p5.(2P*<3/2>).19d,2[1/2]*,1,3.0,15.72035,,,,19
369,3s2.3p5.(2P*<3/2>).21s,2[3/2]*,1,3.0,15.72148,,,,21
370,3s2.3p5.(2P*<3/2>).19d,2[3/2]*,1,3.0,15.72159,,,,19
371,3s2.3p5.(2P*<3/2>).20d,2[1/2]*,1,3.0,15.72415,,,,20
372,3s2.3p5.(2P*<3/2>).20d,2[3/2]*,1,3.0,15.72526,,,,20
373,3s2.3p5.(2P*<3/2>).22s,2[3/2]*,1,3.0,15.72526,,,,22
374,3s2.3p5.(2P*<3/2>).21d,2[1/2]*,1,3.0,15.72747,,,,21
375,3s2.3p5.(2P*<3/2>).21d,2[3/2]*,1,3.0,15.72845,,,,21
376,3s2.3p5.(2P*<3/2>).22d,2[1/2]*,1,3.0,15.73035,,,,22
377,3s2.3p5.(2P*<3/2>).22d,2[3/2]*,1,3.0,15.73121,,,,22
378,3s2.3p5.(2P*<3/2>).23d,2[1/2]*,1,3.0,15.73285,,,,23
379,3s2.3p5.(2P*<3/2>).23d,2[3/2]*,1,3.0,15.73364,,,,23
380,3s2.3p5.(2P*<3/2>).24d,2[1/2]*,1,3.0,15.73507,,,,24
381,3s2.3p5.(2P*<3/2>).24d,2[3/2]*,1,3.0,15.73576,,,,24
382,3s2.3p5.(2P*<3/2>).25d,2[1/2]*,1,3.0,15.73703,,,,25
383,3s2.3p5.(2P*<3/2>).25d,2[3/2]*,1,3.0,15.73765,,,,25
384,3s2.3p5.(2P*<3/2>).26d,2[1/2]*,1,3.0,15.73876,,,,26
385,3s2.3p5.(2P*<3/2>).26d,2[3/2]*,1,3.0,15.73931,,,,26
386,3s2.3p5.(2P*<3/2>).27d,2[1/2]*,1,3.0,15.74028,,,,27
387,3s2.3p5.(2P*<3/2>).27d,2[3/2]*,1,3.0,15.7408,,,,27
388,3s2.3p5.(2P*<3/2>).28d,2[1/2]*,1,3.0,15.74165,,,,28
389,3s2.3p5.(2P*<3/2>).28d,2[3/2]*,1,3.0,15.74212,,,,28
390,3s2.3p5.(2P*<3/2>).29d,2[1/2]*,1,3.0,15.74289,,,,29
391,3s2.3p5.(2P*<3/2>).29d,2[3/2]*,1,3.0,15.74333,,,,29
392,3s2.3p5.(2P*<3/2>).30d,2[1/2]*,1,3.0,15.74401,,,,30
393,3s2.3p5.(2P*<3/2>).30d,2[3/2]*,1,3.0,15.74438,,,,30
394,3s2.3p5.(2P*<3/2>).31d,2[1/2]*,1,3.0,15.74503,,,,31
395,3s2.3p5.(2P*<3/2>).31d,2[3/2]*,1,3.0,15.74535,,,,31
396,3s2.3p5.(2P*<3/2>).32d,2[1/2]*,1,3.0,15.74596,,,,32
397,3s2.3p5.(2P*<3/2>).32d,2[3/2]*,1,3.0,15.74624,,,,32
398,3s2.3p5.(2P*<3/2>).33d,2[1/2]*,1,3.0,15.7468,,,,33
399,3s2.3p5.(2P*<3/2>).33d,2[3/2]*,1,3.0,15.74703,,,,33
400,3s2.3p5.(2P*<3/2>).34d,2[1/2]*,1,3.0,15.74757,,,,34
401,3s2.3p5.(2P*<3/2>).34d,2[3/2]*,1,3.0,15.74778,,,,34
402,3s2.3p5.(2P*<3/2>).35d,2[3/2]*,1,3.0,15.74844,,,,35
403,3s2.3p5.(2P*<3/2>).36d,2[3/2]*,1,3.0,15.74906,,,,36
404,3s2.3p5.(2P*<3/2>).37d,2[3/2]*,1,3.0,15.74963,,,,37
405,3s2.3p5.(2P*<3/2>).38d,2[3/2]*,1,3.0,15.75015,,,,38
406,3s2.3p5.(2P*<3/2>).39d,2[3/2]*,1,3.0,15.75062,,,,39
407,3s2.3p5.(2P*<3/2>).40d,2[3/2]*,1,3.0,15.75108,,,,40
408,3s2.3p5.(2P*<3/2>).41d,2[3/2]*,1,3.0,15.75147,,,,41
409,3s2.3p5.(2P*<3/2>).42d,2[3/2]*,1,3.0,15.75191,,,,42
410,3s2.3p5.(2P*<3/2>).43d,2[3/2]*,1,3.0,15.75223,,,,43
411,3s2.3p5.(2P*<3/2>).44d,2[3/2]*,1,3.0,15.75254,,,,44
412,3s2.3p5.(2P*<3/2>).45d,2[3/2]*,1,3.0,15.75287,,,,45
413,3s2.3p5.(2P*<3/2>).46d,2[3/2]*,1,3.0,15.75315,,,,46
414,3s2.3p5.(2P*<3/2>).47d,2[3/2]*,1,3.0,15.75342,,,,47
415,3s2.3p5.(2P*<3/2>).48d,2[3/2]*,1,3.0,15.75368,,,,48
416,3s2.3p5.(2P*<3/2>).49d,2[3/2]*,1,3.0,15.75392,,,,49
417,3s2.3p5.(2P*<3/2>).50d,2[3/2]*,1,3.0,15.75414,,,,50
418,3s2.3p5.(2P*<3/2>).51d,2[3/2]*,1,3.0,15.75435,,,,51
419,3s2.3p5.(2P*<3/2>).52d,2[3/2]*,1,3.0,15.75457,,,,52
420,3s2.3p5.(2P*<3/2>).53d,2[3/2]*,1,3.0,15.75475,,,,53
421,3s2.3p5.(2P*<3/2>).54d,2[3/2]*,1,3.0,15.75492,,,,54
422,3s2.3p5.(2P*<3/2>).55d,2[3/2]*,1,3.0,15.75509,,,,55
423,3s2.3p5.(2P*<3/2>).56d,2[3/2]*,1,3.0,15.75528,,,,56
424,3s2.3p5.(2P*<3/2>).57d,2[3/2]*,1,3.0,15.75544,,,,57
425,3s2.3p5.(2P*<3/2>).58d,2[3/2]*,1,3.0,15.75558,,,,58
426,3s2.3p5.(2P*<1/2>).9d,2[3/2]*,1,3.0,15.7622,,,,9
427,3s2.3p5.(2P*<1/2>).11s,2[1/2]*,1,3.0,15.76392,,,,11
428,3s2.3p5.(2P*<1/2>).10d,2[3/2]*,1,3.0,15.7961,,,,10
429,3s2.3p5.(2P*<1/2>).12s,2[1/2]*,1,3.0,15.79729,,,,12
430,3s2.3p5.(2P*<1/2>).11d,2[3/2]*,1,3.0,15.821,,,,11
431,3s2.3p5.(2P*<1/2>).13s,2[1/2]*,1,3.0,15.82185,,,,13
432,3s2.3p5.(2P*<1/2>).12d,2[3/2]*,1,3.0,15.8397,,,,12
433,3s2.3p5.(2P*<1/2>).14s,2[1/2]*,1,3.0,15.84047,,,,14
434,3s2.3p5.(2P*<1/2>).13d,2[3/2]*,1,3.0,15.8544,,,,13
435,3s2.3p5.(2P*<1/2>).15s,2[1/2]*,1,3.0,15.85491,,,,15
436,3s2.3p5.(2P*<1/2>).14d,2[3/2]*,1,3.0,15.8659,,,,14
437,3s2.3p5.(2P*<1/2>).16s,2[1/2]*,1,3.0,15.86638,,,,16
438,3s2.3p5.(2P*<1/2>).15d,2[3/2]*,1,3.0,15.8752,,,,15
439,3s2.3p5.(2P*<1/2>).17s,2[1/2]*,1,3.0,15.87556,,,,17
440,3s2.3p5.(2P*<1/2>).16d,2[3/2]*,1,3.0,15.8827,,,,16
441,3s2.3p5.(2P*<1/2>).18s,2[1/2]*,1,3.0,15.88307,,,,18
442,3s2.3p5.(2P*<1/2>).17d,2[3/2]*,1,3.0,15.8891,,,,17
443,3s2.3p5.(2P*<1/2>).19s,2[1/2]*,1,3.0,15.88929,,,,19
444,3s2.3p5.(2P*<1/2>).18d,2[3/2]*,1,3.0,15.8943,,,,18
445,3s2.3p5.(2P*<1/2>).20s,2[1/2]*,1,3.0,15.89451,,,,20
446,3s2.3p5.(2P*<1/2>).19d,2[3/2]*,1,3.0,15.8987,,,,19
447,3s2.3p5.(2P*<1/2>).21s,2[1/2]*,1,3.0,15.89892,,,,21
448,3s2.3p5.(2P*<1/2>).20d,2[3/2]*,1,3.0,15.9025,,,,20
449,3s2.3p5.(2P*<1/2>).22s,2[1/2]*,1,3.0,15.90265,,,,22
450,3s2.3p5.(2P*<1/2>).21d,2[3/2]*,1,3.0,15.9058,,,,21
451,3s2.3p5.(2P*<1/2>).23s,2[1/2]*,1,3.0,15.90588,,,,23
452,3s2.3p5.(2P*<1/2>).24s,2[1/2]*,1,3.0,15.90867,,,,24
453,3s2.3p5.(2P*<1/2>).25s,2[1/2]*,1,3.0,15.91112,,,,25
454,3s2.3p5.(2P*<1/2>).26s,2[1/2]*,1,3.0,15.91325,,,,26
455,3s2.3p5.(2P*<1/2>).27s,2[1/2]*,1,3.0,15.91512,,,,27
456,3s2.3p5.(2P*<1/2>).28s,2[1/2]*,1,3.0,15.91679,,,,28
457,3s2.3p5.(2P*<1/2>).29s,2[1/2]*,1,3.0,15.91828,,,,29
458,3s2.3p5.(2P*<1/2>).30s,2[1/2]*,1,3.0,15.91962,,,,30
459,3s2.3p5.(2P*<1/2>).31s,2[1/2]*,1,3.0,15.92081,,,,31
460,3s2.3p5.(2P*<1/2>).32s,2[1/2]*,1,3.0,15.92189,,,,32
461,3s2.3p5.(2P*<1/2>).33s,2[1/2]*,1,3.0,15.92286,,,,33
462,3s2.3p5.(2P*<1/2>).34s,2[1/2]*,1,3.0,15.92375,,,,34
463,3s2.3p5.(2P*<1/2>).35s,2[1/2]*,1,3.0,15.92457,,,,35
464,3s2.3p5.(2P*<1/2>).36s,2[1/2]*,1,3.0,15.92529,,,,36
465,3s2.3p5.(2P*<1/2>).37s,2[1/2]*,1,3.0,15.92596,,,,37
466,3s2.3p5.(2P*<1/2>).38s,2[1/2]*,1,3.0,15.92658,,,,38
467,3s2.3p5.(2P*<1/2>).39s,2[1/2]*,1,3.0,15.92713,,,,39
468,3s2.3p5.(2P*<1/2>).40s,2[1/2]*,1,3.0,15.92768,,,,40
469,3s2.3p5.(2P*<1/2>).41s,2[1/2]*,1,3.0,15.92816,,,,41
470,3s2.3p5.(2P*<1/2>).42s,2[1/2]*,1,3.0,15.92858,,,,42
471,3s2.3p5.(2P*<1/2>).43s,2[1/2]*,1,3.0,15.92902,,,,43
472,3s2.3p5.(2P*<1/2>).44s,2[1/2]*,1,3.0,15.92942,,,,44
473,3s2.3p5.(2P*<1/2>).45s,2[1/2]*,1,3.0,15.92974,,,,45
474,3s2.3p5.(2P*<1/2>).46s,2[1/2]*,1,3.0,15.93008,,,,46
475,3s2.3p5.(2P*<1/2>).47s,2[1/2]*,1,3.0,15.93042,,,,47
476,3s2.3p5.(2P*<1/2>).48s,2[1/2]*,1,3.0,15.93068,,,,48
477,3s2.3p5.(2P*<1/2>).49s,2[1/2]*,1,3.0,15.93095,,,,49
478,3s2.3p5.(2P*<1/2>).50s,2[1/2]*,1,3.0,15.93121,,,,50
479,3s2.3p5.(2P*<1/2>).51s,2[1/2]*,1,3.0,15.93141,,,,51
480,3s2.3p5.(2P*<1/2>).52s,2[1/2]*,1,3.0,15.93168,,,,52
481,3s.3p6.4p,1P*,1,3.0,26.615761,,,,4
482,3s.3p6.5p,1P*,1,3.0,27.996757,,,,5
483,3s.3p6.6p,1P*,1,3.0,28.510223,,,,6
484,3s.3p6.7p,1P*,1,3.0,28.759429,,,,7
485,3s.3p6.8p,1P*,1,3.0,28.899735,,,,8
486,3s.3p6.9p,1P*,1,3.0,28.986014,,,,9
487,3s.3p6.10p,1P*,1,3.0,29.043525,,,,10
488,3s.3p6.11p,1P*,1,3.0,29.08304,,,,11
489,3s.3p6.12p,1P*,1,3.0,29.111858,,,,12
490,3s.3p6.13p,1P*,1,3.0,29.133199,,,,13
491,3s.3p6.14p,1P*,1,3.0,29.150118,,,,14
492,3s.3p6.15p,1P*,1,3.0,29.16294,,,,15
493,3s.3p6.16p,1P*,1,3.0,29.173233,,,,16
494,3s.3p6.17p,1P*,1,3.0,29.181678,,,,17
495,3s.3p6.18p,1P*,1,3.0,29.188618,,,,18
496,3s.3p6.19p,1P*,1,3.0,29.194253,,,,19
497,3s.3p6.20p,1P*,1,3.0,29.198998,,,,20
498,3s.3p6.21p,1P*,1,3.0,29.203124,,,,21
499,3s.3p6.22p,1P*,1,3.0,29.206563,,,,22
500,3s.3p6.23p,1P*,1,3.0,29.209591,,,,23
501,3s.3p6.24p,1P*,1,3.0,29.212206,,,,24
502,3s.3p6.25p,1P*,1,3.0,29.214547,,,,25
503,Limit,NaN,NaN,NaN,15.7596119,5e-07,NaN,NaN,NaN
