,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Reference,nQua
35,1s.5p,3P*,2,5.0, 73.415346,1.2e-05,,5
36,1s.5d,3D,1,3.0, 73.461096,1.2e-05,,5
37,1s.5d,3D,2,5.0, 73.461145,1.2e-05,,5
38,1s.5d,3D,3,7.0, 73.461226,1.2e-05,,5
39,1s.5d,1D,2,5.0, 73.462427,1.2e-05,,5
40,1s.5f,3F*,3,7.0, 73.463131,1.2e-05,,5
41,1s.5f,3F*,2,5.0, 73.463131,1.2e-05,,5
42,1s.5f,3F*,4,9.0, 73.463131,1.2e-05,,5
43,1s.5f,1F*,3,7.0, 73.463255,1.2e-05,,5
44,1s.5p,1P*,1,3.0, 73.477364,1.2e-05,,5
45,1s.6s,3S,1,3.0, 74.033686,1.2e-05,,6
46,1s.6s,1S,0,1.0, 74.090543,1.2e-05,,6
47,1s.6p,3P*,0,1.0, 74.100687,1.2e-05,,6
48,1s.6p,3P*,1,3.0, 74.100735,1.2e-05,,6
49,1s.6p,3P*,2,5.0, 74.100818,1.2e-05,,6
50,1s.6p,1P*,1,3.0, 74.1222,0.0012,,6
51,1s.6d,3D,1,3.0, 74.127121,1.2e-05,,6
52,1s.6d,3D,2,5.0, 74.127169,1.2e-05,,6
53,1s.6d,3D,3,7.0, 74.127251,1.2e-05,,6
54,1s.6d,1D,2,5.0, 74.127985,1.2e-05,,6
55,1s.6f,3F*,2,5.0, 74.128346,1.2e-05,,6
56,1s.6f,3F*,4,9.0, 74.128346,1.2e-05,,6
57,1s.6f,3F*,3,7.0, 74.128346,1.2e-05,,6
58,1s.6f,1F*,3,7.0, 74.128476,1.2e-05,,6
59,1s.7s,3S,1,3.0, 74.470352,1.2e-05,,7
60,1s.7s,1S,0,1.0, 74.5058,0.0012,,7
61,1s.7p,1P*,1,3.0, 74.5143,0.0012,,7
62,1s.7d,3D,1,3.0, 74.528645,1.2e-05,,7
63,1s.7d,3D,2,5.0, 74.528693,1.2e-05,,7
64,1s.7d,3D,3,7.0, 74.528775,1.2e-05,,7
65,1s.7d,1D,2,5.0, 74.529260,1.2e-05,,7
66,1s.7f,3F*,4,9.0, 74.52943,0.00012,,7
67,1s.7f,3F*,3,7.0, 74.52943,0.00012,,7
68,1s.7f,3F*,2,5.0, 74.52943,0.00012,,7
69,1s.7f,1F*,3,7.0, 74.529574,1.2e-05,,7
70,1s.8s,3S,1,3.0, 74.750443,1.2e-05,,8
71,1s.8d,3D,1,3.0, 74.789230,1.2e-05,,8
72,1s.8d,3D,2,5.0, 74.789278,1.2e-05,,8
73,1s.8d,3D,3,7.0, 74.789360,1.2e-05,,8
74,1s.8d,1D,2,5.0, 74.789686,1.2e-05,,8
75,1s.8f,3F*,4,9.0, 74.78975,0.00012,,8
76,1s.8f,3F*,3,7.0, 74.78975,0.00012,,8
77,1s.8f,3F*,2,5.0, 74.78975,0.00012,,8
78,1s.8f,1F*,3,7.0, 74.789898,1.2e-05,,8
79,1s.9f,3F*,4,9.0, 74.968230,1.2e-05,,9
80,1s.9f,3F*,3,7.0, 74.968230,1.2e-05,,9
81,1s.9f,3F*,2,5.0, 74.968230,1.2e-05,,9
82,1s.9f,1F*,3,7.0, 74.968372,1.2e-05,,9
83,1s.10f,3F*,3,7.0, 75.09591,0.00012,,10
84,1s.10f,3F*,2,5.0, 75.09591,0.00012,,10
85,1s.10f,3F*,4,9.0, 75.09591,0.00012,,10
86,1s.10f,1F*,3,7.0, 75.09605,0.00012,,10
87,2p2,3P,2,5.0, 149.5,1.2,,2
88,2p2,3P,1,3.0, 149.5,1.2,,2
89,2p2,3P,0,1.0, 149.5,1.2,,2
90,2s.2p,3P*,1,3.0, 150.289,0.012,,2
91,2s.2p,1P*,1,3.0, 150.289,0.012,,2
92,2p.3p,3D,1,3.0, 160.09,0.12,,3
93,2p.3p,3D,3,7.0, 160.09,0.12,,3
94,2p.3p,3D,2,5.0, 160.09,0.12,,3
95,2p.3p,3P,1,3.0, 160.14,0.12,,3
96,2p.3p,3P,2,5.0, 160.14,0.12,,3
97,2p.3p,3P,0,1.0, 160.14,0.12,,3
98,2p.3d,3D*,1,3.0, 160.41,0.12,,3
99,2p.3d,3D*,3,7.0, 160.41,0.12,,3
100,2p.3d,3D*,2,5.0, 160.41,0.12,,3
101,2p.3d,1D*,2,5.0, 160.42,0.12,,3
102,2p.3p,1D,2,5.0, 160.49,0.12,,3
103,2p.3p,1P,1,3.0, 160.50,0.12,,3
104,2s.3p,1P*,1,3.0, 161.058,0.012,,3
105,2s.3p,3P*,1,3.0, 161.058,0.012,,3
106,2s.4p,1P*,1,3.0, 163.908,0.012,,4
107,2s.4p,3P*,1,3.0, 163.908,0.012,,4
108,Limit,NaN,NaN,NaN,75.640097,1.2e-06,NaN,NaN
