,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Lande,Leading percentages,Reference,nQua
208,3p6.3d8.(3F).4d,g 4F,7/2,8.0,6.347939,,1.16,                                                      ,,4
209,3p6.3d8.(3F).4d,g 4F,5/2,6.0,6.455857,,1.08,                                                      ,,4
210,3p6.3d8.(3F).4d,g 4F,3/2,4.0,6.534309,,0.76,                                                      ,,4
211,3p6.3d8.(3F).4d,e 2P,3/2,4.0,6.348065,,1.368,                                                      ,,4
212,3p6.3d8.(3F).4d,e 2P,1/2,2.0,6.452279,,0.48,                                                      ,,4
213,3p6.3d8.(3F).4d,e 4G,11/2,12.0,6.348456,,1.218,                                                      ,,4
214,3p6.3d8.(3F).4d,e 4G,9/2,10.0,6.356413,,1.083,                                                      ,,4
215,3p6.3d8.(3F).4d,e 4G,7/2,8.0,6.467266,,1.13,                                                      ,,4
216,3p6.3d8.(3F).4d,e 4G,5/2,6.0,6.542931,,0.74,                                                      ,,4
217,3p6.3d8.(3F).4d,f 2F,7/2,8.0,6.458957,,1.118,                                                      ,,4
218,3p6.3d8.(3F).4d,f 2F,5/2,6.0,6.56752,,1.13,                                                      ,,4
219,3p6.3d8.(3F).4d,e 2H,11/2,12.0,6.461301,,1.13,                                                      ,,4
220,3p6.3d8.(3F).4d,e 2H,9/2,10.0,6.543324,,0.97,                                                      ,,4
221,3p6.3d8.(3F).4d,e 2G,9/2,10.0,6.466577,,1.12,                                                      ,,4
222,3p6.3d8.(3F).4d,e 2G,7/2,8.0,6.553393,,0.92,                                                      ,,4
223,3p6.3d8.(3F).4d,e 2D,5/2,6.0,6.504223,,0.92,                                                      ,,4
224,3p6.3d8.(3F).4d,e 2D,3/2,4.0,6.613723,,0.8,                                                      ,,4
225,3p6.3d7.4s.(3F).5s,g 2F,7/2,8.0,6.541863,,0.933,                                                      ,,5
226,3p6.3d7.4s.(3F).5s,g 2F,5/2,6.0,6.658465,,0.923,                                                      ,,5
227,3p6.3d7.(a 2D).4s.4p.(3P*),2F*,5/2,6.0,6.545886,,0.883,  58             :    17  3d8.(1G).4p            2F*  ,,1
228,3p6.3d7.(a 2D).4s.4p.(3P*),2F*,7/2,8.0,6.58403,,1.136,  75             :    11  3d7.(2G).4s.4p.(3P*)   2F*  ,,1
229,3p6.3d7.4s.(3F).5s,h 4F,9/2,10.0,6.554351,,1.307,                                                      ,,5
230,3p6.3d7.4s.(3F).5s,h 4F,7/2,8.0,6.657278,,1.28,                                                      ,,5
231,3p6.3d7.4s.(3F).5s,h 4F,5/2,6.0,6.727228,,0.986,                                                      ,,5
232,3p6.3d7.4s.(3F).5s,h 4F,3/2,4.0,6.748043,,0.422,                                                      ,,5
233,3p6.3d7.(a 2D).4s.4p.(3P*),u 2D*,3/2,4.0,6.580451,,0.823,  51             :    21  3d7.(2P).4s.4p.(3P*)   2D*  ,,1
234,3p6.3d7.(a 2D).4s.4p.(3P*),u 2D*,5/2,6.0,6.595461,,1.206,  49             :    18  3d7.(2P).4s.4p.(3P*)   2D*  ,,1
235,3p6.3d7.(2H).4s.4p.(3P*),v 2G*,9/2,10.0,6.605385,,1.124,  44             :    28  3d8.(1G).4p            2G*  ,,4
236,3p6.3d7.(2H).4s.4p.(3P*),v 2G*,7/2,8.0,6.617474,,0.888,  44             :    30  3d8.(1G).4p            2G*  ,,4
237,3p6.3d7.4s.(5F).4d,f 4G,11/2,12.0,6.634621,,1.274,                                                      ,,4
238,3p6.3d7.4s.(5F).4d,f 4G,9/2,10.0,6.714757,,1.25,                                                      ,,4
239,3p6.3d7.4s.(5F).4d,f 4G,7/2,8.0,6.758958,,1.23,                                                      ,,4
240,3p6.3d7.4s.(5F).4d,f 4G,5/2,6.0,6.839666,,,                                                      ,,4
241,3p6.3d7.4s.(5F).4d,f 4H,13/2,14.0,6.647795,,1.227,                                                      ,,4
242,3p6.3d7.4s.(5F).4d,f 4H,11/2,12.0,6.734285,,1.168,                                                      ,,4
243,3p6.3d7.4s.(5F).4d,f 4H,9/2,10.0,6.801888,,1.1,                                                      ,,4
244,3p6.3d7.4s.(5F).4d,f 4H,7/2,8.0,6.852452,,0.857,                                                      ,,4
245,3p6.3d7.4s.(5F).4d,f 6F,11/2,12.0,6.653038,,1.421,                                                      ,,4
246,3p6.3d7.4s.(5F).4d,f 6F,9/2,10.0,6.739341,,1.403,                                                      ,,4
247,3p6.3d7.4s.(5F).4d,f 6F,7/2,8.0,6.806307,,1.27,                                                      ,,4
248,3p6.3d7.4s.(5F).4d,f 6F,5/2,6.0,6.854221,,1.17,                                                      ,,4
249,3p6.3d7.4s.(5F).4d,f 6F,3/2,4.0,6.890705,,1.07,                                                      ,,4
250,3p6.3d7.4s.(5F).4d,f 4D,7/2,8.0,6.658216,,1.377,                                                      ,,4
251,3p6.3d7.4s.(5F).4d,f 4D,5/2,6.0,6.730201,,,                                                      ,,4
252,3p6.3d7.4s.(5F).4d,e 6D,9/2,10.0,6.661076,,1.387,                                                      ,,4
253,3p6.3d7.4s.(5F).4d,e 6D,7/2,8.0,6.738826,,1.48,                                                      ,,4
254,3p6.3d7.4s.(5F).4d,e 6D,5/2,6.0,6.812547,,1.47,                                                      ,,4
255,3p6.3d7.4s.(5F).4d,e 6D,3/2,4.0,6.869605,,2.14,                                                      ,,4
256,3p6.3d7.4s.(5F).4d,e 6G,13/2,14.0,6.661468,,1.35,                                                      ,,4
257,3p6.3d7.4s.(5F).4d,e 6G,11/2,12.0,6.740702,,1.32,                                                      ,,4
258,3p6.3d7.4s.(5F).4d,e 6G,9/2,10.0,6.779817,,1.23,                                                      ,,4
259,3p6.3d7.4s.(5F).4d,e 6G,7/2,8.0,6.817844,,1.23,                                                      ,,4
260,3p6.3d7.4s.(5F).4d,e 6G,3/2,4.0,6.867451,,,                                                      ,,4
261,3p6.3d7.4s.(5F).4d,e 6G,5/2,6.0,6.87492,,1.199,                                                      ,,4
262,3p6.3d7.4s.(5F).4d,i 4F,9/2,10.0,6.668959,,1.316,                                                      ,,4
263,3p6.3d7.4s.(5F).4d,i 4F,7/2,8.0,6.754296,,,                                                      ,,4
264,3p6.3d7.4s.(5F).4d,i 4F,5/2,6.0,6.807351,,0.85,                                                      ,,4
265,3p6.3d7.4s.(5F).4d,e 6P,7/2,8.0,6.669001,,1.635,                                                      ,,4
266,3p6.3d7.4s.(5F).4d,e 6P,5/2,6.0,6.750395,,1.594,                                                      ,,4
267,3p6.3d7.4s.(5F).4d,e 6P,3/2,4.0,6.812928,,2.134,                                                      ,,4
268,3p6.3d7.4s.(5F).4d,e 6H,15/2,16.0,6.673087,,1.34,                                                      ,,4
269,3p6.3d7.4s.(5F).4d,e 6H,13/2,14.0,6.751235,,1.289,                                                      ,,4
270,3p6.3d7.4s.(5F).4d,e 6H,11/2,12.0,6.812644,,1.22,                                                      ,,4
271,3p6.3d7.4s.(5F).4d,e 6H,9/2,10.0,6.857933,,1.108,                                                      ,,4
272,3p6.3d7.4s.(5F).4d,e 6H,7/2,8.0,6.883682,,0.922,                                                      ,,4
273,3p6.3d7.4s.(5F).4d,e 6H,5/2,6.0,6.887984,,,                                                      ,,4
274,3p6.3d7.4s.(5F).4d,f 4P,5/2,6.0,6.687296,,1.46,                                                      ,,4
275,3p6.3d7.(a 2D).4s.4p.(3P*),2P*,3/2,4.0,6.715648,,1.353,  87                                                  ,,1
276,3p6.3d8.(3P).5s,g 4P,5/2,6.0,7.01075,,,                                                      ,,5
277,Limit,NaN,NaN,NaN,7.88101,0.00012,NaN,NaN,NaN,NaN
