,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Leading percentages,Reference,nQua
76,2p6.12p,2P*,1/2,2.0,5.02951609,2.5e-07,                                                                                              ,,12
77,2p6.12p,2P*,3/2,4.0,5.02953221,2.5e-07,                                                                                              ,,12
78,2p6.13s,2S,1/2,2.0,5.03886016,2.5e-07,                                                                                              ,,13
79,2p6.12d,2D,5/2,6.0,5.04436022,2.5e-07,                                                                                              ,,12
80,2p6.12d,2D,3/2,4.0,5.04436022,2.5e-07,                                                                                              ,,12
81,2p6.12f,2F*,"5/2,7/2",14.0,5.04457025,2.5e-07,                                                                                              ,,12
82,2p6.12g,2G,"7/2,9/2",18.0,5.04458872,2.5e-07,                                                                                              ,,12
83,2p6.13p,2P*,1/2,2.0,5.04681945,2.5e-07,                                                                                              ,,13
84,2p6.13p,2P*,3/2,4.0,5.04683185,2.5e-07,                                                                                              ,,13
85,2p6.14s,2S,1/2,2.0,5.05407748,2.5e-07,                                                                                              ,,14
86,2p6.13d,2D,5/2,6.0,5.05838693,2.5e-07,                                                                                              ,,13
87,2p6.13d,2D,3/2,4.0,5.05838717,2.5e-07,                                                                                              ,,13
88,2p6.13f,2F*,"5/2,7/2",14.0,5.05855207,2.5e-07,                                                                                              ,,13
89,2p6.13g,2G,"7/2,9/2",18.0,5.05856658,2.5e-07,                                                                                              ,,13
90,2p6.14p,2P*,1/2,2.0,5.06032492,2.5e-07,                                                                                              ,,14
91,2p6.14p,2P*,3/2,4.0,5.06033472,2.5e-07,                                                                                              ,,14
92,2p6.15s,2S,1/2,2.0,5.06607469,2.5e-07,                                                                                              ,,15
93,2p6.14d,2D,5/2,6.0,5.06951376,2.5e-07,                                                                                              ,,14
94,2p6.14d,2D,3/2,4.0,5.06951389,2.5e-07,                                                                                              ,,14
95,2p6.14f,2F*,"5/2,7/2",14.0,5.06964593,2.5e-07,                                                                                              ,,14
96,2p6.14g,2G,"7/2,9/2",18.0,5.06965759,2.5e-07,                                                                                              ,,14
97,2p6.15p,2P*,1/2,2.0,5.07106803,2.5e-07,                                                                                              ,,15
98,2p6.15p,2P*,3/2,4.0,5.07107584,2.5e-07,                                                                                              ,,15
99,2p6.16s,2S,1/2,2.0,5.07569996,2.5e-07,                                                                                              ,,16
100,2p6.15d,2D,3/2,4.0,5.07848836,2.5e-07,                                                                                              ,,15
101,2p6.15d,2D,5/2,6.0,5.07848836,2.5e-07,                                                                                              ,,15
102,2p6.15f,2F*,"5/2,7/2",14.0,5.07859573,2.5e-07,                                                                                              ,,15
103,2p6.15g,2G,"7/2,9/2",18.0,5.07860528,2.5e-07,                                                                                              ,,15
104,2p6.16p,2P*,1/2,2.0,5.07975362,2.5e-07,                                                                                              ,,16
105,2p6.16p,2P*,3/2,4.0,5.07976007,2.5e-07,                                                                                              ,,16
106,2p6.17s,2S,1/2,2.0,5.08353997,2.5e-07,                                                                                              ,,17
107,2p6.16d,2D,5/2,6.0,5.08583182,2.5e-07,                                                                                              ,,16
108,2p6.16d,2D,3/2,4.0,5.08583194,2.5e-07,                                                                                              ,,16
109,2p6.16f,2F*,"5/2,7/2",14.0,5.08592034,2.5e-07,                                                                                              ,,16
110,2p6.16g,2G,"7/2,9/2",18.0,5.08592816,2.5e-07,                                                                                              ,,16
111,2p6.17p,2P*,1/2,2.0,5.08687564,2.5e-07,                                                                                              ,,17
112,2p6.17p,2P*,3/2,4.0,5.08688097,2.5e-07,                                                                                              ,,17
113,2p6.18s,2S,1/2,2.0,5.09001021,2.5e-07,                                                                                              ,,18
114,2p6.17d,2D,5/2,6.0,5.09191684,2.5e-07,                                                                                              ,,17
115,2p6.17d,2D,3/2,4.0,5.09191696,2.5e-07,                                                                                              ,,17
116,2p6.17f,2F*,"5/2,7/2",14.0,5.09199061,2.5e-07,                                                                                              ,,17
117,2p6.17g,2G,"7/2,9/2",18.0,5.09199718,2.5e-07,                                                                                              ,,17
118,2p6.18p,2P*,1/2,2.0,5.09278808,2.5e-07,                                                                                              ,,18
119,2p6.18p,2P*,3/2,4.0,5.09279242,2.5e-07,                                                                                              ,,18
120,2p6.19s,2S,1/2,2.0,5.0954122,2.5e-07,                                                                                              ,,19
121,2p6.18d,2D,3/2,4.0,5.09701544,2.5e-07,                                                                                              ,,18
122,2p6.18d,2D,5/2,6.0,5.09701544,2.5e-07,                                                                                              ,,18
123,2p6.18f,2F*,"5/2,7/2",14.0,5.09707756,2.5e-07,                                                                                              ,,18
124,2p6.18g,2G,7/2,8.0,5.09708301,2.5e-07,                                                                                              ,,18
125,2p6.18g,2G,9/2,10.0,5.09708314,2.5e-07,                                                                                              ,,18
126,2p6.19p,2P*,1/2,2.0,5.09774992,2.5e-07,                                                                                              ,,19
127,2p6.19p,2P*,3/2,4.0,5.09775364,2.5e-07,                                                                                              ,,19
128,2p6.20s,2S,1/2,2.0,5.09996887,2.5e-07,                                                                                              ,,20
129,2p6.19d,2D,5/2,6.0,5.10132972,2.5e-07,                                                                                              ,,19
130,2p6.19d,2D,3/2,4.0,5.10132984,2.5e-07,                                                                                              ,,19
131,2p6.19f,2F*,"5/2,7/2",14.0,5.10138254,2.5e-07,                                                                                              ,,19
132,2p6.19g,2G,"7/2,9/2",18.0,5.10138725,2.5e-07,                                                                                              ,,19
133,2p6.20p,2P*,1/2,2.0,5.10195472,2.5e-07,                                                                                              ,,20
134,2p6.20p,2P*,3/2,4.0,5.10195795,2.5e-07,                                                                                              ,,20
135,2p6.20d,2D,5/2,6.0,5.1050128,2.5e-07,                                                                                              ,,20
136,2p6.20d,2D,3/2,4.0,5.1050128,2.5e-07,                                                                                              ,,20
137,2p6.20f,2F*,"5/2,7/2",14.0,5.10505805,2.5e-07,                                                                                              ,,20
138,2p6.20g,2G,"7/2,9/2",18.0,5.10506202,2.5e-07,                                                                                              ,,20
139,2p5.3s2,2P*,3/2,4.0,30.7692,0.0006,  93                                               :     6  2p5.(2P*).3p2.(1S)    2P*         ,,3
140,2p5.3s2,2P*,1/2,2.0,30.9327,0.0015,  93                                               :     6  2p5.(2P*).3p2.(1S)    2P*         ,,3
141,2p5.(2P*).3s.3p.(3P*),4S,3/2,4.0,32.7002,0.0005,  97                                                                                          ,,3
142,2p5.(2P*).3s.3p.(3P*),4D,7/2,8.0,33.0525,0.0005,  98                                                                                          ,,3
143,2p5.(2P*).3s.3p.(3P*),4D,5/2,6.0,33.0956,0.0005,  93                                                                                          ,,3
144,2p5.(2P*).3s.3p.(3P*),4D,3/2,4.0,33.1388,0.0005,  90                                               :     5                        2D          ,,3
145,2p5.(2P*).3s.3p.(3P*),4D,1/2,2.0,33.1752,0.0005,  94                                                                                          ,,3
146,2p5.(2P*).3s.3p.(3P*),4P,5/2,6.0,33.2915,0.0005,  82                                               :    17                        2D          ,,3
147,2p5.(2P*).3s.3p.(3P*),4P,3/2,4.0,33.339,0.0005,  49                                               :    45                        2D          ,,3
148,2p5.(2P*).3s.3p.(3P*),4P,1/2,2.0,33.3625,0.0005,  94                                                                                          ,,3
149,2p5.(2P*).3s.3p.(3P*),2D,3/2,4.0,33.4418,0.0016,  48                                               :    43                        4P          ,,3
150,2p5.(2P*).3s.3p.(3P*),2D,5/2,6.0,33.5,0.0016,  78                                               :    15                        4P          ,,3
151,2p5.(2P*).3s.3p.(3P*),2P,1/2,2.0,33.5479,0.0016,  94                                                                                          ,,3
152,2p5.(2P*).3s.3p.(3P*),2P,3/2,4.0,33.5845,0.0016,  92                                                                                          ,,3
153,2p5.(2P*).3s.3p.(3P*),2S,1/2,2.0,33.8769,0.0016,  82                                               :    12  2p5.(2P*).3s.3p.(1P*) 2S          ,,3
154,2p5.(2P*).3s.3p.(1P*),2D,5/2,6.0,34.7895,0.0017,  86                                               :     5  2p5.3s.(3P*).4p       2D          ,,3
155,2p5.(2P*).3s.3p.(1P*),2D,3/2,4.0,34.973,0.0017,  39                                               :    45                        2P          ,,3
156,2p5.(2P*).3s.3p.(1P*),2S,1/2,2.0,34.812,0.0017,  62                                               :    10  2p5.3s.(3P*).4p       2S          ,,3
157,2p5.(2P*).3s.3p.(1P*),2P,3/2,4.0,34.8419,0.0017,  38                                               :    47                        2D          ,,3
158,2p5.(2P*).3s.3p.(1P*),2P,1/2,2.0,35.0047,0.0017,  73                                               :     9                        2S          ,,3
159,2p5.3s.(3P*).4s,4P*,5/2,6.0,35.4967,0.0005,  99                                                                                          ,,4
160,2p5.3s.(3P*).4s,4P*,3/2,4.0,35.5648,0.0005,  87                                           or  :    55  2p5.3s.(3P*<1>).4s    2[1]*       ,,4
161,2p5.3s.(3P*).4s,4P*,1/2,2.0,35.6299,0.0005,  87                                           or  :    56  2p5.3s.(3P*<1>).4s    2[1]*       ,,4
162,2p5.3s.(3P*).4s,2P*,3/2,4.0,35.7635,0.0009,  86                                           or  :    52  2p5.3s.(3P*<2>).4s    2[2]*       ,,4
163,2p5.3s.(3P*).4s,2P*,1/2,2.0,35.787,0.0021,  62                                           or  :    53  2p5.3s.(3P*<0>).4s    2[0]*       ,,4
164,2p5.3s.(3P*).3d,2P*,1/2,2.0,35.9844,0.0009,  67                                           or  :    35  2p5.3s.(3P*<2>).3d    2[1]*       ,,3
165,2p5.3s.(3P*).3d,2P*,3/2,4.0,36.016,0.0009,  44                                           or  :    40  2p5.3s.(3P*<2>).3d    2[2]*       ,,3
166,2p5.3s.(1P*).4s,2P*,3/2,4.0,36.0529,0.0009,  89                                           or  :    89  2p5.3s.(1P*<1>).4s    2[1]*       ,,4
167,2p5.3s.(1P*).4s,2P*,1/2,2.0,36.1265,0.0009,  68                                           or  :    68  2p5.3s.(1P*<1>).4s    2[1]*       ,,4
168,2p5.3s.(3P*).3d,2D*,3/2,4.0,36.2145,0.0021,  51                                           or  :    29  2p5.3s.(3P*<1>).3d    2[1]*       ,,3
169,2p5.3s.(3P*).3d,4P*,1/2,2.0,36.2306,0.0005,  94                                           or  :    62  2p5.3s.(3P*<2>).3d    2[0]*       ,,3
170,2p5.3s.(3P*).3d,4P*,3/2,4.0,36.2392,0.0005,  77                                           or  :    73  2p5.3s.(3P*<2>).3d    2[1]*       ,,3
171,2p5.3s.(3P*).3d,4F*,9/2,10.0,36.2456,0.0005,  99                                           or  :    99  2p5.3s.(3P*<2>).3d    2[4]*       ,,3
172,2p5.3s.(3P*).3d,4F*,7/2,8.0,36.2591,0.0005,  53                                           or  :    84  2p5.3s.(3P*<2>).3d    2[3]*       ,,3
173,2p5.3s.(3P*).3d,4F*,5/2,6.0,36.3167,0.0005,  56                                           or  :    57  2p5.3s.(3P*<1>).3d    2[2]*       ,,3
174,2p5.3s.(3P*).3d,4F*,3/2,4.0,36.3928,0.0005,  58                                           or  :    61  2p5.3s.(3P*<0>).3d    2[2]*       ,,3
175,2p5.3s.(3P*).3d,4D*,5/2,6.0,36.2529,0.0005,  48                                           or  :    81  2p5.3s.(3P*<2>).3d    2[2]*       ,,3
176,2p5.3s.(3P*).3d,4D*,3/2,4.0,36.3286,0.0005,  43                                           or  :    37  2p5.3s.(3P*<1>).3d    2[2]*       ,,3
177,2p5.3s.(3P*).3d,4D*,1/2,2.0,36.3439,0.0005,  87                                           or  :    71  2p5.3s.(3P*<1>).3d    2[1]*       ,,3
178,2p5.3s.(3P*).4p,2D,3/2,4.0,36.582,0.0019,                                                                                              ,,4
179,2p5.3s.(1P*).3d,2P*,3/2,4.0,36.6118,0.0009,  54                                           or  :    54  2p5.3s.(1P*<1>).3d    2[1]*       ,,3
180,2p5.3s.(1P*).3d,2P*,1/2,2.0,36.6406,0.0009,  70                                           or  :    70  2p5.3s.(1P*<1>).3d    2[1]*       ,,3
181,2p5.3s.(1P*).3d,2D*,5/2,6.0,36.667,0.011,  67                                           or  :    67  2p5.3s.(1P*<1>).3d    2[2]*       ,,3
182,2p5.3s.(1P*).3d,2D*,3/2,4.0,36.6682,0.0017,  54                                           or  :    54  2p5.3s.(1P*<1>).3d    2[2]*       ,,3
183,2p5.3s.(1P*).4p,2D,5/2,6.0,36.7707,0.0019,                                                                                              ,,4
184,2p5.3s.(1P*).4p,2D,3/2,4.0,36.8293,0.0019,                                                                                              ,,4
185,2p5.3s.(1P*).4p,2S,1/2,2.0,36.7759,0.0019,                                                                                              ,,4
186,2p5.3s.(1P*).4p,2P,3/2,4.0,36.7995,0.0019,                                                                                              ,,4
187,2p5.3s.(1P*).4p,2P,1/2,2.0,36.8383,0.0019,                                                                                              ,,4
188,2p5.3s.(3P*).5s,4P*,3/2,4.0,36.8325,0.0009,  60                                           or  :    76  2p5.3s.(3P*<2>).5s    2[2]*       ,,5
189,2p5.3s.(3P*).5s,2P*,3/2,4.0,36.9033,0.0009,  55                                           or  :    74  2p5.3s.(3P*<1>).5s    2[1]*       ,,5
190,2p5.3s.(3P*).5s,2P*,1/2,2.0,36.9907,0.0009,  63                                           or  :    83  2p5.3s.(3P*<0>).5s    2[0]*       ,,5
191,2p5.3s.(3P*).4d,2P*,1/2,2.0,36.9131,0.0009,  71                                           or  :    39  2p5.3s.(3P*<2>).4d    2[1]*       ,,4
192,2p5.3s.(3P*).4d,2P*,3/2,4.0,36.9284,0.0009,  40                                           or  :    45  2p5.3s.(3P*<2>).4d    2[2]*       ,,4
193,2p5.3s.(3P*).4d,2D*,3/2,4.0,37.0695,0.0016,  43                                           or  :    41  2p5.3s.(3P*<1>).4d    2[2]*       ,,4
194,2p5.3s.(3P*).4d,4F*,3/2,4.0,37.2002,0.0009,  61                                           or  :    80  2p5.3s.(3P*<0>).4d    2[2]*       ,,4
195,2p5.3s.(1P*).5s,2P*?,3/2,4.0,37.2723,0.0009,  79                                           or  :    79  2p5.3s.(1P*<1>).5s    2[1]*       ,,5
196,2p5.3s.(3P*).6s,2P*,3/2,4.0,37.2916,0.0009,  47                                           or  :    76  2p5.3s.(3P*<2>).6s    2[2]*       ,,6
197,2p5.3s.(3P*).6s,4P*?,3/2,4.0,37.3717,0.0009,  41                                           or  :    61  2p5.3s.(3P*<1>).6s    2[1]*       ,,6
198,2p5.3s.(3P*).6s,4P*?,1/2,2.0,37.3795,0.0016,  54                                           or  :    81  2p5.3s.(3P*<1>).6s    2[1]*       ,,6
199,2p5.3s.(1P*).4d,2P*?,3/2,4.0,37.3921,0.0009,  23                                           or  :    23  2p5.3s.(1P*<1>).4d    2[1]*       ,,4
200,2p5.3s.(1P*).4d,2P*?,1/2,2.0,37.4403,0.0009,  40  2p5.3s.(3P*).5d 4D*                      or  :    28  2p5.3s.(1P*<1>).4d    2[1]*       ,,4
201,2p5.3s.(3P*).6s,2P*?,1/2,2.0,37.4608,0.0022,  51                                           or  :    90  2p5.3s.(3P*<0>).6s    2[0]*       ,,6
202,2p5.3s.(3P*).5d,4F*?,3/2,4.0,37.4952,0.0009,  30                                           or  :    60  2p5.3s.(3P*<1>).5d    2[2]*       ,,5
203,2p5.3s.(3P*).5d,4D*?,1/2,2.0,37.5,0.0009,  41                                           or  :    56  2p5.3s.(3P*<1>).5d    2[1]*       ,,5
204,2p5.3s.(3P*).7s,2P*,3/2,4.0,37.5283,0.0009,  71                                           or  :    96  2p5.3s.(3P*<2>).7s    2[2]*       ,,7
205,2p5.3s.(3P*).6d,2P*?,1/2,2.0,37.5461,0.0009,  63                                           or  :    37  2p5.3s.(3P*<2>).6d    2[1]*       ,,6
206,2p5.3s.(3P*).6d,4P*?,"1/2,3/2",6.0,37.5961,0.0009,"  63                                           or  :        2p5.3s.(3P*<2>).6d    2[0]*,2[1]* ",,6
207,2p5.3s.(3P*).7s,"2P*,4P*","1/2,3/2",6.0,37.6169,0.0009,                                               or  :    89  2p5.3s.(3P*<1>).7s    2[1]*       ,,7
208,2p5.3s.(3P*).6d,4D*?,1/2,2.0,37.6519,0.0009,                                               or  :        2p5.3s.(3P*<1>).6d    2[1]*       ,,6
209,2p5.3s.(3P*).8s,2P*?,3/2,4.0,37.6588,0.0022,  73                                           or  :    92  2p5.3s.(3P*<2>).8s    2[2]*       ,,8
210,2p5.3s.(3P*).7s,4P*,1/2,2.0,37.688,0.0009,  56                                           or  :    94  2p5.3s.(3P*<0>).7s    2[0]*       ,,7
211,2p5.3s.(3P*).7d,4P*?,3/2,4.0,37.6979,0.0009,  61                                           or  :    65  2p5.3s.(3P*<2>).7d    2[1]*       ,,7
212,2p5.3s.(3P*).7d,2P*?,1/2,2.0,37.7024,0.0022,  20  2p5.(2P*).3p2.(3P) 2P*                   or  :    17  2p5.3s.(3P*<2>).7d    2[0]*       ,,7
213,2p5.3s.(3P*).9s,2P*,3/2,4.0,37.7372,0.0009,  66                                           or  :    81  2p5.3s.(3P*<2>).9s    2[2]*       ,,9
214,2p5.3s.(1P*).6s,2P*,"1/2,3/2",6.0,37.7471,0.0009,  47                                           or  :    47  2p5.3s.(1P*<1>).6s    2[1]*       ,,6
215,2p5.3s.(3P*).6d,4F*?,3/2,4.0,37.759,0.0009,  31                                           or  :    18  2p5.3s.(3P*<0>).6d    2[2]*       ,,6
216,2p5.3s.(3P*).8d,4P*,"1/2,3/2",6.0,37.7667,0.0009,"  63                                           or  :    69  2p5.3s.(3P*<2>).8d    2[0]*,2[1]* ",,8
217,2p5.3s.(3P*).7d,4D*,"1/2,3/2",6.0,37.7863,0.0024,  41                                           or  :    79  2p5.3s.(3P*<1>).7d    2[1]*       ,,7
218,2p5.3s.(3P*).10s,2P*,3/2,4.0,37.7935,0.0009,  78                                           or  :    94  2p5.3s.(3P*<2>).10s   2[2]*       ,,10
219,2p5.3s.(3P*).9d,4P*,"1/2,3/2",6.0,37.808,0.0009,"  70                                           or  :        2p5.3s.(3P*<2>).9d    2[0]*,2[1]* ",,9
220,2p5.3s.(3P*).8s,4P*,1/2,2.0,37.821,0.0009,  57                                           or  :    91  2p5.3s.(3P*<0>).8s    2[0]*       ,,8
221,2p5.3s.(3P*).9s,"2P*,4P*?","1/2,3/2",6.0,37.8329,0.0009,                                               or  :    84  2p5.3s.(3P*<1>).9s    2[1]*       ,,9
222,2p5.3s.(3P*).10d,4P*,"1/2,3/2",6.0,37.8417,0.0009,"  73                                           or  :        2p5.3s.(3P*<2>).10d   2[0]*,2[1]* ",,10
223,2p5.3s.(3P*).8d,4D*,"1/2,3/2",6.0,37.8439,0.0024,  41                                           or  :    76  2p5.3s.(3P*<1>).8d    2[1]*       ,,8
224,2p5.3s.(3P*).7d,4F*,3/2,4.0,37.8547,0.0009,  31                                           or  :    64  2p5.3s.(3P*<0>).7d    2[2]*       ,,7
225,2p5.3s.(3P*).12s,2P*,3/2,4.0,37.8594,0.0009,  79                                           or  :    95  2p5.3s.(3P*<2>).12s   2[2]*       ,,12
226,2p5.3s.(1P*).5d,2P*,"1/2,3/2",6.0,37.8656,0.0009,  48                                           or  :    48  2p5.3s.(1P*<1>).5d    2[1]*       ,,5
227,2p5.3s.(3P*).13s,2P*,3/2,4.0,37.8779,0.0009,  74                                           or  :    90  2p5.3s.(3P*<2>).13s   2[2]*       ,,13
228,2p5.3s.(3P*).12d,4P*?,"1/2,3/2",6.0,37.8849,0.0009,"  70                                           or  :        2p5.3s.(3P*<2>).12d   2[0]*,2[1]* ",,12
229,2p5.3s.(3P*).14s,2P*,3/2,4.0,37.8954,0.0009,  80                                           or  :    97  2p5.3s.(3P*<2>).14s   2[2]*       ,,14
230,2p5.3s.(3P*).9s,4P*?,1/2,2.0,37.9006,0.0024,  61                                           or  :    95  2p5.3s.(3P*<0>).9s    2[0]*       ,,9
231,2p5.3s.(3P*).15s,2P*,3/2,4.0,37.9099,0.0024,  81                                           or  :    98  2p5.3s.(3P*<2>).15s   2[2]*       ,,15
232,2p5.3s.(3P*).16s,2P*,3/2,4.0,37.9203,0.0024,  79                                           or  :    95  2p5.3s.(3P*<2>).16s   2[2]*       ,,16
233,2p5.3s.(3P*).11s,"2P*,4P*","1/2,3/2",6.0,37.9264,0.0009,                                               or  :    88  2p5.3s.(3P*<1>).11s   2[1]*       ,,11
234,2p5.3s.(3P*).8d,4F*,3/2,4.0,37.9346,0.0009,  26                                           or  :    55  2p5.3s.(3P*<0>).8d    2[2]*       ,,8
235,2p5.3s.(3P*).12s,"2P*,4P*","1/2,3/2",6.0,37.9535,0.0009,                                               or  :    91  2p5.3s.(3P*<1>).12s   2[1]*       ,,12
236,2p5.3s.(3P*).10s,4P*,1/2,2.0,37.96,0.0009,  58                                           or  :    89  2p5.3s.(3P*<0>).10s   2[0]*       ,,10
237,2p5.3s.(3P*).13s,"2P*,4P*","1/2,3/2",6.0,37.9725,0.0024,                                               or  :    95  2p5.3s.(3P*<1>).13s   2[1]*       ,,13
238,2p5.3s.(3P*).9d,4F*,3/2,4.0,37.9796,0.0024,  45                                           or  :    94  2p5.3s.(3P*<0>).9d    2[2]*       ,,9
239,2p5.3s.(1P*).7s,2P*,"1/2,3/2",6.0,37.9941,0.001,  69                                           or  :    69  2p5.3s.(1P*<1>).7s    2[1]*       ,,7
