,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Reference,nQua
60,3p6.4s.5g,1G,4,9.0,5.563909,,L7185,5
61,3p6.4s.7p,3P*,0,1.0,5.573793,,L7185,7
62,3p6.4s.7p,3P*,1,3.0,5.5740388,,L7185,7
63,3p6.4s.7p,3P*,2,5.0,5.5745474,,L7185,7
64,3p6.4s.6d,1D,2,5.0,5.578028,,L7185,6
65,3p6.4s.6d,3D,1,3.0,5.5853732,,L7185,6
66,3p6.4s.6d,3D,2,5.0,5.5855401,,L7185,6
67,3p6.4s.6d,3D,3,7.0,5.5857825,,L7185,6
68,3p6.4s.7p,1P*,1,3.0,5.6320266,,L7185,7
69,3p6.4s.8s,3S,1,3.0,5.6708741,,L7185,8
70,3p6.4s.8s,1S,0,1.0,5.6892877,,L7185,8
71,3p6.4s.6f,3F*,2,5.0,5.7236864,,L7185,6
72,3p6.4s.6f,3F*,3,7.0,5.7237039,,L7185,6
73,3p6.4s.6f,3F*,4,9.0,5.7237269,,L7185,6
74,3p6.4s.6f,1F*,3,7.0,5.7258877,,L7185,6
75,3p6.4s.7d,1D,2,5.0,5.728086,,L7185,7
76,3p6.4s.8p,3P*,0,1.0,5.7385,,L7185,8
77,3p6.4s.8p,3P*,1,3.0,5.738637,,L7185,8
78,3p6.4s.8p,3P*,2,5.0,5.738935,,L7185,8
79,3p6.4s.7d,3D,1,3.0,5.740713,,L7185,7
80,3p6.4s.7d,3D,2,5.0,5.7409208,,L7185,7
81,3p6.4s.7d,3D,3,7.0,5.7412196,,L7185,7
82,3p6.4s.8p,1P*,1,3.0,5.7627624,,L7185,8
83,3p6.4s.9s,3S,1,3.0,5.7960484,,L7185,9
84,3p6.4s.9s,1S,0,1.0,5.8068068,,L7185,9
85,3p6.4s.8d,1D,2,5.0,5.820932,,L7185,8
86,3p6.4s.7f,3F*,2,5.0,5.8280253,,L7185,7
87,3p6.4s.7f,3F*,3,7.0,5.8280359,,L7185,7
88,3p6.4s.7f,3F*,4,9.0,5.8280508,,L7185,7
89,3p6.4s.7f,1F*,3,7.0,5.8291346,,L7185,7
90,3p6.4s.8d,3D,1,3.0,5.8317487,,L7185,8
91,3p6.4s.8d,3D,2,5.0,5.8322176,,L7185,8
92,3p6.4s.8d,3D,3,7.0,5.8328665,,L7185,8
93,3p6.4s.9p,3P*,1,3.0,5.837843,,L7185,9
94,3p6.4s.9p,3P*,2,5.0,5.838043,,L7185,9
95,3p6.4s.9p,1P*,1,3.0,5.8501163,,L7185,9
96,3p6.4s.10s,3S,1,3.0,5.8746252,,L7185,10
97,3p6.4s.10s,1S,0,1.0,5.8814968,,L7185,10
98,3p6.3d.5s,1D,2,5.0,5.8829365,,L7185,5
99,3p6.3d.5s,3D,1,3.0,5.8838502,,L7185,5
100,3p6.3d.5s,3D,2,5.0,5.8850357,,L7185,5
101,3p6.3d.5s,3D,3,7.0,5.8862633,,L7185,5
102,3p6.4s.8f,3F*,2,5.0,5.8954752,,L7185,8
103,3p6.4s.8f,3F*,3,7.0,5.8954822,,L7185,8
104,3p6.4s.8f,3F*,4,9.0,5.8954946,,L7185,8
105,3p6.4s.8f,1F*,3,7.0,5.896097,,L7185,8
106,3p6.4s.10p,3P*,1,3.0,5.902237,,L7185,10
107,3p6.4s.10p,3P*,2,5.0,5.902363,,L7185,10
108,3p6.4s.10p,1P*,1,3.0,5.909347,,L7185,10
109,3p6.4s.9d,3D,1,3.0,5.9205747,,L7185,9
110,3p6.4s.9d,3D,2,5.0,5.9211488,,L7185,9
111,3p6.4s.9d,3D,3,7.0,5.9221917,,L7185,9
112,3p6.4s.11s,3S,1,3.0,5.927213,,L7185,11
113,3p6.4s.9d,1D,2,5.0,5.927981,,L7185,9
114,3p6.4s.11s,1S,0,1.0,5.93187,,L7185,11
115,3p6.4s.9f,3F*,2,5.0,5.941555,,L7185,9
116,3p6.4s.9f,3F*,3,7.0,5.9415684,,L7185,9
117,3p6.4s.9f,3F*,4,9.0,5.9415748,,L7185,9
118,3p6.4s.9f,1F*,3,7.0,5.9419361,,L7185,9
119,3p6.4s.11p,3P*,1,3.0,5.94639,,L7185,11
120,3p6.4s.11p,3P*,2,5.0,5.946472,,L7185,11
121,3p6.4s.11p,1P*,1,3.0,5.95093,,L7185,11
122,3p6.4s.10d,3D,1,3.0,5.955157,,L7185,10
123,3p6.4s.10d,3D,2,5.0,5.955362,,L7185,10
124,3p6.4s.10d,3D,3,7.0,5.9557312,,L7185,10
125,3p6.4s.10d,1D,2,5.0,5.961583,,L7185,10
126,3p6.4s.12s,3S,1,3.0,5.964138,,L7185,12
127,3p6.4s.12s,1S,0,1.0,5.967452,,L7185,12
128,3p6.4s.10f,3F*,2,5.0,5.9744321,,L7185,10
129,3p6.4s.10f,3F*,3,7.0,5.9744359,,L7185,10
130,3p6.4s.10f,3F*,4,9.0,5.9744412,,L7185,10
131,3p6.4s.10f,1F*,3,7.0,5.9746733,,L7185,10
132,3p6.4s.10g,1G,4,9.0,5.97631,,L7185,10
133,3p6.4s.10h,1H*,5,11.0,5.977,,L7185,10
134,3p6.4s.12p,3P*,1,3.0,5.977999,,L7185,12
135,3p6.4s.12p,3P*,2,5.0,5.978067,,L7185,12
136,3p6.4s.12p,1P*,1,3.0,5.981063,,L7185,12
137,3p6.4s.11d,3D,1,3.0,5.983267,,L7185,11
138,3p6.4s.11d,3D,2,5.0,5.983334,,L7185,11
139,3p6.4s.11d,3D,3,7.0,5.983513,,L7185,11
140,3p6.4s.11d,1D,2,5.0,5.987302,,L7185,11
141,3p6.4s.13s,3S,1,3.0,5.991058,,L7185,13
142,3p6.4s.13s,1S,0,1.0,5.993489,,L7185,13
143,3p6.4s.11f,3F*,2,5.0,5.99869,,L7185,11
144,3p6.4s.11f,3F*,3,7.0,5.9987003,,L7185,11
145,3p6.4s.11f,3F*,4,9.0,5.9987028,,L7185,11
146,3p6.4s.11f,1F*,3,7.0,5.9988563,,L7185,11
147,3p6.4s.11g,1G,4,9.0,6.00013,,L7185,11
148,3p6.4s.11h,1H*,5,11.0,6.00066,,L7185,11
149,3p6.4s.13p,3P*,1,3.0,6.001402,,L7185,13
150,3p6.4s.13p,3P*,2,5.0,6.001449,,L7185,13
151,3p6.4s.13p,1P*,1,3.0,6.003574,,L7185,13
152,3p6.4s.12d,3D,1,3.0,6.004928,,L7185,12
153,3p6.4s.12d,3D,2,5.0,6.004984,,L7185,12
154,3p6.4s.12d,3D,3,7.0,6.005109,,L7185,12
155,3p6.4s.12d,1D,2,5.0,6.007249,,L7185,12
156,3p6.4s.14s,3S,1,3.0,6.011287,,L7185,14
157,3p6.4s.14s,1S,0,1.0,6.013127,,L7185,14
158,3p6.3d2,3P,0,1.0,6.0162208,,L7185,3
159,3p6.3d2,3P,1,3.0,6.0178983,,L7185,3
160,3p6.3d2,3P,2,5.0,6.0211093,,L7185,3
161,3p6.4s.12f,3F*,3,7.0,6.017082,,L7185,12
162,3p6.4s.12f,3F*,4,9.0,6.017082,,L7185,12
163,3p6.4s.12f,1F*,3,7.0,6.0172184,,L7185,12
164,3p6.4s.12g,1G,4,9.0,6.01821,,L7185,12
165,3p6.4s.12h,1H*,5,11.0,6.01871,,L7185,12
166,3p6.4s.14p,3P*,1,3.0,6.019222,,L7185,14
167,3p6.4s.14p,3P*,2,5.0,6.019248,,L7185,14
168,3p6.4s.14p,1P*,1,3.0,6.020809,,L7185,14
169,3p6.4s.13d,3D,1,3.0,6.021746,,L7185,13
170,3p6.4s.13d,3D,2,5.0,6.021782,,L7185,13
171,3p6.4s.13d,3D,3,7.0,6.021852,,L7185,13
172,3p6.4s.13d,1D,2,5.0,6.022944,,L7185,13
173,3p6.4s.15s,3S,1,3.0,6.026841,,L7185,15
174,3p6.4s.15s,1S,0,1.0,6.028301,,L7185,15
175,3p6.4s.13f,3F*,4,9.0,6.031382,,L7185,13
176,3p6.4s.13f,1F*,3,7.0,6.031496,,L7185,13
177,3p6.4s.13g,1G,4,9.0,6.03229,,L7185,13
178,3p6.4s.13h,1H*,5,11.0,6.0327,,L7185,13
179,3p6.4s.15p,3P*,2,5.0,6.0331,,L7185,15
180,3p6.4s.15p,1P*,1,3.0,6.03429,,L7185,15
181,3p6.4s.14d,3D,1,3.0,6.034983,,L7185,14
182,3p6.4s.14d,3D,2,5.0,6.035011,,L7185,14
183,3p6.4s.14d,3D,3,7.0,6.035066,,L7185,14
184,3p6.4s.14d,1D,2,5.0,6.035423,,L7185,14
185,3p6.4s.16s,3S,1,3.0,6.039124,,L7185,16
186,3p6.4s.16s,1S,0,1.0,6.040265,,L7185,16
187,3p6.4s.14f,1F*,3,7.0,6.042809,,L7185,14
188,3p6.4s.14g,1G,4,9.0,6.04341,,L7185,14
189,3p6.4s.14h,1H*,5,11.0,6.04391,,L7185,14
190,3p6.4s.16p,3P*,2,5.0,6.044111,,L7185,16
191,3p6.4s.16p,1P*,1,3.0,6.045029,,L7185,16
192,3p6.4s.15d,1D,2,5.0,6.045487,,L7185,15
193,3p6.4s.15d,3D,1,3.0,6.045579,,L7185,15
194,3p6.4s.15d,3D,2,5.0,6.045618,,L7185,15
195,3p6.4s.15d,3D,3,7.0,6.045632,,L7185,15
196,3p6.4s.17s,3S,1,3.0,6.048945,,L7185,17
197,3p6.4s.17s,1S,0,1.0,6.049866,,L7185,17
198,3p6.4s.15f,1F*,3,7.0,6.051928,,L7185,15
199,3p6.4s.17p,3P*,2,5.0,6.052983,,L7185,17
200,3p6.4s.17p,1P*,1,3.0,6.053719,,L7185,17
201,3p6.4s.16d,1D,2,5.0,6.053783,,L7185,16
202,3p6.4s.16d,3D,1,3.0,6.054132,,L7185,16
203,3p6.4s.16d,3D,2,5.0,6.054142,,L7185,16
204,3p6.4s.16d,3D,3,7.0,6.054207,,L7185,16
205,3p6.4s.18s,3S,1,3.0,6.056948,,L7185,18
206,3p6.4s.18s,1S,0,1.0,6.057693,,L7185,18
207,3p6.4s.16f,1F*,3,7.0,6.059381,,L7185,16
208,3p6.4s.18p,3P*,2,5.0,6.060262,,L7185,18
209,3p6.4s.17d,1D,2,5.0,6.060641,,L7185,17
210,3p6.4s.18p,1P*,1,3.0,6.060851,,L7185,18
211,3p6.4s.17d,3D,2,5.0,6.061185,,L7185,17
212,3p6.4s.17d,3D,1,3.0,6.061203,,L7185,17
213,3p6.4s.17d,3D,3,7.0,6.06122,,L7185,17
214,3p6.4s.19s,3S,1,3.0,6.063522,,L7185,19
215,3p6.4s.19s,1S,0,1.0,6.064148,,L7185,19
216,3p6.4s.17f,1F*,3,7.0,6.065549,,L7185,17
217,3p6.4s.19p,3P*,2,5.0,6.06629,,L7185,19
218,3p6.4s.18d,1D,2,5.0,6.066397,,L7185,18
219,3p6.4s.19p,1P*,1,3.0,6.066772,,L7185,19
220,3p6.4s.18d,3D,2,5.0,6.067048,,L7185,18
221,3p6.4s.18d,3D,1,3.0,6.067055,,L7185,18
222,3p6.4s.18d,3D,3,7.0,6.067082,,L7185,18
223,3p6.4s.20s,3S,1,3.0,6.069012,,L7185,20
224,3p6.4s.20s,1S,0,1.0,6.069539,,L7185,20
225,3p6.4s.18f,1F*,3,7.0,6.070721,,L7185,18
226,3p6.4s.19d,1D,2,5.0,6.071271,,L7185,19
227,3p6.4s.20p,3P*,2,5.0,6.071341,,L7185,20
228,3p6.4s.20p,1P*,1,3.0,6.071745,,L7185,20
229,3p6.4s.19d,3D,1,3.0,6.071977,,L7185,19
230,3p6.4s.19d,3D,3,7.0,6.071992,,L7185,19
231,3p6.4s.19d,3D,2,5.0,6.071996,,L7185,19
232,3p6.4s.21s,3S,1,3.0,6.073657,,L7185,21
233,3p6.4s.21s,1S,0,1.0,6.074089,,L7185,21
234,3p6.4s.19f,1F*,3,7.0,6.075088,,L7185,19
235,3p6.4s.20d,1D,2,5.0,6.075432,,L7185,20
236,3p6.4s.21p,3P*,2,5.0,6.075624,,L7185,21
237,3p6.4s.21p,1P*,1,3.0,6.07596,,L7185,21
238,3p6.4s.20d,3D,2,5.0,6.076166,,L7185,20
239,3p6.4s.20d,3D,1,3.0,6.076167,,L7185,20
240,3p6.4s.20d,3D,3,7.0,6.07618,,L7185,20
241,3p6.4s.22s,3S,1,3.0,6.077598,,L7185,22
242,3p6.4s.22s,1S,0,1.0,6.077956,,L7185,22
243,3p6.4s.20f,1F*,3,7.0,6.078813,,L7185,20
244,3p6.4s.21d,1D,2,5.0,6.079013,,L7185,21
245,3p6.4s.22p,3P*,2,5.0,6.07928,,L7185,22
246,3p6.4s.22p,1P*,1,3.0,6.079563,,L7185,22
247,3p6.4s.21d,3D,2,5.0,6.079739,,L7185,21
248,3p6.4s.23s,3S,1,3.0,6.080956,,L7185,23
249,3p6.4s.23s,1S,0,1.0,6.081282,,L7185,23
250,3p6.4s.21f,1F*,3,7.0,6.08202,,L7185,21
251,3p6.4s.22d,1D,2,5.0,6.082122,,L7185,22
252,3p6.4s.23p,3P*,2,5.0,6.082419,,L7185,23
253,3p6.4s.23p,1P*,1,3.0,6.082667,,L7185,23
254,3p6.4s.22d,3D,2,5.0,6.082817,,L7185,22
255,3p6.4s.24s,3S,1,3.0,6.083882,,L7185,24
256,3p6.4s.24s,1S,0,1.0,6.084151,,L7185,24
257,3p6.4s.22f,1F*,3,7.0,6.084797,,L7185,22
258,3p6.4s.23d,1D,2,5.0,6.084832,,L7185,23
259,3p6.4s.24p,3P*,2,5.0,6.085149,,L7185,24
260,3p6.4s.24p,1P*,1,3.0,6.085361,,L7185,24
261,3p6.4s.23d,3D,2,5.0,6.085495,,L7185,23
262,3p6.4s.25s,3S,1,3.0,6.086434,,L7185,25
263,3p6.4s.25s,1S,0,1.0,6.086656,,L7185,25
264,3p6.4s.24d,1D,2,5.0,6.087193,,L7185,24
265,3p6.4s.23f,1F*,3,7.0,6.08722,,L7185,23
266,3p6.4s.25p,3P*,2,5.0,6.087531,,L7185,25
267,3p6.4s.25p,1P*,1,3.0,6.087713,,L7185,25
268,3p6.4s.24d,3D,2,5.0,6.087811,,L7185,24
269,3p6.4s.26s,3S,1,3.0,6.088635,,L7185,26
270,3p6.4s.26s,1S,0,1.0,6.088845,,L7185,26
271,3p6.4s.25d,1D,2,5.0,6.089287,,L7185,25
272,3p6.4s.24f,1F*,3,7.0,6.089341,,L7185,24
273,3p6.4s.26p,3P*,2,5.0,6.089617,,L7185,26
274,3p6.4s.26p,1P*,1,3.0,6.089779,,L7185,26
275,3p6.4s.25d,3D,2,5.0,6.089886,,L7185,25
276,3p6.4s.27s,3S,1,3.0,6.090602,,L7185,27
277,3p6.4s.27s,1S,0,1.0,6.090778,,L7185,27
278,3p6.4s.26d,1D,2,5.0,6.091138,,L7185,26
279,3p6.4s.25f,1F*,3,7.0,6.09122,,L7185,25
280,3p6.4s.27p,3P*,2,5.0,6.09146,,L7185,27
281,3p6.4s.27p,1P*,1,3.0,6.091603,,L7185,27
282,3p6.4s.26d,3D,2,5.0,6.091687,,L7185,26
283,3p6.4s.28s,3S,1,3.0,6.092343,,L7185,28
284,3p6.4s.28s,1S,0,1.0,6.092498,,L7185,28
285,3p6.4s.27d,1D,2,5.0,6.092786,,L7185,27
286,3p6.4s.26f,1F*,3,7.0,6.092879,,L7185,26
287,3p6.4s.28p,3P*,2,5.0,6.093103,,L7185,28
288,3p6.4s.28p,1P*,1,3.0,6.093222,,L7185,28
289,3p6.4s.27d,3D,2,5.0,6.093285,,L7185,27
290,3p6.4s.29s,3S,1,3.0,6.093861,,L7185,29
291,3p6.4s.29s,1S,0,1.0,6.09402,,L7185,29
292,3p6.4s.28d,1D,2,5.0,6.094256,,L7185,28
293,3p6.4s.27f,1F*,3,7.0,6.094355,,L7185,27
294,3p6.4s.29p,3P*,2,5.0,6.094555,,L7185,29
295,3p6.4s.29p,1P*,1,3.0,6.094664,,L7185,29
296,3p6.4s.28d,3D,2,5.0,6.09474,,L7185,28
297,3p6.4s.30s,3S,1,3.0,6.095254,,L7185,30
298,3p6.4s.30s,1S,0,1.0,6.095369,,L7185,30
299,3p6.4s.29d,1D,2,5.0,6.095574,,L7185,29
300,3p6.4s.28f,1F*,3,7.0,6.095682,,L7185,28
301,3p6.4s.30p,3P*,2,5.0,6.09586,,L7185,30
302,3p6.4s.30p,1P*,1,3.0,6.095956,,L7185,30
303,3p6.4s.29d,3D,2,5.0,6.095999,,L7185,29
304,3p6.4s.31s,3S,1,3.0,6.096479,,L7185,31
305,3p6.4s.31s,1S,0,1.0,6.096604,,L7185,31
306,3p6.4s.30d,1D,2,5.0,6.096762,,L7185,30
307,3p6.4s.31p,3P*,2,5.0,6.097031,,L7185,31
308,3p6.4s.31p,1P*,1,3.0,6.097119,,L7185,31
309,3p6.4s.30d,3D,2,5.0,6.097187,,L7185,30
310,3p6.4s.32s,3S,1,3.0,6.097602,,L7185,32
311,3p6.4s.32s,1S,0,1.0,6.097728,,L7185,32
312,3p6.4s.31d,1D,2,5.0,6.097835,,L7185,31
313,3p6.4s.32p,3P*,2,5.0,6.098085,,L7185,32
314,3p6.4s.32p,1P*,1,3.0,6.098165,,L7185,32
315,3p6.4s.31d,3D,2,5.0,6.098193,,L7185,31
316,3p6.4s.33s,3S,1,3.0,6.098581,,L7185,33
317,3p6.4s.32d,1D,2,5.0,6.098804,,L7185,32
318,3p6.4s.33p,3P*,2,5.0,6.099041,,L7185,33
319,3p6.4s.33p,1P*,1,3.0,6.099115,,L7185,33
320,3p6.4s.32d,3D,2,5.0,6.099162,,L7185,32
321,3p6.4s.34s,3S,1,3.0,6.099482,,L7185,34
322,3p6.4s.33d,1D,2,5.0,6.099688,,L7185,33
323,3p6.4s.34p,3P*,2,5.0,6.09991,,L7185,34
324,3p6.4s.34p,1P*,1,3.0,6.099975,,L7185,34
325,3p6.4s.33d,3D,2,5.0,6.100014,,L7185,33
326,3p6.4s.35s,3S,1,3.0,6.100329,,L7185,35
327,3p6.4s.34d,1D,2,5.0,6.100491,,L7185,34
328,3p6.4s.35p,3P*,2,5.0,6.100701,,L7185,35
329,3p6.4s.35p,1P*,1,3.0,6.10076,,L7185,35
330,3p6.4s.34d,3D,2,5.0,6.100788,,L7185,34
331,3p6.4s.36s,3S,1,3.0,6.10108,,L7185,36
332,3p6.4s.35d,1D,2,5.0,6.101223,,L7185,35
333,3p6.4s.36p,3P*,2,5.0,6.101429,,L7185,36
334,3p6.4s.36p,1P*,1,3.0,6.101476,,L7185,36
335,3p6.4s.35d,3D,2,5.0,6.101512,,L7185,35
336,3p6.4s.36d,1D,2,5.0,6.101896,,L7185,36
337,3p6.4s.37p,3P*,2,5.0,6.102082,,L7185,37
338,3p6.4s.37p,1P*,1,3.0,6.102133,,L7185,37
339,3p6.4s.36d,3D,2,5.0,6.102153,,L7185,36
340,3p6.4s.37d,1D,2,5.0,6.102515,,L7185,37
341,3p6.4s.38p,3P*,2,5.0,6.102689,,L7185,38
342,3p6.4s.38p,1P*,1,3.0,6.102734,,L7185,38
343,3p6.4s.37d,3D,2,5.0,6.102758,,L7185,37
344,3p6.4s.38d,1D,2,5.0,6.103085,,L7185,38
345,3p6.4s.39p,3P*,2,5.0,6.103249,,L7185,39
346,3p6.4s.39p,1P*,1,3.0,6.10329,,L7185,39
347,3p6.4s.38d,3D,2,5.0,6.103316,,L7185,38
348,3p6.4s.39d,1D,2,5.0,6.103608,,L7185,39
349,3p6.4s.40p,3P*,2,5.0,6.103758,,L7185,40
350,3p6.4s.40p,1P*,1,3.0,6.103798,,L7185,40
351,3p6.4s.39d,3D,2,5.0,6.103809,,L7185,39
352,3p6.4s.40d,1D,2,5.0,6.10409,,L7185,40
353,3p6.4s.41p,3P*,2,5.0,6.104238,,L7185,41
354,3p6.4s.41p,1P*,1,3.0,6.104273,,L7185,41
355,3p6.4s.40d,3D,2,5.0,6.104296,,L7185,40
356,3p6.4s.41d,1D,2,5.0,6.104542,,L7185,41
357,3p6.4s.42p,3P*,2,5.0,6.104678,,L7185,42
358,3p6.4s.41d,3D,2,5.0,6.104712,,L7185,41
359,3p6.4s.42p,1P*,1,3.0,6.104712,,L7185,42
360,3p6.4s.42d,1D,2,5.0,6.104957,,L7185,42
361,3p6.4s.43p,3P*,2,5.0,6.105082,,L7185,43
362,3p6.4s.42d,3D,2,5.0,6.105117,,L7185,42
363,3p6.4s.43p,1P*,1,3.0,6.105117,,L7185,43
364,3p6.4s.43d,1D,2,5.0,6.105345,,L7185,43
365,3p6.4s.44p,3P*,2,5.0,6.105462,,L7185,44
366,3p6.4s.44p,1P*,1,3.0,6.105494,,L7185,44
367,3p6.4s.43d,3D,2,5.0,6.10551,,L7185,43
368,3p6.4s.44d,1D,2,5.0,6.105701,,L7185,44
369,3p6.4s.45p,3P*,2,5.0,6.105818,,L7185,45
370,3p6.4s.45p,1P*,1,3.0,6.105847,,L7185,45
371,3p6.4s.44d,3D,2,5.0,6.105855,,L7185,44
372,3p6.4s.45d,1D,2,5.0,6.106038,,L7185,45
373,3p6.4s.46p,3P*,2,5.0,6.106144,,L7185,46
374,3p6.4s.45d,3D,2,5.0,6.106167,,L7185,45
375,3p6.4s.46p,1P*,1,3.0,6.106173,,L7185,46
376,3p6.4s.46d,1D,2,5.0,6.106352,,L7185,46
377,3p6.4s.47p,3P*,2,5.0,6.106454,,L7185,47
378,3p6.4s.47p,1P*,1,3.0,6.10648,,L7185,47
379,3p6.4s.46d,3D,2,5.0,6.106482,,L7185,46
380,3p6.4s.47d,1D,2,5.0,6.106643,,L7185,47
381,3p6.4s.48p,3P*,2,5.0,6.106745,,L7185,48
382,3p6.4s.48p,1P*,1,3.0,6.106769,,L7185,48
383,3p6.4s.47d,3D,2,5.0,6.106771,,L7185,47
384,3p6.4s.48d,1D,2,5.0,6.106921,,L7185,48
385,3p6.4s.49p,3P*,2,5.0,6.107018,,L7185,49
386,3p6.4s.48d,3D,2,5.0,6.107034,,L7185,48
387,3p6.4s.49p,1P*,1,3.0,6.107035,,L7185,49
388,3p6.4s.49d,1D,2,5.0,6.107181,,L7185,49
389,3p6.4s.50p,3P*,2,5.0,6.107269,,L7185,50
390,3p6.4s.50p,1P*,1,3.0,6.107288,,L7185,50
391,3p6.4s.49d,3D,2,5.0,6.107294,,L7185,49
392,3p6.4s.50d,1D,2,5.0,6.107422,,L7185,50
393,3p6.4s.51p,3P*,2,5.0,6.107506,,L7185,51
394,3p6.4s.51p,1P*,1,3.0,6.107525,,L7185,51
395,3p6.4s.50d,3D,2,5.0,6.107541,,L7185,50
396,3p6.4s.51d,1D,2,5.0,6.107649,,L7185,51
397,3p6.4s.52p,3P*,2,5.0,6.107728,,L7185,52
398,3p6.4s.52p,1P*,1,3.0,6.107747,,L7185,52
399,3p6.4s.51d,3D,2,5.0,6.107762,,L7185,51
400,3p6.4s.52d,1D,2,5.0,6.107872,,L7185,52
401,3p6.4s.53p,3P*,2,5.0,6.107939,,L7185,53
402,3p6.4s.53p,1P*,1,3.0,6.107956,,L7185,53
403,3p6.4s.52d,3D,3,7.0,6.107981,,L7185,52
404,3p6.4s.53d,1D,2,5.0,6.108053,,L7185,53
405,3p6.4s.54p,3P*,2,5.0,6.108136,,L7185,54
406,3p6.4s.54p,1P*,1,3.0,6.108155,,L7185,54
407,3p6.4s.53d,3D,2,5.0,6.108156,,L7185,53
408,3p6.4s.54d,1D,2,5.0,6.10825,,L7185,54
409,3p6.4s.55p,3P*,2,5.0,6.108328,,L7185,55
410,3p6.4s.55p,1P*,1,3.0,6.108342,,L7185,55
411,3p6.4s.54d,3D,2,5.0,6.108352,,L7185,54
412,3p6.4s.55d,1D,2,5.0,6.108434,,L7185,55
