,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Lande,Leading percentages,Reference,nQua
232,3d9.(2D<5/2>).5g,2[5/2],2,5.0,7.0947985,,, 100                                                   ,,5
233,3d9.(2D<5/2>).5g,2[5/2],3,7.0,7.0947989,,, 100                                                   ,,5
234,3d9.(2D<5/2>).5g,2[7/2],3,7.0,7.0952664,,, 100                                                   ,,5
235,3d9.(2D<5/2>).5g,2[7/2],4,9.0,7.0952669,,, 100                                                   ,,5
236,3d9.(2D<5/2>).5g,2[11/2],6,13.0,7.0954663,,, 100                                                   ,,5
237,3d9.(2D<5/2>).5g,2[11/2],5,11.0,7.0954668,,, 100                                                   ,,5
238,3d9.(2D<5/2>).5g,2[9/2],5,11.0,7.0955606,,, 100                                                   ,,5
239,3d9.(2D<5/2>).5g,2[9/2],4,9.0,7.095561,,, 100                                                   ,,5
240,3d8.(3F).4s.(4F).5p,3G*,5,11.0,7.0983273,,,  79             :    13  3d8.(3F).4s.(4F).5p  5G*     ,,5
241,3d8.(3F).4s.(4F).5p,3G*,4,9.0,7.2078671,,,  55             :    13  3d8.(3F).4s.(4F).5p  3F*     ,,5
242,3d9.(2D<3/2>).7s,2[3/2],1,3.0,7.1268513,,,  98                                                   ,,7
243,3d9.(2D<3/2>).7s,2[3/2],2,5.0,7.129717,,,  99                                                   ,,7
244,3d8.(3F).4s.(4F).5p,3F*,4,9.0,7.1296104,,,  61             :    14  3d8.(3F).4s.(4F).5p  3G*     ,,5
245,3d8.(3F).4s.(4F).5p,3F*,3,7.0,7.2574963,,,  24             :    21  3d8.(3F).4s.(4F).5p  3D*     ,,5
246,3d8.(3P).4s.4p.(1P*),3P*,2,5.0,7.1355484,,,  39             :    15  3d8.(1D).4s.4p.(1P*) 1D*     ,,4
247,3d8.4s.(4F<7/2>).4d,2[11/2],5,11.0,7.1511079,,,  91                                                   ,,4
248,3d8.4s.(4F<7/2>).4d,2[11/2],6,13.0,7.1615801,,,  95                                                   ,,4
249,3d8.4s.(4F<7/2>).4d,2[3/2],2,5.0,7.1539614,,,  73             :    21  3d8.4s.(4F<7/2>).4d  2[5/2]  ,,4
250,3d8.4s.(4F<7/2>).4d,2[3/2],1,3.0,7.1622531,,,  90                                                   ,,4
251,3d8.4s.(4F<7/2>).4d,2[5/2],3,7.0,7.159286,,,  88             :     7  3d8.4s.(4F<7/2>).4d  2[7/2]  ,,4
252,3d8.4s.(4F<7/2>).4d,2[5/2],2,5.0,7.1917376,,,  69             :    20  3d8.4s.(4F<7/2>).4d  2[3/2]  ,,4
253,3d8.4s.(4F<7/2>).4d,2[9/2],4,9.0,7.1649888,,,  90             :     6  3d8.4s.(4F<7/2>).4d  2[7/2]  ,,4
254,3d8.4s.(4F<7/2>).4d,2[9/2],5,11.0,7.1699234,,,  91                                                   ,,4
255,3d8.4s.(4F<7/2>).4d,2[7/2],4,9.0,7.1675808,,,  90             :     6  3d8.4s.(4F<7/2>).4d  2[9/2]  ,,4
256,3d8.4s.(4F<7/2>).4d,2[7/2],3,7.0,7.1959791,,,  82             :     8  3d8.4s.(4F<7/2>).4d  2[5/2]  ,,4
257,3d8.4s.(4F<5/2>).4d,2[1/2],0,1.0,7.2467227,,,  94                                                   ,,4
258,3d8.4s.(4F<5/2>).4d,2[1/2],1,3.0,7.2562311,,,  49             :    45  3d8.4s.(4F<5/2>).4d  2[3/2]  ,,4
259,3d8.4s.(4F<5/2>).4d,2[9/2],4,9.0,7.2553215,,,  87             :     6  3d8.4s.(4F<5/2>).4d  2[7/2]  ,,4
260,3d8.4s.(4F<5/2>).4d,2[9/2],5,11.0,7.2556623,,,  95                                                   ,,4
261,3d8.4s.(4F<5/2>).4d,2[7/2],4,9.0,7.2629679,,,  88             :     7  3d8.4s.(4F<5/2>).4d  2[9/2]  ,,4
262,3d8.4s.(4F<5/2>).4d,2[7/2],3,7.0,7.2691272,,,  66             :    29  3d8.4s.(4F<5/2>).4d  2[5/2]  ,,4
263,3d8.4s.(4F<5/2>).4d,2[5/2],3,7.0,7.264,,,  67             :    29  3d8.4s.(4F<5/2>).4d  2[7/2]  ,,4
264,3d8.4s.(4F<5/2>).4d,2[5/2],2,5.0,7.2691755,,,  92                                                   ,,4
265,3d9.(2D<3/2>).5f,2[9/2]*,5,11.0,7.2796002,,, 100                                                   ,,5
266,3d9.(2D<3/2>).5f,2[9/2]*,4,9.0,7.2796397,,, 100                                                   ,,5
267,3d9.(2D<3/2>).5g,2[5/2],2,5.0,7.2814108,,, 100                                                   ,,5
268,3d9.(2D<3/2>).5g,2[5/2],3,7.0,7.2814138,,, 100                                                   ,,5
269,3d9.(2D<3/2>).5g,2[11/2],5,11.0,7.2816754,,, 100                                                   ,,5
270,3d9.(2D<3/2>).5g,2[11/2],6,13.0,7.281676,,, 100                                                   ,,5
271,3d9.(2D<3/2>).5g,2[7/2],4,9.0,7.2821581,,, 100                                                   ,,5
272,3d9.(2D<3/2>).5g,2[7/2],3,7.0,7.2821588,,, 100                                                   ,,5
273,3d9.(2D<3/2>).5g,2[9/2],5,11.0,7.2824129,,, 100                                                   ,,5
274,3d9.(2D<3/2>).5g,2[9/2],4,9.0,7.282425,,, 100                                                   ,,5
275,3d8.(1D).4s.4p.(1P*),1P*,1,3.0,7.2985296,,,  23             :    40  3d8.4s.7p                    ,,4
276,3d8.(3P).4s.4p.(1P*),3D*,3,7.0,7.3022017,,,  55             :    10  3d8.(1D).4s.4p.(1P*) 1F*     ,,4
277,3d8.(3P).4s.4p.(1P*),3D*,2,5.0,7.320651,,,  59             :    15  3d8.4s.7p                    ,,4
278,3d8.(3P).4s.4p.(1P*),3D*,1,3.0,7.3247123,,,  78                                                   ,,4
279,3d8.4s.(4F<3/2>).4d,2[5/2],2,5.0,7.316054,,,  72             :    27  3d8.4s.(4F<3/2>).4d  2[3/2]  ,,4
280,3d8.4s.(4F<3/2>).4d,2[7/2],4,9.0,7.3199816,,,  92                                                   ,,4
281,3d8.4s.(4F<3/2>).4d,2[7/2],3,7.0,7.3384661,,,  68             :    31  3d8.4s.(4F<3/2>).4d  2[5/2]  ,,4
282,3d8.4s.(4F<3/2>).4d,2[3/2],2,5.0,7.3296959,,,  64             :    24  3d8.4s.(4F<3/2>).4d  2[5/2]  ,,4
283,3d8.4s.(4F<3/2>).4d,2[3/2],1,3.0,7.3424985,,,  53             :    46  3d8.4s.(4F<3/2>).4d  2[1/2]  ,,4
284,3d8.(3F).4s.(4F).6s,5F,5,11.0,7.4220178,,,                                                       ,,6
285,3d8.(3F).4s.(4F).5d,5H,7,15.0,7.7840394,,,                                                       ,,5
286,3d8.(3F).4s.(4F).5d,5G,6,13.0,7.7871866,,,                                                       ,,5
287,Limit,NaN,NaN,NaN,7.639878,1.7e-05,NaN,NaN,NaN,NaN
