,Configuration,Term,J,g,Level (eV),nQua
377,3d6.(3G).4p,y 2H*,nan,22.0,8.4009903,4.0
378,3d6.(3F2).4p,z 2F*,nan,14.0,7.979112150000001,4.0
379,3d6.(1S2).4p,x 2P*,nan,6.0,9.46662135,4.0
380,3d6.(5D<4>).5f,2[4]*,nan,10.0,13.9967077,5.0
381,3d5.(4D).4s.4p.(3P*),6P*,nan,14.0,11.744297849999999,4.0
382,3d6.(5D).4s,a 6D,nan,30.0,0.07171572600000001,4.0
383,3d6.(5D<3>).5g,2[1],nan,6.0,14.073761000000001,5.0
384,3d6.(3H).4d,4I,nan,52.0,12.9039594,4.0
385,3d6.(5D<0>).5f,2[3]*,nan,8.0,14.1325995,5.0
386,3d6.(5D<1>).5f,2[2]*,nan,4.0,14.1166218,5.0
387,3d6.(3P2).5s,4P,nan,12.0,12.178516533333335,5.0
388,3d6.(5D).4d,6P,nan,18.0,10.456743933333334,4.0
389,3d6.(5D<4>).5g,2[4],nan,18.0,14.01725495,5.0
390,3d6.(5D<3>).5g,2[7],nan,30.0,14.073342700000001,5.0
391,3d6.(5D<3>).6h,2[8]*,nan,34.0,14.7409971,6.0
392,3d6.(5D<3>).4f,2[3]*,nan,14.0,12.8169088,4.0
393,3d6.(5D<2>).5f,2[1]*,nan,4.0,14.094852,5.0
394,3d6.(3H<5>).4f,2[8]*,nan,34.0,15.27561905,4.0
395,3d6.(5D<4>).6h,2[4]*,nan,18.0,14.6867117,6.0
396,3d6.(1I).4s,a 2I,nan,26.0,4.07818274,4.0
397,3d6.(5D<1>).4f,2[3]*,nan,14.0,12.891741549999999,4.0
398,3d6.(1D2).4s,c 2D,nan,10.0,4.73487735,4.0
399,3d6.(5D<2>).5f,2[2]*,nan,10.0,14.09151235,5.0
400,3d5.(2H).4s.4p.(3P*),4H*,nan,12.0,13.6358609,4.0
401,3d6.(3P2).5p,4S*,nan,4.0,13.4364452,5.0
402,3d5.(2F1).4s.4p.(3P*),4F*,nan,28.0,13.453977975,4.0
403,3d6.(5D<4>).4f,2[1]*,nan,6.0,12.7850368,4.0
404,3d5.(2I).4s.4p.(3P*),4H*,nan,44.0,13.001047999999999,4.0
405,3d7,a 2D2,nan,10.0,2.5928166,3.0
406,3d6.(3H<6>).4f,2[3]*,nan,8.0,15.243418,4.0
407,3d6.(5D<0>).6h,2[5]*,nan,22.0,14.814021050000001,6.0
408,3d6.(5D<3>).4f,2[1]*,nan,6.0,12.823391950000001,4.0
409,3d6.(3F2).4d,2H,nan,22.0,13.1336967,4.0
410,3d6.(3H).5p,4G*,nan,36.0,13.546748775000001,5.0
411,3d6.(3P2).4s,b 2P,nan,6.0,3.268243085,4.0
412,3d6.(5D<2>).5g,2[5],nan,22.0,14.110579900000001,5.0
413,3d6.(5D<2>).5f,2[3]*,nan,6.0,14.1051952,5.0
414,3d6.(5D<2>).6h,2[4]*,nan,18.0,14.778236549999999,6.0
415,3d6.(3H<4>).4f,2[3]*,nan,6.0,15.3033949,4.0
416,3d7,d 2D1,nan,10.0,5.933501659999999,3.0
417,3d6.(3G<4>).4f,2[6]*,nan,14.0,15.8544846,4.0
418,3d6.(5D).4p,z 6P*,nan,18.0,5.35272166,4.0
419,3d5.(4D).4s.4p.(3P*),4D*,nan,20.0,12.233344625,4.0
