,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Leading percentages,Reference,nQua
43,2s2.2p4.(3P).3d,2D,3/2,4.0,57.654863,2.5e-05,  76         :    14  2s2.2p4.(3P).3d    4P    ,,3
44,2s2.2p4.(3P).3d,2D,5/2,6.0,57.702071,2.5e-05,  42         :    35  2s2.2p4.(3P).3d    4P    ,,3
45,2s2.2p4.(3P).3d,2P,1/2,2.0,57.778113,2.5e-05,  98                                           ,,3
46,2s2.2p4.(3P).3d,2P,3/2,4.0,57.87434,2.5e-05,  93         :     6  2s2.2p4.(3P).3d    2D    ,,3
47,2s2.2p4.(1S).3p,2P*,1/2,2.0,59.368964,2.5e-05,  99                                           ,,3
48,2s2.2p4.(1S).3p,2P*,3/2,4.0,59.374058,2.5e-05,  99                                           ,,3
49,2s2.2p4.(3P).4s,4P,5/2,6.0,59.509358,2.5e-05,                                               ,,4
50,2s2.2p4.(3P).4s,4P,3/2,4.0,59.609025,2.5e-05,                                               ,,4
51,2s2.2p4.(3P).4s,4P,1/2,2.0,59.680866,2.5e-05,                                               ,,4
52,2s2.2p4.(3P).4s,2P,3/2,4.0,59.81025,2.5e-05,                                               ,,4
53,2s2.2p4.(3P).4s,2P,1/2,2.0,59.932542,2.5e-05,                                               ,,4
54,2s2.2p4.(1D).3d,2G,9/2,10.0,61.039146,2.5e-05, 100                                           ,,3
55,2s2.2p4.(1D).3d,2G,7/2,8.0,61.039455,2.5e-05, 100                                           ,,3
56,2s2.2p4.(1D).3d,2P,3/2,4.0,61.148022,2.5e-05,  99                                           ,,3
57,2s2.2p4.(1D).3d,2P,1/2,2.0,61.160659,2.5e-05,  99                                           ,,3
58,2s2.2p4.(1D).3d,2S,1/2,2.0,61.229502,2.5e-05, 100                                           ,,3
59,2s2.2p4.(1D).3d,2D,5/2,6.0,61.322923,2.5e-05,  99                                           ,,3
60,2s2.2p4.(1D).3d,2D,3/2,4.0,61.33323,2.5e-05,  99                                           ,,3
61,2s2.2p4.(1D).3d,2F,5/2,6.0,61.42546,2.5e-05, 100                                           ,,3
62,2s2.2p4.(1D).3d,2F,7/2,8.0,61.426136,2.5e-05, 100                                           ,,3
63,2s2.2p4.(1D).4s,2D,3/2,4.0,63.40971,2.5e-05,                                               ,,4
64,2s2.2p4.(1D).4s,2D,5/2,6.0,63.409772,2.5e-05,                                               ,,4
65,2s2.2p4.(3P).4d,4F,5/2,6.0,63.7287,0.0007,                                               ,,4
66,2s2.2p4.(3P).4d,4F,3/2,4.0,63.7578,0.0007,                                               ,,4
67,2s2.2p4.(3P).4d,4P,3/2,4.0,63.7364,0.0007,                                               ,,4
68,2s2.2p4.(3P).4d,4P,5/2,6.0,63.8033,0.0007,                                               ,,4
69,2s2.2p4.(3P).4d,2F,5/2,6.0,63.8132,0.0007,                                               ,,4
70,2s2.2p4.(3P).4d,2D,3/2,4.0,63.854,0.0007,                                               ,,4
71,2s2.2p4.(3P).4d,2D,5/2,6.0,63.8971,0.0007,                                               ,,4
72,2s2.2p4.(3P).4d,2P,1/2,2.0,63.8692,0.0007,                                               ,,4
73,2s2.2p4.(3P).4d,2P,3/2,4.0,63.9739,0.0007,                                               ,,4
74,2s2.2p4.(3P<2>).4f,2[4]*,9/2,10.0,63.92571,4e-05,  98                                           ,,4
75,2s2.2p4.(3P<2>).4f,2[4]*,7/2,8.0,63.92715,4e-05,  93         :     5  2s2.2p4.(3P<2>).4f 2[3]* ,,4
76,2s2.2p4.(3P<2>).4f,2[3]*,5/2,6.0,63.9306,4e-05,  98                                           ,,4
77,2s2.2p4.(3P<2>).4f,2[3]*,7/2,8.0,63.93064,4e-05,  93         :     5  2s2.2p4.(3P<2>).4f 2[4]* ,,4
78,2s2.2p4.(3P<2>).4f,2[2]*,3/2,4.0,63.94661,4e-05,  94         :     6  2s2.2p4.(3P<1>).4f 2[2]* ,,4
79,2s2.2p4.(3P<2>).4f,2[2]*,5/2,6.0,63.94779,4e-05,  93         :     5  2s2.2p4.(3P<1>).4f 2[2]* ,,4
80,2s2.2p4.(3P<2>).4f,2[5]*,11/2,12.0,63.95997,4e-05, 100                                           ,,4
81,2s2.2p4.(3P<2>).4f,2[5]*,9/2,10.0,63.96008,4e-05, 100                                           ,,4
82,2s2.2p4.(3P<2>).4f,2[1]*,1/2,2.0,63.97516,4e-05, 100                                           ,,4
83,2s2.2p4.(3P<2>).4f,2[1]*,3/2,4.0,63.97592,4e-05, 100                                           ,,4
84,2s2.2p4.(3P<1>).4f,2[2]*,3/2,4.0,64.07724,4e-05,  94         :     6  2s2.2p4.(3P<2>).4f 2[2]* ,,4
85,2s2.2p4.(3P<1>).4f,2[2]*,5/2,6.0,64.07796,4e-05,  95         :     5  2s2.2p4.(3P<2>).4f 2[2]* ,,4
86,2s2.2p4.(3P<1>).4f,2[4]*,9/2,10.0,64.08246,4e-05,  98                                           ,,4
87,2s2.2p4.(3P<1>).4f,2[4]*,7/2,8.0,64.08305,4e-05,  98                                           ,,4
88,2s2.2p4.(3P<1>).4f,2[3]*,7/2,8.0,64.1035,4e-05,  99                                           ,,4
89,2s2.2p4.(3P<1>).4f,2[3]*,5/2,6.0,64.10392,4e-05,  99                                           ,,4
90,2s2.2p4.(3P<0>).4f,2[3]*,7/2,8.0,64.14627,4e-05,  98                                           ,,4
91,2s2.2p4.(3P<0>).4f,2[3]*,5/2,6.0,64.14664,4e-05,  98                                           ,,4
92,2s2.2p4.(3P).5s,2P,3/2,4.0,64.809,0.0007,                                               ,,5
93,2s2.2p4.(3P).5s,2P,1/2,2.0,64.9091,0.0007,                                               ,,5
94,2s2.2p4.(1S).3d,2D,5/2,6.0,65.644877,2.5e-05, 100                                           ,,3
95,2s2.2p4.(1S).3d,2D,3/2,4.0,65.649348,2.5e-05,  99                                           ,,3
96,2s2.2p4.(1D).4d,2S,1/2,2.0,67.4028,0.0007,                                               ,,4
97,2s2.2p4.(1D).4d,2P,3/2,4.0,67.4754,0.0007,                                               ,,4
98,2s2.2p4.(1D).4d,2P,1/2,2.0,67.4819,0.0007,                                               ,,4
99,2s2.2p4.(1D).4d,2D,5/2,6.0,67.5403,0.0007,                                               ,,4
100,2s2.2p4.(1D).4d,2D,3/2,4.0,67.5451,0.0007,                                               ,,4
101,2s2.2p4.(1D).4d,2F,5/2,6.0,67.5608,0.0007,                                               ,,4
102,2s2.2p4.(1D<2>).4f,2[1]*,3/2,4.0,67.71857,4e-05, 100                                           ,,4
103,2s2.2p4.(1D<2>).4f,2[5]*,11/2,12.0,67.74996,4e-05, 100                                           ,,4
104,2s2.2p4.(1D<2>).4f,2[5]*,9/2,10.0,67.75005,4e-05, 100                                           ,,4
105,2s2.2p4.(1D<2>).4f,2[2]*,3/2,4.0,67.75852,4e-05, 100                                           ,,4
106,2s2.2p4.(1D<2>).4f,2[2]*,5/2,6.0,67.75867,4e-05, 100                                           ,,4
107,2s2.2p4.(1D<2>).4f,2[3]*,7/2,8.0,67.79581,4e-05, 100                                           ,,4
108,2s2.2p4.(1D<2>).4f,2[3]*,5/2,6.0,67.79592,0.00025, 100                                           ,,4
109,2s2.2p4.(1D<2>).4f,2[4]*,7/2,8.0,67.80539,4e-05, 100                                           ,,4
110,2s2.2p4.(1D<2>).4f,2[4]*,9/2,10.0,67.80551,4e-05, 100                                           ,,4
111,2s2.2p4.(1S).4s,2S,1/2,2.0,67.93227,6e-05,                                               ,,4
112,2s2.2p4.(1D).5s,2D,3/2,4.0,68.4894,0.0007,                                               ,,5
113,2s2.2p4.(1D).5s,2D,5/2,6.0,68.4909,0.0007,                                               ,,5
114,Limit,NaN,NaN,NaN,71.62,0.0012,NaN,NaN,NaN
