,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Leading percentages,Reference,nQua
227,3d6.(3P1).4p,w 4P*,3/2,4.0,20.235883,1.4e-05,  50                         :    39  3d6.(3P2).4p  ,L19543,4
228,3d6.(3P1).4p,w 4P*,5/2,6.0,20.34486,3e-05,  39                         :    31  3d6.(3P2).4p  ,L19543,4
229,3d6.(3F1).4p,u 2D*,3/2,4.0,20.255787,2.4e-05,  48                         :    23  3d6.(3P1).4p  ,L19543,4
230,3d6.(3F1).4p,u 2D*,5/2,6.0,20.314953,2.5e-05,  46                         :    22  3d6.(3P1).4p  ,L19543,4
231,3d6.(3F1).4p,u 2G*,9/2,10.0,20.309917,2.5e-05,  68                         :    18  3d6.(3F2).4p  ,L19543,4
232,3d6.(3F1).4p,u 2G*,7/2,8.0,20.3703227,2.5e-06,  70                         :    17  3d6.(3F2).4p  ,L19543,4
233,3d6.(3F1).4p,v 4F*,3/2,4.0,20.476228,9e-06,  60                         :    19  3d6.(3F2).4p  ,L19543,4
234,3d6.(3F1).4p,v 4F*,7/2,8.0,20.482147,1e-05,  43                         :    15  3d6.(3F2).4p  ,L19543,4
235,3d6.(3F1).4p,v 4F*,5/2,6.0,20.518238,1.4e-05,  39                         :    17  3d6.(3F1).4p  ,L19543,4
236,3d6.(3F1).4p,v 4F*,9/2,10.0,20.53253,3e-05,  67                         :    24  3d6.(3F2).4p  ,L19543,4
237,3d6.(3P1).4p,t 2D*,3/2,4.0,20.617417,2e-05,  26  3d6.(3F1).4p 2D*       :    24  3d6.(3P1).4p  ,L19543,4
238,3d6.(3P1).4p,t 2D*,5/2,6.0,20.713508,2.5e-05,  37                         :    26  3d6.(3P2).4p  ,L19543,4
239,3d6.(3P1).4p,v 2P*,1/2,2.0,20.68639,6e-05,  55                         :    35  3d6.(3P2).4p  ,L19543,4
240,3d6.(3P1).4p,v 2P*,3/2,4.0,20.777675,2e-05,  44                         :    29  3d6.(3P2).4p  ,L19543,4
241,3d6.(5D).4d,e 6F,11/2,12.0,20.831005,2.1e-05,  98                                                ,L19543,4
242,3d6.(5D).4d,e 6F,9/2,10.0,20.85563,3e-05,  91                         :     7  3d6.(5D).4d   ,L19543,4
243,3d6.(5D).4d,e 6F,7/2,8.0,20.88514,4e-05,  89                         :     9  3d6.(5D).4d   ,L19543,4
244,3d6.(5D).4d,e 6F,5/2,6.0,20.9148,3e-05,  91                         :     7  3d6.(5D).4d   ,L19543,4
245,3d6.(5D).4d,e 6F,3/2,4.0,20.93921,3e-05,  95                                                ,L19543,4
246,3d6.(5D).4d,e 6F,1/2,2.0,20.95474,2.4e-05,  98                                                ,L19543,4
247,3d6.(3F1).4p,t 2F*,7/2,8.0,20.831901,2.5e-05,  63                         :    25  3d6.(3F2).4p  ,L19543,4
248,3d6.(3F1).4p,t 2F*,5/2,6.0,20.846419,4e-06,  70                         :    25  3d6.(3F2).4p  ,L19543,4
249,3d6.(5D).4d,e 6D,9/2,10.0,21.01883,2.4e-05,  76                         :    16  3d6.(5D).5s   ,L19543,4
250,3d6.(5D).4d,e 6D,7/2,8.0,21.02726,9e-05,  71                         :    12  3d6.(5D).4d   ,L19543,4
251,3d6.(5D).4d,e 6D,5/2,6.0,21.048942,2.4e-05,  73                         :    14  3d6.(5D).4d   ,L19543,4
252,3d6.(5D).4d,e 6D,3/2,4.0,21.076843,9e-06,  83                         :     7  3d6.(5D).4d   ,L19543,4
253,3d6.(5D).4d,e 6D,1/2,2.0,21.10152,7e-05,  93                         :     6  3d6.(5D).5s   ,L19543,4
254,3d6.(5D).4d,e 6P,7/2,8.0,21.02668,3e-05,  70                         :    25  3d6.(5D).5s   ,L19543,4
255,3d6.(5D).4d,e 6P,5/2,6.0,21.12146,9e-05,  79                         :     9  3d6.(5D).4d   ,L19543,4
256,3d6.(5D).4d,e 6P,3/2,4.0,21.17715,7e-05,  91                         :     5  3d6.(5D).4d   ,L19543,4
257,3d6.(1G1).4p,v 2H*,9/2,10.0,21.086388,1.5e-05,  61                         :    34  3d6.(1G2).4p  ,L19543,4
258,3d6.(1G1).4p,v 2H*,11/2,12.0,21.191372,1.4e-05,  62                         :    35  3d6.(1G2).4p  ,L19543,4
259,3d6.(5D).5s,f 6D,9/2,10.0,21.14372,3e-05,  83                         :    16  3d6.(5D).4d   ,L19543,5
260,3d6.(5D).5s,f 6D,7/2,8.0,21.21121,3e-05,  65                         :    16  3d6.(5D).4d   ,L19543,5
261,3d6.(5D).5s,f 6D,5/2,6.0,21.25915,3e-05,  84                         :    10  3d6.(5D).4d   ,L19543,5
262,3d6.(5D).5s,f 6D,3/2,4.0,21.29321,3e-05,  90                         :     7  3d6.(5D).4d   ,L19543,5
263,3d6.(5D).4d,e 6G,13/2,14.0,21.16735,3e-05, 100                                                ,L19543,4
264,3d6.(5D).4d,e 6G,11/2,12.0,21.20499,4e-05,  97                                                ,L19543,4
265,3d6.(5D).4d,e 6G,9/2,10.0,21.23465,3e-05,  97                                                ,L19543,4
266,3d6.(5D).4d,e 6G,7/2,8.0,21.26679,0.00011,  97                                                ,L19543,4
267,3d6.(5D).4d,e 6G,5/2,6.0,21.29186,3e-05,  98                                                ,L19543,4
268,3d6.(5D).4d,e 6G,3/2,4.0,21.303715,2.1e-05,  99                                                ,L19543,4
269,3d6.(1G1).4p,s 2F*,7/2,8.0,21.251386,1.6e-05,  41                         :    20  3d6.(1G2).4p  ,L19543,4
270,3d6.(1G1).4p,s 2F*,5/2,6.0,21.32114,5e-05,  58                         :    29  3d6.(1G2).4p  ,L19543,4
271,3d6.(5D).4d,e 4G,9/2,10.0,21.31819,3e-05,  95                                                ,L19543,4
272,3d6.(5D).4d,e 4D,7/2,8.0,21.37205,1.1e-05,  93                                                ,L19543,4
273,3d6.(5D).4d,e 4D,5/2,6.0,21.42473,3e-05,  95                                                ,L19543,4
274,3d6.(5D).4d,e 4D,3/2,4.0,21.465823,1.6e-05,  97                                                ,L19543,4
275,3d6.(5D).5s,f 4D,7/2,8.0,21.39771,3e-05,  96                                                ,L19543,5
276,3d6.(5D).5s,f 4D,5/2,6.0,21.473483,1.7e-05,  98                                                ,L19543,5
277,3d6.(5D).5s,f 4D,3/2,4.0,21.52481,7e-05,  99                                                ,L19543,5
278,3d6.(5D).5s,f 4D,1/2,2.0,21.55479,3e-05,  99                                                ,L19543,5
279,3d6.(1G1).4p,t 2G*,9/2,10.0,21.425283,1.6e-05,  65                         :    28  3d6.(1G2).4p  ,L19543,4
280,3d6.(1G1).4p,t 2G*,7/2,8.0,21.44175,6e-05,  50                         :    22  3d6.(1G2).4p  ,L19543,4
281,3d6.(1D1).4p,s 2D*,3/2,4.0,23.68429,9e-05,  79                         :    18  3d6.(1D2).4p  ,L19543,4
282,3d6.(1D1).4p,s 2D*,5/2,6.0,23.71928,7e-05,  79                         :    18  3d6.(1D2).4p  ,L19543,4
283,3d6.(1D1).4p,r 2F*,5/2,6.0,24.16972,0.00015,  72                         :    22  3d6.(1D2).4p  ,L19543,4
284,3d6.(1D1).4p,r 2F*,7/2,8.0,24.26418,0.00012,  73                         :    22  3d6.(1D2).4p  ,L19543,4
285,3d6.(1D1).4p,u 2P*,3/2,4.0,24.34897,0.00012,  68                         :    24  3d6.(1D2).4p  ,L19543,4
286,3d6.(1D1).4p,u 2P*,1/2,2.0,24.38925,0.00012,  68                         :    25  3d6.(1D2).4p  ,L19543,4
287,Limit,NaN,NaN,NaN,33.5,0.06,NaN,NaN,NaN
